picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  293, nerr =    0p/   4r, time steps =    5, qsz =    2, switch = on, t =     2932 ms, ax =  0.5011, ay = -0.6629, az =  9.8236, gx =  0.1106 rad/s, gy = -0.0004 rad/s, gz = -0.0342 rad/s, rpm_pitch =  0.0000, rpm_roll = -374.9666, I_w_pitch =  6.5030 A, I_w_roll = 16.5167 A, theta_pitch = -53.25656mrad, theta_roll_comp = -71.9036 mrad, theta_setpoint = -16.4521 mrad, 
msg =  501, nerr =   13p/  16r, time steps =    5, qsz =    2, switch = on, t =     5012 ms, ax =  0.5011, ay = -0.2326, az =  9.8907, gx = -0.0167 rad/s, gy = -0.0066 rad/s, gz = -0.0021 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8599 A, I_w_roll =  5.6616 A, theta_pitch = -53.96664mrad, theta_roll_comp = -17.7375 mrad, theta_setpoint = -46.5319 mrad, 
msg =  502, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5022 ms, ax =  0.5011, ay = -0.2757, az =  9.7409, gx = -0.0197 rad/s, gy = -0.0052 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8056 A, I_w_roll =  4.5303 A, theta_pitch = -53.99560mrad, theta_roll_comp = -18.0027 mrad, theta_setpoint = -46.5319 mrad, 
msg =  503, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5032 ms, ax =  0.5322, ay = -0.2673, az =  9.7157, gx = -0.0295 rad/s, gy = -0.0034 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7415 A, I_w_roll =  0.9429 A, theta_pitch = -54.02959mrad, theta_roll_comp = -18.3495 mrad, theta_setpoint = -46.5319 mrad, 
msg =  504, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5042 ms, ax =  0.5358, ay = -0.3165, az =  9.8392, gx = -0.0319 rad/s, gy = -0.0021 rad/s, gz = -0.0169 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.6931 A, I_w_roll = -0.0653 A, theta_pitch = -54.06184mrad, theta_roll_comp = -18.7726 mrad, theta_setpoint = -46.5319 mrad, 
msg =  505, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5052 ms, ax =  0.5071, ay = -0.1450, az =  9.9075, gx = -0.0342 rad/s, gy = -0.0024 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7050 A, I_w_roll = -1.0055 A, theta_pitch = -54.07012mrad, theta_roll_comp = -19.1426 mrad, theta_setpoint = -46.5319 mrad, 
msg =  506, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5062 ms, ax =  0.5490, ay = -0.1858, az =  9.8871, gx = -0.0258 rad/s, gy = -0.0022 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7022 A, I_w_roll =  1.8214 A, theta_pitch = -54.08697mrad, theta_roll_comp = -19.4156 mrad, theta_setpoint = -46.5319 mrad, 
msg =  507, nerr =   14p/  17r, time steps =    5, qsz =    2, switch = on, t =     5072 ms, ax =  0.4915, ay = -0.1810, az =  9.8871, gx = -0.0214 rad/s, gy = -0.0033 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7464 A, I_w_roll =  3.2694 A, theta_pitch = -54.09768mrad, theta_roll_comp = -19.6403 mrad, theta_setpoint = -46.5319 mrad, 
msg =  508, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5082 ms, ax =  0.5442, ay = -0.3308, az =  9.8212, gx = -0.0183 rad/s, gy = -0.0038 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7710 A, I_w_roll =  4.2350 A, theta_pitch = -54.11969mrad, theta_roll_comp = -19.9061 mrad, theta_setpoint = -46.5319 mrad, 
msg =  509, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5092 ms, ax =  0.5250, ay = -0.1858, az =  9.7277, gx = -0.0215 rad/s, gy = -0.0026 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7285 A, I_w_roll =  3.0127 A, theta_pitch = -54.15615mrad, theta_roll_comp = -20.1655 mrad, theta_setpoint = -46.5319 mrad, 
msg =  510, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5102 ms, ax =  0.5226, ay = -0.2781, az =  9.8236, gx = -0.0270 rad/s, gy = -0.0021 rad/s, gz = -0.0256 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7097 A, I_w_roll =  0.9890 A, theta_pitch = -54.17302mrad, theta_roll_comp = -20.4479 mrad, theta_setpoint = -46.5319 mrad, 
msg =  511, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5112 ms, ax =  0.4783, ay = -0.1618, az =  9.9219, gx = -0.0277 rad/s, gy = -0.0021 rad/s, gz = -0.0200 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7074 A, I_w_roll =  0.6410 A, theta_pitch = -54.15736mrad, theta_roll_comp = -20.7352 mrad, theta_setpoint = -46.5319 mrad, 
msg =  512, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5122 ms, ax =  0.4867, ay = -0.2589, az =  9.8691, gx = -0.0243 rad/s, gy = -0.0018 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.6916 A, I_w_roll =  1.6995 A, theta_pitch = -54.12303mrad, theta_roll_comp = -21.0017 mrad, theta_setpoint = -46.5319 mrad, 
msg =  513, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5132 ms, ax =  0.5430, ay = -0.2361, az =  9.8883, gx = -0.0198 rad/s, gy = -0.0040 rad/s, gz = -0.0005 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7784 A, I_w_roll =  3.1808 A, theta_pitch = -54.13374mrad, theta_roll_comp = -21.2598 mrad, theta_setpoint = -46.5319 mrad, 
msg =  514, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5142 ms, ax =  0.5107, ay = -0.1990, az =  9.8464, gx = -0.0178 rad/s, gy = -0.0052 rad/s, gz =  0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8319 A, I_w_roll =  3.8026 A, theta_pitch = -54.17062mrad, theta_roll_comp = -21.4530 mrad, theta_setpoint = -46.5319 mrad, 
msg =  515, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5152 ms, ax =  0.5778, ay = -0.2361, az =  9.7469, gx = -0.0191 rad/s, gy = -0.0024 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7279 A, I_w_roll =  3.2592 A, theta_pitch = -54.22292mrad, theta_roll_comp = -21.6463 mrad, theta_setpoint = -46.5319 mrad, 
msg =  516, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5162 ms, ax =  0.5778, ay = -0.1295, az =  9.8572, gx = -0.0233 rad/s, gy = -0.0025 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7438 A, I_w_roll =  1.7428 A, theta_pitch = -54.29331mrad, theta_roll_comp = -21.8255 mrad, theta_setpoint = -46.5319 mrad, 
msg =  517, nerr =   14p/  18r, time steps =    5, qsz =    2, switch = on, t =     5172 ms, ax =  0.5946, ay = -0.2134, az =  9.8368, gx = -0.0254 rad/s, gy = -0.0028 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7662 A, I_w_roll =  0.9167 A, theta_pitch = -54.37157mrad, theta_roll_comp = -22.0268 mrad, theta_setpoint = -46.5319 mrad, 
msg =  518, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5182 ms, ax =  0.5059, ay = -0.1355, az =  9.9135, gx = -0.0234 rad/s, gy = -0.0026 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7665 A, I_w_roll =  1.5367 A, theta_pitch = -54.40937mrad, theta_roll_comp = -22.2243 mrad, theta_setpoint = -46.5319 mrad, 
msg =  519, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5192 ms, ax =  0.4627, ay = -0.3404, az =  9.9339, gx = -0.0174 rad/s, gy = -0.0033 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7889 A, I_w_roll =  3.5436 A, theta_pitch = -54.38129mrad, theta_roll_comp = -22.4500 mrad, theta_setpoint = -46.5319 mrad, 
msg =  520, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5202 ms, ax =  0.4232, ay = -0.3512, az =  9.8404, gx = -0.0139 rad/s, gy = -0.0038 rad/s, gz =  0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8010 A, I_w_roll =  4.6433 A, theta_pitch = -54.31976mrad, theta_roll_comp = -22.7300 mrad, theta_setpoint = -46.5319 mrad, 
msg =  521, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5212 ms, ax =  0.4495, ay = -0.3225, az =  9.8140, gx = -0.0135 rad/s, gy = -0.0030 rad/s, gz =  0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7594 A, I_w_roll =  4.6829 A, theta_pitch = -54.25550mrad, theta_roll_comp = -22.9807 mrad, theta_setpoint = -46.5319 mrad, 
msg =  522, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5222 ms, ax =  0.4975, ay = -0.4232, az =  9.7673, gx = -0.0154 rad/s, gy = -0.0026 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7391 A, I_w_roll =  3.9107 A, theta_pitch = -54.22639mrad, theta_roll_comp = -23.2799 mrad, theta_setpoint = -46.5319 mrad, 
msg =  523, nerr =   15p/  19r, time steps =    5, qsz =    2, switch = on, t =     5232 ms, ax =  0.4951, ay = -0.2841, az =  9.8428, gx = -0.0183 rad/s, gy = -0.0034 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7701 A, I_w_roll =  2.7688 A, theta_pitch = -54.22020mrad, theta_roll_comp = -23.5714 mrad, theta_setpoint = -46.5319 mrad, 
msg =  524, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5242 ms, ax =  0.5071, ay = -0.3404, az =  9.9051, gx = -0.0158 rad/s, gy = -0.0034 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7700 A, I_w_roll =  3.5538 A, theta_pitch = -54.21964mrad, theta_roll_comp = -23.8227 mrad, theta_setpoint = -46.5319 mrad, 
msg =  525, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5252 ms, ax =  0.5119, ay = -0.3620, az =  9.8979, gx = -0.0105 rad/s, gy = -0.0036 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7764 A, I_w_roll =  5.3196 A, theta_pitch = -54.22662mrad, theta_roll_comp = -24.0686 mrad, theta_setpoint = -46.5319 mrad, 
msg =  526, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5262 ms, ax =  0.4879, ay = -0.3033, az =  9.9243, gx = -0.0053 rad/s, gy = -0.0045 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8139 A, I_w_roll =  7.0696 A, theta_pitch = -54.22794mrad, theta_roll_comp = -24.2374 mrad, theta_setpoint = -46.5319 mrad, 
msg =  527, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5272 ms, ax =  0.4903, ay = -0.3416, az =  9.8140, gx = -0.0030 rad/s, gy = -0.0050 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8353 A, I_w_roll =  7.8114 A, theta_pitch = -54.22889mrad, theta_roll_comp = -24.3635 mrad, theta_setpoint = -46.5319 mrad, 
msg =  528, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5282 ms, ax =  0.5035, ay = -0.3344, az =  9.8392, gx = -0.0047 rad/s, gy = -0.0042 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8047 A, I_w_roll =  7.1500 A, theta_pitch = -54.23818mrad, theta_roll_comp = -24.5025 mrad, theta_setpoint = -46.5319 mrad, 
msg =  529, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5292 ms, ax =  0.4759, ay = -0.3320, az =  9.8931, gx = -0.0053 rad/s, gy = -0.0029 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7496 A, I_w_roll =  6.9067 A, theta_pitch = -54.22584mrad, theta_roll_comp = -24.6448 mrad, theta_setpoint = -46.5319 mrad, 
msg =  530, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5302 ms, ax =  0.5298, ay = -0.3740, az =  9.8332, gx = -0.0042 rad/s, gy = -0.0020 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7113 A, I_w_roll =  7.2157 A, theta_pitch = -54.21920mrad, theta_roll_comp = -24.8044 mrad, theta_setpoint = -46.5319 mrad, 
msg =  531, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5312 ms, ax =  0.5502, ay = -0.2889, az =  9.8967, gx = -0.0014 rad/s, gy = -0.0041 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8020 A, I_w_roll =  8.1497 A, theta_pitch = -54.25534mrad, theta_roll_comp = -24.9160 mrad, theta_setpoint = -46.5319 mrad, 
msg =  532, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5322 ms, ax =  0.4591, ay = -0.3680, az =  9.8392, gx =  0.0028 rad/s, gy = -0.0045 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.8192 A, I_w_roll =  9.6099 A, theta_pitch = -54.26330mrad, theta_roll_comp = -24.9938 mrad, theta_setpoint = -46.5319 mrad, 
msg =  533, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5332 ms, ax =  0.4843, ay = -0.3332, az =  9.8620, gx =  0.0066 rad/s, gy = -0.0020 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7132 A, I_w_roll = 10.8921 A, theta_pitch = -54.23148mrad, theta_roll_comp = -25.0505 mrad, theta_setpoint = -46.5319 mrad, 
msg =  534, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5342 ms, ax =  0.5502, ay = -0.4411, az =  9.8620, gx =  0.0051 rad/s, gy = -0.0012 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.6811 A, I_w_roll = 10.3448 A, theta_pitch = -54.23050mrad, theta_roll_comp = -25.1373 mrad, theta_setpoint = -46.5319 mrad, 
msg =  535, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5352 ms, ax =  0.5598, ay = -0.1738, az =  9.7685, gx =  0.0003 rad/s, gy = -0.0020 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = 104.0107, I_w_pitch =  6.7188 A, I_w_roll =  8.6558 A, theta_pitch = -54.26921mrad, theta_roll_comp = -25.1653 mrad, theta_setpoint = -46.5319 mrad, 
msg =  536, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5362 ms, ax =  0.5574, ay = -0.3045, az =  9.8691, gx = -0.0024 rad/s, gy = -0.0014 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.2393, I_w_pitch =  6.7038 A, I_w_roll =  9.5607 A, theta_pitch = -54.31124mrad, theta_roll_comp = -25.1716 mrad, theta_setpoint = -51.1306 mrad, 
msg =  537, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5372 ms, ax =  0.4819, ay = -0.1055, az =  9.9363, gx = -0.0002 rad/s, gy = -0.0001 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.2393, I_w_pitch =  6.6486 A, I_w_roll = 10.3213 A, theta_pitch = -54.29776mrad, theta_roll_comp = -25.1342 mrad, theta_setpoint = -51.1306 mrad, 
msg =  538, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5382 ms, ax =  0.4843, ay = -0.1175, az =  9.9243, gx =  0.0040 rad/s, gy = -0.0002 rad/s, gz =  0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.2393, I_w_pitch =  6.6457 A, I_w_roll = 11.8761 A, theta_pitch = -54.24284mrad, theta_roll_comp = -24.9757 mrad, theta_setpoint = -51.1306 mrad, 
msg =  539, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5392 ms, ax =  0.5226, ay = -0.1870, az =  9.8715, gx =  0.0088 rad/s, gy = -0.0026 rad/s, gz = -0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.2393, I_w_pitch =  6.7388 A, I_w_roll = 13.6175 A, theta_pitch = -54.22473mrad, theta_roll_comp = -24.8166 mrad, theta_setpoint = -51.1306 mrad, 
msg =  540, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5402 ms, ax =  0.4867, ay = -0.1558, az =  9.7792, gx =  0.0079 rad/s, gy = -0.0029 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = 181.7848, I_w_pitch =  6.7492 A, I_w_roll = 13.4683 A, theta_pitch = -54.22281mrad, theta_roll_comp = -24.6594 mrad, theta_setpoint = -51.4161 mrad, 
msg =  541, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5412 ms, ax =  0.5131, ay = -0.1774, az =  9.7732, gx =  0.0039 rad/s, gy = -0.0014 rad/s, gz = -0.0238 rad/s, rpm_pitch =  0.0000, rpm_roll = 181.7848, I_w_pitch =  6.6892 A, I_w_roll = 12.1235 A, theta_pitch = -54.21341mrad, theta_roll_comp = -24.5262 mrad, theta_setpoint = -51.4161 mrad, 
msg =  542, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5422 ms, ax =  0.5131, ay = -0.1642, az =  9.8464, gx = -0.0001 rad/s, gy = -0.0012 rad/s, gz = -0.0313 rad/s, rpm_pitch =  0.0000, rpm_roll = 185.8957, I_w_pitch =  6.6775 A, I_w_roll = 10.8643 A, theta_pitch = -54.20660mrad, theta_roll_comp = -24.4371 mrad, theta_setpoint = -51.6743 mrad, 
msg =  543, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5432 ms, ax =  0.5226, ay = -0.0695, az =  9.8440, gx = -0.0038 rad/s, gy = -0.0016 rad/s, gz = -0.0240 rad/s, rpm_pitch =  0.0000, rpm_roll = 185.8957, I_w_pitch =  6.6931 A, I_w_roll =  9.6023 A, theta_pitch = -54.20406mrad, theta_roll_comp = -24.3297 mrad, theta_setpoint = -51.6743 mrad, 
msg =  544, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5442 ms, ax =  0.4867, ay = -0.0468, az =  9.8895, gx = -0.0020 rad/s, gy = -0.0030 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = 185.8957, I_w_pitch =  6.7504 A, I_w_roll = 10.3172 A, theta_pitch = -54.19537mrad, theta_roll_comp = -24.1735 mrad, theta_setpoint = -51.6743 mrad, 
msg =  545, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5452 ms, ax =  0.4459, ay = -0.0743, az =  9.9207, gx =  0.0015 rad/s, gy = -0.0033 rad/s, gz = -0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = 185.8957, I_w_pitch =  6.7549 A, I_w_roll = 11.6002 A, theta_pitch = -54.15451mrad, theta_roll_comp = -23.9955 mrad, theta_setpoint = -51.6743 mrad, 
msg =  546, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5462 ms, ax =  0.5466, ay =  0.0024, az =  9.8512, gx =  0.0018 rad/s, gy = -0.0042 rad/s, gz =  0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = 196.7580, I_w_pitch =  6.7924 A, I_w_roll = 12.0549 A, theta_pitch = -54.15562mrad, theta_roll_comp = -23.7738 mrad, theta_setpoint = -52.3564 mrad, 
msg =  547, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5472 ms, ax =  0.5406, ay = -0.0827, az =  9.7349, gx = -0.0025 rad/s, gy = -0.0054 rad/s, gz = -0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = 196.7580, I_w_pitch =  6.8495 A, I_w_roll = 10.6391 A, theta_pitch = -54.21698mrad, theta_roll_comp = -23.5849 mrad, theta_setpoint = -52.3564 mrad, 
msg =  548, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5482 ms, ax =  0.4963, ay = -0.0743, az =  9.8116, gx = -0.0070 rad/s, gy = -0.0029 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = 196.7580, I_w_pitch =  6.7524 A, I_w_roll =  9.0972 A, theta_pitch = -54.24422mrad, theta_roll_comp = -23.4783 mrad, theta_setpoint = -52.3564 mrad, 
msg =  549, nerr =   16p/  20r, time steps =    5, qsz =    3, switch = on, t =     5492 ms, ax =  0.4423, ay = -0.0995, az =  9.8787, gx = -0.0131 rad/s, gy = -0.0021 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = 196.7580, I_w_pitch =  6.7140 A, I_w_roll =  6.9708 A, theta_pitch = -54.20157mrad, theta_roll_comp = -23.4349 mrad, theta_setpoint = -52.3564 mrad, 
msg =  550, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5502 ms, ax =  0.5310, ay = -0.0444, az =  9.8787, gx = -0.0134 rad/s, gy = -0.0028 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = 210.5615, I_w_pitch =  6.7372 A, I_w_roll =  7.2363 A, theta_pitch = -54.17826mrad, theta_roll_comp = -23.4050 mrad, theta_setpoint = -53.2233 mrad, 
msg =  551, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5512 ms, ax =  0.4879, ay = -0.1091, az =  9.9111, gx = -0.0109 rad/s, gy = -0.0040 rad/s, gz = -0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = 210.5615, I_w_pitch =  6.7859 A, I_w_roll =  8.1354 A, theta_pitch = -54.18364mrad, theta_roll_comp = -23.3710 mrad, theta_setpoint = -53.2233 mrad, 
msg =  552, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5522 ms, ax =  0.5238, ay = -0.0623, az =  9.8679, gx = -0.0089 rad/s, gy = -0.0042 rad/s, gz =  0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = 217.6136, I_w_pitch =  6.7983 A, I_w_roll =  9.0316 A, theta_pitch = -54.19495mrad, theta_roll_comp = -23.3209 mrad, theta_setpoint = -53.6661 mrad, 
msg =  553, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5532 ms, ax =  0.5778, ay = -0.2074, az =  9.8056, gx = -0.0075 rad/s, gy = -0.0044 rad/s, gz =  0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = 217.6136, I_w_pitch =  6.8129 A, I_w_roll =  9.5017 A, theta_pitch = -54.25679mrad, theta_roll_comp = -23.3107 mrad, theta_setpoint = -53.6661 mrad, 
msg =  554, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5542 ms, ax =  0.5682, ay = -0.1654, az =  9.7744, gx = -0.0121 rad/s, gy = -0.0037 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = 217.6136, I_w_pitch =  6.7985 A, I_w_roll =  7.8951 A, theta_pitch = -54.33835mrad, theta_roll_comp = -23.3659 mrad, theta_setpoint = -53.6661 mrad, 
msg =  555, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5552 ms, ax =  0.5179, ay = -0.1474, az =  9.8164, gx = -0.0165 rad/s, gy = -0.0037 rad/s, gz = -0.0257 rad/s, rpm_pitch =  0.0000, rpm_roll = 217.6136, I_w_pitch =  6.8053 A, I_w_roll =  6.3295 A, theta_pitch = -54.38421mrad, theta_roll_comp = -23.4351 mrad, theta_setpoint = -53.6661 mrad, 
msg =  556, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5562 ms, ax =  0.4915, ay = -0.1426, az =  9.8787, gx = -0.0181 rad/s, gy = -0.0028 rad/s, gz = -0.0316 rad/s, rpm_pitch =  0.0000, rpm_roll = 231.5842, I_w_pitch =  6.7680 A, I_w_roll =  6.0870 A, theta_pitch = -54.38357mrad, theta_roll_comp = -23.5207 mrad, theta_setpoint = -54.5435 mrad, 
msg =  557, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5572 ms, ax =  0.4903, ay = -0.1331, az =  9.9555, gx = -0.0171 rad/s, gy = -0.0024 rad/s, gz = -0.0238 rad/s, rpm_pitch =  0.0000, rpm_roll = 231.5842, I_w_pitch =  6.7484 A, I_w_roll =  6.3816 A, theta_pitch = -54.35978mrad, theta_roll_comp = -23.5997 mrad, theta_setpoint = -54.5435 mrad, 
msg =  558, nerr =   16p/  20r, time steps =    5, qsz =    2, switch = on, t =     5582 ms, ax =  0.4579, ay = -0.1247, az =  9.9315, gx = -0.0141 rad/s, gy = -0.0037 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = 231.5842, I_w_pitch =  6.7961 A, I_w_roll =  7.4342 A, theta_pitch = -54.32249mrad, theta_roll_comp = -23.6480 mrad, theta_setpoint = -54.5435 mrad, 
msg =  559, nerr =   16p/  20r, time steps =    5, qsz =    3, switch = on, t =     5592 ms, ax =  0.5059, ay = -0.1367, az =  9.8799, gx = -0.0131 rad/s, gy = -0.0040 rad/s, gz =  0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = 231.5842, I_w_pitch =  6.8041 A, I_w_roll =  7.7478 A, theta_pitch = -54.30512mrad, theta_roll_comp = -23.6794 mrad, theta_setpoint = -54.5435 mrad, 
