picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -5.5459, rpm_roll = -0.0000, I_w_pitch = -3.5804 A, I_w_roll = -18.7697 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  262, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5242 ms, ax =  0.0156, ay = -0.4627, az =  9.9519, gx =  0.0050 rad/s, gy = -0.0025 rad/s, gz = -0.0292 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.4958 A, I_w_roll = -2.1836 A, theta_pitch = -6.02922mrad, theta_roll_comp = -49.8099 mrad, theta_setpoint = -40.0000 mrad, 
msg =  263, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5262 ms, ax =  0.0240, ay = -0.4711, az =  9.9567, gx =  0.0042 rad/s, gy = -0.0025 rad/s, gz = -0.0276 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.5003 A, I_w_roll = -2.4059 A, theta_pitch = -5.99967mrad, theta_roll_comp = -49.6664 mrad, theta_setpoint = -40.0000 mrad, 
msg =  264, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5282 ms, ax =  0.0408, ay = -0.4723, az =  9.9327, gx =  0.0034 rad/s, gy = -0.0018 rad/s, gz = -0.0242 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.5279 A, I_w_roll = -2.6363 A, theta_pitch = -5.99292mrad, theta_roll_comp = -49.5434 mrad, theta_setpoint = -40.0000 mrad, 
msg =  265, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5302 ms, ax =  0.0551, ay = -0.4747, az =  9.9495, gx =  0.0028 rad/s, gy = -0.0009 rad/s, gz = -0.0202 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.5642 A, I_w_roll = -2.7824 A, theta_pitch = -5.99989mrad, theta_roll_comp = -49.4428 mrad, theta_setpoint = -40.0000 mrad, 
msg =  266, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5322 ms, ax =  0.0623, ay = -0.4783, az =  9.9483, gx =  0.0020 rad/s, gy =  0.0002 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6059 A, I_w_roll = -3.0338 A, theta_pitch = -6.00597mrad, theta_roll_comp = -49.3721 mrad, theta_setpoint = -40.0000 mrad, 
msg =  267, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5342 ms, ax =  0.0575, ay = -0.4939, az =  9.9519, gx =  0.0016 rad/s, gy =  0.0012 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6518 A, I_w_roll = -3.1565 A, theta_pitch = -5.98346mrad, theta_roll_comp = -49.3293 mrad, theta_setpoint = -40.0000 mrad, 
msg =  268, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5362 ms, ax =  0.0539, ay = -0.4999, az =  9.9447, gx =  0.0020 rad/s, gy =  0.0016 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6733 A, I_w_roll = -3.0096 A, theta_pitch = -5.94686mrad, theta_roll_comp = -49.3116 mrad, theta_setpoint = -40.0000 mrad, 
msg =  269, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5382 ms, ax =  0.0408, ay = -0.4891, az =  9.9555, gx =  0.0016 rad/s, gy =  0.0016 rad/s, gz = -0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6813 A, I_w_roll = -3.1382 A, theta_pitch = -5.89354mrad, theta_roll_comp = -49.2835 mrad, theta_setpoint = -40.0000 mrad, 
msg =  270, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5402 ms, ax =  0.0348, ay = -0.4891, az =  9.9531, gx =  0.0015 rad/s, gy =  0.0012 rad/s, gz =  0.0005 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6754 A, I_w_roll = -3.1720 A, theta_pitch = -5.82648mrad, theta_roll_comp = -49.2516 mrad, theta_setpoint = -40.0000 mrad, 
msg =  271, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5422 ms, ax =  0.0180, ay = -0.4819, az =  9.9543, gx =  0.0024 rad/s, gy =  0.0006 rad/s, gz = -0.0007 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6609 A, I_w_roll = -2.8261 A, theta_pitch = -5.74525mrad, theta_roll_comp = -49.2023 mrad, theta_setpoint = -40.0000 mrad, 
msg =  272, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5442 ms, ax =  0.0180, ay = -0.4915, az =  9.9483, gx =  0.0032 rad/s, gy =  0.0003 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6631 A, I_w_roll = -2.5245 A, theta_pitch = -5.65983mrad, theta_roll_comp = -49.1474 mrad, theta_setpoint = -40.0000 mrad, 
msg =  273, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5462 ms, ax =  0.0120, ay = -0.4831, az =  9.9531, gx =  0.0039 rad/s, gy =  0.0004 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6816 A, I_w_roll = -2.2612 A, theta_pitch = -5.57196mrad, theta_roll_comp = -49.0717 mrad, theta_setpoint = -40.0000 mrad, 
msg =  274, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5482 ms, ax =  0.0072, ay = -0.4843, az =  9.9483, gx =  0.0048 rad/s, gy =  0.0014 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7357 A, I_w_roll = -1.8969 A, theta_pitch = -5.45971mrad, theta_roll_comp = -48.9765 mrad, theta_setpoint = -40.0000 mrad, 
msg =  275, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5502 ms, ax =  0.0108, ay = -0.4879, az =  9.9435, gx =  0.0058 rad/s, gy =  0.0020 rad/s, gz = -0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7816 A, I_w_roll = -1.5295 A, theta_pitch = -5.33116mrad, theta_roll_comp = -48.8737 mrad, theta_setpoint = -40.0000 mrad, 
msg =  276, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5522 ms, ax =  0.0204, ay = -0.4795, az =  9.9399, gx =  0.0060 rad/s, gy =  0.0028 rad/s, gz = -0.0189 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8324 A, I_w_roll = -1.3859 A, theta_pitch = -5.20604mrad, theta_roll_comp = -48.7477 mrad, theta_setpoint = -40.0000 mrad, 
msg =  277, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5542 ms, ax =  0.0288, ay = -0.4855, az =  9.9471, gx =  0.0066 rad/s, gy =  0.0038 rad/s, gz = -0.0197 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8878 A, I_w_roll = -1.1468 A, theta_pitch = -5.08533mrad, theta_roll_comp = -48.6161 mrad, theta_setpoint = -40.0000 mrad, 
msg =  278, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5562 ms, ax =  0.0324, ay = -0.4795, az =  9.9698, gx =  0.0062 rad/s, gy =  0.0050 rad/s, gz = -0.0182 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9553 A, I_w_roll = -1.2340 A, theta_pitch = -4.95460mrad, theta_roll_comp = -48.4845 mrad, theta_setpoint = -40.0000 mrad, 
msg =  279, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5582 ms, ax =  0.0432, ay = -0.4759, az =  9.9459, gx =  0.0059 rad/s, gy =  0.0054 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9895 A, I_w_roll = -1.2748 A, theta_pitch = -4.83340mrad, theta_roll_comp = -48.3533 mrad, theta_setpoint = -40.0000 mrad, 
msg =  280, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5602 ms, ax =  0.0396, ay = -0.4699, az =  9.9531, gx =  0.0062 rad/s, gy =  0.0063 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0463 A, I_w_roll = -1.1241 A, theta_pitch = -4.70326mrad, theta_roll_comp = -48.2097 mrad, theta_setpoint = -40.0000 mrad, 
msg =  281, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5622 ms, ax =  0.0408, ay = -0.4675, az =  9.9603, gx =  0.0058 rad/s, gy =  0.0076 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1226 A, I_w_roll = -1.2067 A, theta_pitch = -4.54920mrad, theta_roll_comp = -48.0667 mrad, theta_setpoint = -40.0000 mrad, 
msg =  282, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5642 ms, ax =  0.0420, ay = -0.4651, az =  9.9495, gx =  0.0062 rad/s, gy =  0.0083 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1738 A, I_w_roll = -1.0096 A, theta_pitch = -4.38554mrad, theta_roll_comp = -47.9234 mrad, theta_setpoint = -40.0000 mrad, 
msg =  283, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5662 ms, ax =  0.0408, ay = -0.4519, az =  9.9495, gx =  0.0066 rad/s, gy =  0.0090 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2267 A, I_w_roll = -0.8043 A, theta_pitch = -4.21033mrad, theta_roll_comp = -47.7597 mrad, theta_setpoint = -40.0000 mrad, 
msg =  284, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5682 ms, ax =  0.0384, ay = -0.4495, az =  9.9411, gx =  0.0062 rad/s, gy =  0.0098 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2872 A, I_w_roll = -0.8730 A, theta_pitch = -4.02027mrad, theta_roll_comp = -47.5819 mrad, theta_setpoint = -40.0000 mrad, 
msg =  285, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5702 ms, ax =  0.0228, ay = -0.4483, az =  9.9471, gx =  0.0062 rad/s, gy =  0.0098 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3178 A, I_w_roll = -0.8047 A, theta_pitch = -3.81597mrad, theta_roll_comp = -47.4113 mrad, theta_setpoint = -40.0000 mrad, 
msg =  286, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5722 ms, ax =  0.0144, ay = -0.4531, az =  9.9387, gx =  0.0056 rad/s, gy =  0.0100 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3645 A, I_w_roll = -0.9289 A, theta_pitch = -3.57623mrad, theta_roll_comp = -47.2556 mrad, theta_setpoint = -40.0000 mrad, 
msg =  287, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5742 ms, ax = -0.0012, ay = -0.4603, az =  9.9327, gx =  0.0058 rad/s, gy =  0.0103 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4145 A, I_w_roll = -0.8274 A, theta_pitch = -3.31380mrad, theta_roll_comp = -47.1185 mrad, theta_setpoint = -40.0000 mrad, 
msg =  288, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5762 ms, ax = -0.0084, ay = -0.4603, az =  9.9399, gx =  0.0051 rad/s, gy =  0.0090 rad/s, gz = -0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4012 A, I_w_roll = -1.0107 A, theta_pitch = -3.04728mrad, theta_roll_comp = -46.9941 mrad, theta_setpoint = -40.0000 mrad, 
msg =  289, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5782 ms, ax = -0.0180, ay = -0.4663, az =  9.9591, gx =  0.0047 rad/s, gy =  0.0084 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4188 A, I_w_roll = -1.1077 A, theta_pitch = -2.78766mrad, theta_roll_comp = -46.8872 mrad, theta_setpoint = -40.0000 mrad, 
msg =  290, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5802 ms, ax = -0.0360, ay = -0.4759, az =  9.9495, gx =  0.0048 rad/s, gy =  0.0070 rad/s, gz =  0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4000 A, I_w_roll = -1.0252 A, theta_pitch = -2.52256mrad, theta_roll_comp = -46.7974 mrad, theta_setpoint = -40.0000 mrad, 
msg =  291, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5822 ms, ax = -0.0420, ay = -0.4831, az =  9.9471, gx =  0.0055 rad/s, gy =  0.0068 rad/s, gz = -0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4348 A, I_w_roll = -0.7618 A, theta_pitch = -2.25536mrad, theta_roll_comp = -46.7213 mrad, theta_setpoint = -40.0000 mrad, 
msg =  292, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5842 ms, ax = -0.0408, ay = -0.4951, az =  9.9531, gx =  0.0071 rad/s, gy =  0.0063 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4525 A, I_w_roll = -0.1723 A, theta_pitch = -1.99480mrad, theta_roll_comp = -46.6458 mrad, theta_setpoint = -40.0000 mrad, 
msg =  293, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5862 ms, ax = -0.0372, ay = -0.5083, az =  9.9531, gx =  0.0092 rad/s, gy =  0.0064 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4945 A, I_w_roll =  0.6082 A, theta_pitch = -1.75058mrad, theta_roll_comp = -46.5586 mrad, theta_setpoint = -40.0000 mrad, 
msg =  294, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5882 ms, ax = -0.0216, ay = -0.4651, az =  9.9183, gx =  0.0079 rad/s, gy =  0.0070 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5485 A, I_w_roll =  0.2194 A, theta_pitch = -1.53233mrad, theta_roll_comp = -46.3655 mrad, theta_setpoint = -40.0000 mrad, 
msg =  295, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5902 ms, ax = -0.0144, ay = -0.4483, az =  9.9507, gx =  0.0082 rad/s, gy =  0.0072 rad/s, gz = -0.0053 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5900 A, I_w_roll =  0.4061 A, theta_pitch = -1.32724mrad, theta_roll_comp = -46.1319 mrad, theta_setpoint = -40.0000 mrad, 
msg =  296, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5922 ms, ax = -0.0156, ay = -0.4555, az =  9.9531, gx =  0.0099 rad/s, gy =  0.0090 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6918 A, I_w_roll =  1.0920 A, theta_pitch = -1.11005mrad, theta_roll_comp = -45.9317 mrad, theta_setpoint = -40.0000 mrad, 
msg =  297, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5942 ms, ax = -0.0156, ay = -0.4519, az =  9.9459, gx =  0.0080 rad/s, gy =  0.0106 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7929 A, I_w_roll =  0.4989 A, theta_pitch = -0.86181mrad, theta_roll_comp = -45.7833 mrad, theta_setpoint = -40.0000 mrad, 
msg =  298, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5962 ms, ax = -0.0204, ay = -0.4735, az =  9.9423, gx =  0.0087 rad/s, gy =  0.0116 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8763 A, I_w_roll =  0.7899 A, theta_pitch = -0.59007mrad, theta_roll_comp = -45.6384 mrad, theta_setpoint = -40.0000 mrad, 
msg =  299, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5982 ms, ax = -0.0384, ay = -0.5095, az =  9.9686, gx =  0.0126 rad/s, gy =  0.0107 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8838 A, I_w_roll =  2.1951 A, theta_pitch = -0.29133mrad, theta_roll_comp = -45.5042 mrad, theta_setpoint = -40.0000 mrad, 
msg =  300, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6002 ms, ax = -0.0456, ay = -0.5023, az =  9.9579, gx =  0.0124 rad/s, gy =  0.0092 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8679 A, I_w_roll =  2.2010 A, theta_pitch = -0.00662mrad, theta_roll_comp = -45.3729 mrad, theta_setpoint = -40.0000 mrad, 
msg =  301, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6022 ms, ax = -0.0635, ay = -0.5250, az =  9.9015, gx =  0.0162 rad/s, gy =  0.0064 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7947 A, I_w_roll =  3.5765 A, theta_pitch = 0.25096mrad, theta_roll_comp = -45.1963 mrad, theta_setpoint = -40.0000 mrad, 
msg =  302, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6042 ms, ax = -0.0743, ay = -0.5478, az =  9.9135, gx =  0.0206 rad/s, gy =  0.0035 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7133 A, I_w_roll =  5.1853 A, theta_pitch = 0.48941mrad, theta_roll_comp = -45.0193 mrad, theta_setpoint = -40.0000 mrad, 
msg =  303, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6062 ms, ax = -0.0851, ay = -0.5250, az =  9.9722, gx =  0.0236 rad/s, gy =  0.0020 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6863 A, I_w_roll =  6.3557 A, theta_pitch = 0.70000mrad, theta_roll_comp = -44.7730 mrad, theta_setpoint = -40.0000 mrad, 
msg =  304, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6082 ms, ax = -0.0875, ay = -0.5274, az =  9.9890, gx =  0.0256 rad/s, gy =  0.0012 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6822 A, I_w_roll =  7.1865 A, theta_pitch = 0.88588mrad, theta_roll_comp = -44.4435 mrad, theta_setpoint = -40.0000 mrad, 
msg =  305, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6102 ms, ax = -0.0995, ay = -0.5119, az =  9.9387, gx =  0.0291 rad/s, gy =  0.0000 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6612 A, I_w_roll =  8.5563 A, theta_pitch = 1.06539mrad, theta_roll_comp = -44.0483 mrad, theta_setpoint = -40.0000 mrad, 
msg =  306, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6122 ms, ax = -0.1031, ay = -0.4615, az =  9.9267, gx =  0.0317 rad/s, gy = -0.0005 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6673 A, I_w_roll =  9.6928 A, theta_pitch = 1.24805mrad, theta_roll_comp = -43.5373 mrad, theta_setpoint = -40.0000 mrad, 
msg =  307, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6142 ms, ax = -0.0899, ay = -0.4387, az =  9.9603, gx =  0.0328 rad/s, gy = -0.0010 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6682 A, I_w_roll = 10.3124 A, theta_pitch = 1.39590mrad, theta_roll_comp = -42.9203 mrad, theta_setpoint = -40.0000 mrad, 
msg =  308, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6162 ms, ax = -0.0683, ay = -0.4028, az =  9.9567, gx =  0.0329 rad/s, gy = -0.0010 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6845 A, I_w_roll = 10.6302 A, theta_pitch = 1.50440mrad, theta_roll_comp = -42.2424 mrad, theta_setpoint = -40.0000 mrad, 
msg =  309, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6182 ms, ax = -0.0515, ay = -0.3668, az =  9.9171, gx =  0.0331 rad/s, gy = -0.0002 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7283 A, I_w_roll = 10.9687 A, theta_pitch = 1.58321mrad, theta_roll_comp = -41.5128 mrad, theta_setpoint = -40.0000 mrad, 
msg =  310, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6202 ms, ax = -0.0384, ay = -0.3572, az =  9.9327, gx =  0.0315 rad/s, gy =  0.0003 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7574 A, I_w_roll = 10.7029 A, theta_pitch = 1.63552mrad, theta_roll_comp = -40.7790 mrad, theta_setpoint = -40.0000 mrad, 
msg =  311, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6222 ms, ax = -0.0240, ay = -0.3488, az =  9.9758, gx =  0.0309 rad/s, gy =  0.0010 rad/s, gz = -0.0009 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7899 A, I_w_roll = 10.8082 A, theta_pitch = 1.67428mrad, theta_roll_comp = -40.0498 mrad, theta_setpoint = -40.0000 mrad, 
msg =  312, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6242 ms, ax = -0.0120, ay = -0.3273, az =  9.9638, gx =  0.0309 rad/s, gy =  0.0019 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8315 A, I_w_roll = 11.1036 A, theta_pitch = 1.70324mrad, theta_roll_comp = -39.3113 mrad, theta_setpoint = -40.0000 mrad, 
msg =  313, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6262 ms, ax = -0.0048, ay = -0.3189, az =  9.9399, gx =  0.0299 rad/s, gy =  0.0023 rad/s, gz = -0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8508 A, I_w_roll = 11.0254 A, theta_pitch = 1.72576mrad, theta_roll_comp = -38.5747 mrad, theta_setpoint = -40.0000 mrad, 
msg =  314, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6282 ms, ax =  0.0060, ay = -0.3021, az =  9.9483, gx =  0.0288 rad/s, gy =  0.0039 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.9185 A, I_w_roll = 10.9477 A, theta_pitch = 1.75060mrad, theta_roll_comp = -37.8369 mrad, theta_setpoint = -40.0000 mrad, 
msg =  315, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6302 ms, ax =  0.0120, ay = -0.2829, az =  9.9638, gx =  0.0283 rad/s, gy =  0.0054 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.9824 A, I_w_roll = 11.0570 A, theta_pitch = 1.78616mrad, theta_roll_comp = -37.0975 mrad, theta_setpoint = -40.0000 mrad, 
msg =  316, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6322 ms, ax =  0.0120, ay = -0.2793, az =  9.9543, gx =  0.0259 rad/s, gy =  0.0074 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.0724 A, I_w_roll = 10.4992 A, theta_pitch = 1.85337mrad, theta_roll_comp = -36.3949 mrad, theta_setpoint = -40.0000 mrad, 
msg =  317, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6342 ms, ax = -0.0036, ay = -0.2661, az =  9.9507, gx =  0.0239 rad/s, gy =  0.0087 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.1430 A, I_w_roll = 10.0705 A, theta_pitch = 1.96944mrad, theta_roll_comp = -35.7191 mrad, theta_setpoint = -40.0000 mrad, 
msg =  318, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6362 ms, ax = -0.0084, ay = -0.2637, az =  9.9519, gx =  0.0225 rad/s, gy =  0.0100 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.2206 A, I_w_roll =  9.8621 A, theta_pitch = 2.13166mrad, theta_roll_comp = -35.0750 mrad, theta_setpoint = -40.0000 mrad, 
msg =  319, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6382 ms, ax = -0.0096, ay = -0.2565, az =  9.9543, gx =  0.0211 rad/s, gy =  0.0112 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.2964 A, I_w_roll =  9.5921 A, theta_pitch = 2.31706mrad, theta_roll_comp = -34.4684 mrad, theta_setpoint = -40.0000 mrad, 
msg =  320, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     6402 ms, ax = -0.0180, ay = -0.2481, az =  9.9579, gx =  0.0188 rad/s, gy =  0.0128 rad/s, gz = -0.0194 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.3933 A, I_w_roll =  9.0317 A, theta_pitch = 2.53726mrad, theta_roll_comp = -33.8885 mrad, theta_setpoint = -40.0000 mrad, 
