picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 2209, nerr =   31p/   7r, time steps =   10, qsz =    2, switch = on, t =    44182 ms, ax =  0.1343, ay = -0.3956, az =  9.9339, gx =  0.0010 rad/s, gy = -0.0500 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6350, I_w_pitch = -0.1694 A, I_w_roll =  0.3840 A, theta_pitch = 4.47074mrad, theta_roll_comp = -39.9355 mrad, theta_setpoint = -40.0399 mrad, 
msg = 3207, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64142 ms, ax = -0.1642, ay = -0.3632, az = 10.0142, gx = -0.0029 rad/s, gy =  0.0145 rad/s, gz = -0.0029 rad/s, rpm_pitch =  0.0873, rpm_roll = -59.7928, I_w_pitch = -0.3314 A, I_w_roll =  1.2139 A, theta_pitch = -10.90293mrad, theta_roll_comp = -30.6871 mrad, theta_setpoint = -36.2450 mrad, 
msg = 3208, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64162 ms, ax = -0.2433, ay = -0.3273, az = 10.0681, gx = -0.0029 rad/s, gy =  0.0655 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0873, rpm_roll = -56.4505, I_w_pitch = -2.5862 A, I_w_roll =  1.2948 A, theta_pitch = -9.47009mrad, theta_roll_comp = -30.6948 mrad, theta_setpoint = -36.4549 mrad, 
msg = 3209, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64182 ms, ax =  0.1510, ay = -0.2937, az =  9.9962, gx =  0.0000 rad/s, gy =  0.1132 rad/s, gz = -0.0189 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5147, I_w_pitch = -4.9104 A, I_w_roll =  2.3408 A, theta_pitch = -7.45542mrad, theta_roll_comp = -30.7016 mrad, theta_setpoint = -36.5137 mrad, 
msg = 3210, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64202 ms, ax =  0.1031, ay = -0.3320, az =  9.9531, gx = -0.0001 rad/s, gy =  0.1353 rad/s, gz = -0.0213 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5147, I_w_pitch = -6.1615 A, I_w_roll =  2.2966 A, theta_pitch = -5.00861mrad, theta_roll_comp = -30.6956 mrad, theta_setpoint = -36.5137 mrad, 
msg = 3211, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64222 ms, ax =  0.0887, ay = -0.3249, az =  9.9567, gx = -0.0002 rad/s, gy =  0.1380 rad/s, gz = -0.0250 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5147, I_w_pitch = -6.6646 A, I_w_roll =  2.2308 A, theta_pitch = -2.36488mrad, theta_roll_comp = -30.7436 mrad, theta_setpoint = -36.5137 mrad, 
msg = 3212, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64242 ms, ax =  0.1426, ay = -0.2937, az =  9.9387, gx =  0.0007 rad/s, gy =  0.1247 rad/s, gz = -0.0218 rad/s, rpm_pitch =  4.6725, rpm_roll = -50.6350, I_w_pitch = -0.3310 A, I_w_roll =  2.6857 A, theta_pitch = 0.04239mrad, theta_roll_comp = -30.7284 mrad, theta_setpoint = -36.8201 mrad, 
msg = 3213, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64262 ms, ax =  0.1978, ay = -0.3320, az =  9.9051, gx =  0.0000 rad/s, gy =  0.0962 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.3057, rpm_roll = -48.9305, I_w_pitch = -5.2222 A, I_w_roll =  2.4850 A, theta_pitch = 1.85580mrad, theta_roll_comp = -30.7547 mrad, theta_setpoint = -36.9272 mrad, 
msg = 3214, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64282 ms, ax =  0.0096, ay = -0.2589, az =  9.9303, gx = -0.0022 rad/s, gy =  0.0677 rad/s, gz =  0.0045 rad/s, rpm_pitch =  0.3057, rpm_roll = -46.5241, I_w_pitch = -4.2890 A, I_w_roll =  1.7698 A, theta_pitch = 3.23339mrad, theta_roll_comp = -30.7131 mrad, theta_setpoint = -37.0783 mrad, 
msg = 3215, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64302 ms, ax =  0.1331, ay = -0.2613, az =  9.9267, gx = -0.0014 rad/s, gy =  0.0461 rad/s, gz =  0.0146 rad/s, rpm_pitch =  0.0000, rpm_roll = -46.5241, I_w_pitch = -3.9505 A, I_w_roll =  2.0602 A, theta_pitch = 4.04158mrad, theta_roll_comp = -30.6863 mrad, theta_setpoint = -37.0783 mrad, 
msg = 3216, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64322 ms, ax =  0.1618, ay = -0.2961, az =  9.9291, gx = -0.0024 rad/s, gy =  0.0199 rad/s, gz =  0.0266 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.6471, I_w_pitch = -2.9359 A, I_w_roll =  1.8109 A, theta_pitch = 4.27226mrad, theta_roll_comp = -30.7374 mrad, theta_setpoint = -37.3218 mrad, 
msg = 3217, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64342 ms, ax =  0.1858, ay = -0.3141, az =  9.9351, gx = -0.0042 rad/s, gy = -0.0074 rad/s, gz =  0.0300 rad/s, rpm_pitch =  4.9782, rpm_roll = -42.6471, I_w_pitch =  4.7721 A, I_w_roll =  1.1338 A, theta_pitch = 3.93296mrad, theta_roll_comp = -30.7990 mrad, theta_setpoint = -37.3218 mrad, 
msg = 3218, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64362 ms, ax =  0.1738, ay = -0.2841, az =  9.9279, gx = -0.0034 rad/s, gy = -0.0311 rad/s, gz =  0.0252 rad/s, rpm_pitch =  0.8297, rpm_roll = -38.2687, I_w_pitch =  0.3758 A, I_w_roll =  1.5203 A, theta_pitch = 3.08869mrad, theta_roll_comp = -30.8067 mrad, theta_setpoint = -37.5967 mrad, 
msg = 3219, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64382 ms, ax =  0.0240, ay = -0.2302, az =  9.9531, gx = -0.0054 rad/s, gy = -0.0420 rad/s, gz =  0.0170 rad/s, rpm_pitch =  0.8297, rpm_roll = -36.1965, I_w_pitch =  0.9606 A, I_w_roll =  0.8643 A, theta_pitch = 2.10175mrad, theta_roll_comp = -30.8291 mrad, theta_setpoint = -37.7269 mrad, 
msg = 3220, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64402 ms, ax =  0.0276, ay = -0.2481, az =  9.9579, gx = -0.0054 rad/s, gy = -0.0374 rad/s, gz =  0.0012 rad/s, rpm_pitch = -4.2795, rpm_roll = -36.1965, I_w_pitch = -5.8180 A, I_w_roll =  0.8618 A, theta_pitch = 1.12963mrad, theta_roll_comp = -30.8355 mrad, theta_setpoint = -37.7269 mrad, 
msg = 3221, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64422 ms, ax = -0.0336, ay = -0.2949, az =  9.9674, gx = -0.0026 rad/s, gy = -0.0295 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -31.5174, I_w_pitch = -0.3846 A, I_w_roll =  1.9620 A, theta_pitch = 0.43700mrad, theta_roll_comp = -30.8255 mrad, theta_setpoint = -38.0207 mrad, 
msg = 3222, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64442 ms, ax =  0.1271, ay = -0.3237, az =  9.9411, gx = -0.0033 rad/s, gy = -0.0299 rad/s, gz = -0.0274 rad/s, rpm_pitch =  0.0000, rpm_roll = -31.5174, I_w_pitch = -0.2687 A, I_w_roll =  1.6912 A, theta_pitch = -0.22864mrad, theta_roll_comp = -30.9200 mrad, theta_setpoint = -38.0207 mrad, 
msg = 3223, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64462 ms, ax =  0.0012, ay = -0.2973, az =  9.9662, gx = -0.0045 rad/s, gy = -0.0406 rad/s, gz = -0.0301 rad/s, rpm_pitch =  0.0000, rpm_roll = -28.9438, I_w_pitch =  0.2606 A, I_w_roll =  1.2917 A, theta_pitch = -0.91671mrad, theta_roll_comp = -31.0317 mrad, theta_setpoint = -38.1823 mrad, 
msg = 3224, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64482 ms, ax = -0.0168, ay = -0.2613, az =  9.9902, gx = -0.0034 rad/s, gy = -0.0404 rad/s, gz = -0.0306 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.2032, I_w_pitch =  0.3683 A, I_w_roll =  1.7342 A, theta_pitch = -1.67056mrad, theta_roll_comp = -31.0296 mrad, theta_setpoint = -38.3544 mrad, 
msg = 3225, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64502 ms, ax = -0.0168, ay = -0.3117, az =  9.9698, gx = -0.0043 rad/s, gy = -0.0323 rad/s, gz = -0.0238 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.2032, I_w_pitch =  0.1445 A, I_w_roll =  1.3875 A, theta_pitch = -2.34431mrad, theta_roll_comp = -31.0809 mrad, theta_setpoint = -38.3544 mrad, 
msg = 3226, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64522 ms, ax = -0.0671, ay = -0.3141, az =  9.9842, gx = -0.0043 rad/s, gy = -0.0191 rad/s, gz = -0.0137 rad/s, rpm_pitch =  0.0000, rpm_roll = -23.1283, I_w_pitch = -0.3263 A, I_w_roll =  1.4142 A, theta_pitch = -2.72077mrad, theta_roll_comp = -31.2072 mrad, theta_setpoint = -38.5475 mrad, 
msg = 3227, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64542 ms, ax = -0.0491, ay = -0.3201, az =  9.9962, gx = -0.0033 rad/s, gy = -0.0049 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.0869, I_w_pitch = -0.8868 A, I_w_roll =  1.8175 A, theta_pitch = -2.78385mrad, theta_roll_comp = -31.3221 mrad, theta_setpoint = -38.7385 mrad, 
msg = 3228, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64562 ms, ax = -0.0132, ay = -0.3356, az =  9.9806, gx = -0.0045 rad/s, gy =  0.0063 rad/s, gz = -0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.0869, I_w_pitch = -1.3558 A, I_w_roll =  1.3502 A, theta_pitch = -2.63998mrad, theta_roll_comp = -31.4417 mrad, theta_setpoint = -38.7385 mrad, 
msg = 3229, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64582 ms, ax =  0.0132, ay = -0.3165, az =  9.9674, gx = -0.0046 rad/s, gy =  0.0134 rad/s, gz =  0.0053 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.6805, I_w_pitch = -1.6774 A, I_w_roll =  1.3203 A, theta_pitch = -2.37747mrad, theta_roll_comp = -31.5511 mrad, theta_setpoint = -38.8897 mrad, 
msg = 3230, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64602 ms, ax =  0.0396, ay = -0.2985, az =  9.9674, gx = -0.0041 rad/s, gy =  0.0151 rad/s, gz =  0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.6805, I_w_pitch = -1.7884 A, I_w_roll =  1.4958 A, theta_pitch = -2.09940mrad, theta_roll_comp = -31.5783 mrad, theta_setpoint = -38.8897 mrad, 
msg = 3231, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64622 ms, ax =  0.0623, ay = -0.2553, az =  9.9686, gx = -0.0058 rad/s, gy =  0.0131 rad/s, gz =  0.0017 rad/s, rpm_pitch =  0.0000, rpm_roll = -13.0348, I_w_pitch = -1.7404 A, I_w_roll =  0.9979 A, theta_pitch = -1.88644mrad, theta_roll_comp = -31.6003 mrad, theta_setpoint = -39.1814 mrad, 
msg = 3232, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64642 ms, ax =  0.0791, ay = -0.2397, az =  9.9531, gx = -0.0063 rad/s, gy =  0.0063 rad/s, gz = -0.0021 rad/s, rpm_pitch =  0.0000, rpm_roll = -10.6618, I_w_pitch = -1.4796 A, I_w_roll =  0.8551 A, theta_pitch = -1.81468mrad, theta_roll_comp = -31.6401 mrad, theta_setpoint = -39.3304 mrad, 
msg = 3233, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64662 ms, ax =  0.0551, ay = -0.2853, az =  9.9507, gx = -0.0062 rad/s, gy = -0.0014 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -10.6618, I_w_pitch = -1.1608 A, I_w_roll =  0.8827 A, theta_pitch = -1.88024mrad, theta_roll_comp = -31.6878 mrad, theta_setpoint = -39.3304 mrad, 
msg = 3234, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64682 ms, ax =  0.0635, ay = -0.3009, az =  9.9638, gx = -0.0073 rad/s, gy = -0.0070 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -5.7152, I_w_pitch = -0.9086 A, I_w_roll =  0.5943 A, theta_pitch = -2.07028mrad, theta_roll_comp = -31.7873 mrad, theta_setpoint = -39.6411 mrad, 
msg = 3235, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64702 ms, ax =  0.0539, ay = -0.3261, az =  9.9591, gx = -0.0067 rad/s, gy = -0.0111 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -5.7152, I_w_pitch = -0.7040 A, I_w_roll =  0.7237 A, theta_pitch = -2.33321mrad, theta_roll_comp = -31.9299 mrad, theta_setpoint = -39.6411 mrad, 
msg = 3236, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64722 ms, ax =  0.0144, ay = -0.3692, az =  9.9674, gx = -0.0061 rad/s, gy = -0.0121 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.0388, I_w_pitch = -0.6301 A, I_w_roll =  0.9821 A, theta_pitch = -2.57779mrad, theta_roll_comp = -32.0973 mrad, theta_setpoint = -39.8720 mrad, 
msg = 3237, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64742 ms, ax = -0.0024, ay = -0.3620, az =  9.9722, gx = -0.0057 rad/s, gy = -0.0097 rad/s, gz = -0.0189 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.6350, I_w_pitch = -0.7001 A, I_w_roll =  1.0826 A, theta_pitch = -2.75006mrad, theta_roll_comp = -32.2838 mrad, theta_setpoint = -39.9601 mrad, 
msg = 3238, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64762 ms, ax =  0.0072, ay = -0.3620, az =  9.9722, gx = -0.0039 rad/s, gy = -0.0056 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.6350, I_w_pitch = -0.8499 A, I_w_roll =  1.6210 A, theta_pitch = -2.85234mrad, theta_roll_comp = -32.4524 mrad, theta_setpoint = -39.9601 mrad, 
msg = 3239, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64782 ms, ax = -0.0132, ay = -0.3800, az =  9.9698, gx = -0.0024 rad/s, gy =  0.0000 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.9693, I_w_pitch = -1.0746 A, I_w_roll =  2.1568 A, theta_pitch = -2.84530mrad, theta_roll_comp = -32.6116 mrad, theta_setpoint = -40.0609 mrad, 
msg = 3240, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64802 ms, ax = -0.0084, ay = -0.3812, az =  9.9746, gx = -0.0008 rad/s, gy =  0.0054 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.9693, I_w_pitch = -1.3076 A, I_w_roll =  2.6493 A, theta_pitch = -2.71235mrad, theta_roll_comp = -32.7786 mrad, theta_setpoint = -40.0609 mrad, 
msg = 3241, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64822 ms, ax =  0.0060, ay = -0.3920, az =  9.9662, gx =  0.0020 rad/s, gy =  0.0088 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.4064, I_w_pitch = -1.4780 A, I_w_roll =  3.6086 A, theta_pitch = -2.49977mrad, theta_roll_comp = -32.9173 mrad, theta_setpoint = -40.1511 mrad, 
msg = 3242, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64842 ms, ax =  0.0192, ay = -0.4220, az =  9.9710, gx =  0.0046 rad/s, gy =  0.0107 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.3422, I_w_pitch = -1.5870 A, I_w_roll =  4.4622 A, theta_pitch = -2.26987mrad, theta_roll_comp = -33.0556 mrad, theta_setpoint = -40.2099 mrad, 
msg = 3243, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64862 ms, ax =  0.0312, ay = -0.4016, az =  9.9662, gx =  0.0070 rad/s, gy =  0.0107 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.3422, I_w_pitch = -1.6187 A, I_w_roll =  5.2759 A, theta_pitch = -2.05856mrad, theta_roll_comp = -33.1185 mrad, theta_setpoint = -40.2099 mrad, 
msg = 3244, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64882 ms, ax =  0.0611, ay = -0.3752, az =  9.9650, gx =  0.0090 rad/s, gy =  0.0080 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.9439, I_w_pitch = -1.5313 A, I_w_roll =  6.0010 A, theta_pitch = -1.93107mrad, theta_roll_comp = -33.0913 mrad, theta_setpoint = -40.2477 mrad, 
msg = 3245, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64902 ms, ax =  0.0408, ay = -0.3716, az =  9.9507, gx =  0.0102 rad/s, gy =  0.0034 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll =  3.9439, I_w_pitch = -1.3529 A, I_w_roll =  6.4771 A, theta_pitch = -1.87757mrad, theta_roll_comp = -32.9496 mrad, theta_setpoint = -40.2477 mrad, 
msg = 3246, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64922 ms, ax =  0.0372, ay = -0.3057, az =  9.9615, gx =  0.0098 rad/s, gy = -0.0025 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9051, I_w_pitch = -1.1141 A, I_w_roll =  6.3841 A, theta_pitch = -1.90761mrad, theta_roll_comp = -32.7047 mrad, theta_setpoint = -40.1196 mrad, 
msg = 3247, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64942 ms, ax =  0.0563, ay = -0.2817, az =  9.9507, gx =  0.0091 rad/s, gy = -0.0088 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.7380, I_w_pitch = -0.8376 A, I_w_roll =  6.2759 A, theta_pitch = -2.08178mrad, theta_roll_comp = -32.3820 mrad, theta_setpoint = -40.1091 mrad, 
msg = 3248, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64962 ms, ax =  0.0300, ay = -0.2433, az =  9.9579, gx =  0.0070 rad/s, gy = -0.0146 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.7380, I_w_pitch = -0.5616 A, I_w_roll =  5.6661 A, theta_pitch = -2.35956mrad, theta_roll_comp = -32.0424 mrad, theta_setpoint = -40.1091 mrad, 
msg = 3249, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    64982 ms, ax =  0.0300, ay = -0.2062, az =  9.9650, gx =  0.0044 rad/s, gy = -0.0195 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll =  4.1444, I_w_pitch = -0.3126 A, I_w_roll =  4.9641 A, theta_pitch = -2.70604mrad, theta_roll_comp = -31.7349 mrad, theta_setpoint = -40.2603 mrad, 
msg = 3250, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65002 ms, ax =  0.0108, ay = -0.1714, az =  9.9758, gx =  0.0018 rad/s, gy = -0.0222 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll =  6.4171, I_w_pitch = -0.1461 A, I_w_roll =  4.1987 A, theta_pitch = -3.10568mrad, theta_roll_comp = -31.4608 mrad, theta_setpoint = -40.4030 mrad, 
msg = 3251, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65022 ms, ax =  0.0012, ay = -0.1415, az =  9.9615, gx = -0.0010 rad/s, gy = -0.0238 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll =  6.4171, I_w_pitch = -0.0215 A, I_w_roll =  3.3036 A, theta_pitch = -3.51015mrad, theta_roll_comp = -31.2519 mrad, theta_setpoint = -40.4030 mrad, 
msg = 3252, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65042 ms, ax = -0.0132, ay = -0.1367, az =  9.9830, gx = -0.0026 rad/s, gy = -0.0226 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = 13.9706, I_w_pitch = -0.0122 A, I_w_roll =  3.0035 A, theta_pitch = -3.89157mrad, theta_roll_comp = -31.0785 mrad, theta_setpoint = -40.8774 mrad, 
msg = 3253, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65062 ms, ax = -0.0048, ay = -0.2242, az =  9.9722, gx = -0.0039 rad/s, gy = -0.0205 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = 13.9706, I_w_pitch = -0.0482 A, I_w_roll =  2.5657 A, theta_pitch = -4.22016mrad, theta_roll_comp = -31.0079 mrad, theta_setpoint = -40.8774 mrad, 
msg = 3254, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65082 ms, ax = -0.0048, ay = -0.2685, az =  9.9866, gx = -0.0058 rad/s, gy = -0.0175 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = 18.8837, I_w_pitch = -0.1266 A, I_w_roll =  2.0242 A, theta_pitch = -4.47822mrad, theta_roll_comp = -31.0389 mrad, theta_setpoint = -41.1859 mrad, 
msg = 3255, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65102 ms, ax = -0.0276, ay = -0.2805, az =  9.9746, gx = -0.0067 rad/s, gy = -0.0142 rad/s, gz = -0.0174 rad/s, rpm_pitch =  0.0000, rpm_roll = 21.2233, I_w_pitch = -0.2322 A, I_w_roll =  1.7192 A, theta_pitch = -4.66216mrad, theta_roll_comp = -31.1327 mrad, theta_setpoint = -41.3328 mrad, 
msg = 3256, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65122 ms, ax = -0.0312, ay = -0.3213, az =  9.9710, gx = -0.0062 rad/s, gy = -0.0102 rad/s, gz = -0.0153 rad/s, rpm_pitch = -4.5852, rpm_roll = 21.2233, I_w_pitch = -6.4258 A, I_w_roll =  1.8662 A, theta_pitch = -4.74921mrad, theta_roll_comp = -31.2314 mrad, theta_setpoint = -41.3328 mrad, 
msg = 3257, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65142 ms, ax = -0.0372, ay = -0.3584, az =  9.9615, gx = -0.0065 rad/s, gy = -0.0072 rad/s, gz = -0.0132 rad/s, rpm_pitch = -0.2183, rpm_roll = 24.8997, I_w_pitch = -0.7875 A, I_w_roll =  1.8040 A, theta_pitch = -4.76150mrad, theta_roll_comp = -31.3847 mrad, theta_setpoint = -41.5637 mrad, 
msg = 3258, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65162 ms, ax =  0.2577, ay = -0.3285, az =  9.9219, gx = -0.0057 rad/s, gy = -0.0193 rad/s, gz = -0.0160 rad/s, rpm_pitch = -0.2183, rpm_roll = 24.8997, I_w_pitch = -0.2495 A, I_w_roll =  2.0191 A, theta_pitch = -5.11701mrad, theta_roll_comp = -31.5460 mrad, theta_setpoint = -41.5637 mrad, 
msg = 3259, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65182 ms, ax =  0.0444, ay = -0.2949, az =  9.9435, gx = -0.0054 rad/s, gy = -0.0454 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = 28.6096, I_w_pitch =  1.1985 A, I_w_roll =  2.1678 A, theta_pitch = -5.89123mrad, theta_roll_comp = -31.6402 mrad, theta_setpoint = -41.7967 mrad, 
msg = 3260, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65202 ms, ax =  0.0384, ay = -0.3392, az =  9.9854, gx = -0.0067 rad/s, gy = -0.0580 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = 29.4452, I_w_pitch =  1.8581 A, I_w_roll =  1.6700 A, theta_pitch = -6.91577mrad, theta_roll_comp = -31.7722 mrad, theta_setpoint = -41.8492 mrad, 
msg = 3261, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65222 ms, ax =  0.0168, ay = -0.3057, az =  9.9758, gx = -0.0065 rad/s, gy = -0.0590 rad/s, gz = -0.0186 rad/s, rpm_pitch =  0.0000, rpm_roll = 29.4452, I_w_pitch =  2.0635 A, I_w_roll =  1.7122 A, theta_pitch = -8.03640mrad, theta_roll_comp = -31.8997 mrad, theta_setpoint = -41.8492 mrad, 
msg = 3262, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65242 ms, ax = -0.0300, ay = -0.3033, az =  9.9615, gx = -0.0049 rad/s, gy = -0.0519 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = 32.5535, I_w_pitch =  1.9179 A, I_w_roll =  2.3014 A, theta_pitch = -8.94768mrad, theta_roll_comp = -32.0200 mrad, theta_setpoint = -42.0444 mrad, 
msg = 3263, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65262 ms, ax = -0.0515, ay = -0.3644, az =  9.9734, gx = -0.0053 rad/s, gy = -0.0406 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = 32.5535, I_w_pitch =  1.5625 A, I_w_roll =  2.1018 A, theta_pitch = -9.59612mrad, theta_roll_comp = -32.1695 mrad, theta_setpoint = -42.0444 mrad, 
msg = 3264, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65282 ms, ax = -0.0803, ay = -0.3273, az = 10.0022, gx = -0.0058 rad/s, gy = -0.0263 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = 34.5922, I_w_pitch =  1.0418 A, I_w_roll =  1.9231 A, theta_pitch = -9.92445mrad, theta_roll_comp = -32.2781 mrad, theta_setpoint = -42.1724 mrad, 
msg = 3265, nerr =   31p/  19r, time steps =   10, qsz =    2, switch = on, t =    65302 ms, ax = -0.0791, ay = -0.3033, az =  9.9794, gx = -0.0042 rad/s, gy = -0.0110 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = 35.8623, I_w_pitch =  0.4294 A, I_w_roll =  2.4832 A, theta_pitch = -9.92488mrad, theta_roll_comp = -32.3559 mrad, theta_setpoint = -42.2522 mrad, 
