picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
 A, I_w_roll = -263.7635 A, theta_pitch = -0.30080mrad, theta_roll_comp = -698.0505 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3338, nerr =  134p/ 142r, time steps =    5, qsz =    2, switch = off, t =    33382 ms, ax = -0.6329, ay =  0.2601, az =  9.7744, gx =  0.0481 rad/s, gy =  0.0609 rad/s, gz = -0.0875 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.9004 A, I_w_roll = 33.3230 A, theta_pitch = 33.09974mrad, theta_roll_comp =  1.2075 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4965, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49652 ms, ax = -0.4291, ay = -0.2781, az = 10.0070, gx = -0.0103 rad/s, gy = -0.4267 rad/s, gz = -0.0065 rad/s, rpm_pitch =  5.5895, rpm_roll = 26.6711, I_w_pitch =  8.4033 A, I_w_roll =  1.9677 A, theta_pitch = 96.91396mrad, theta_roll_comp = -27.7079 mrad, theta_setpoint = -41.6749 mrad, 
msg = 4966, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49662 ms, ax = -0.4076, ay = -0.2637, az =  9.9638, gx = -0.0106 rad/s, gy = -0.4708 rad/s, gz = -0.0048 rad/s, rpm_pitch =  5.5895, rpm_roll = 26.6711, I_w_pitch = 10.9214 A, I_w_roll =  1.8352 A, theta_pitch = 91.87949mrad, theta_roll_comp = -27.8061 mrad, theta_setpoint = -41.6749 mrad, 
msg = 4967, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49672 ms, ax = -0.3308, ay = -0.2913, az =  9.9075, gx = -0.0109 rad/s, gy = -0.5118 rad/s, gz = -0.0076 rad/s, rpm_pitch =  5.5895, rpm_roll = 26.6711, I_w_pitch = 13.3799 A, I_w_roll =  1.6984 A, theta_pitch = 86.42637mrad, theta_roll_comp = -27.9151 mrad, theta_setpoint = -41.6749 mrad, 
msg = 4968, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49682 ms, ax = -0.4184, ay = -0.3512, az =  9.9459, gx = -0.0126 rad/s, gy = -0.5518 rad/s, gz = -0.0139 rad/s, rpm_pitch =  5.5895, rpm_roll = 30.5481, I_w_pitch = 15.8464 A, I_w_roll =  1.1249 A, theta_pitch = 80.63484mrad, theta_roll_comp = -28.0778 mrad, theta_setpoint = -41.9184 mrad, 
msg = 4969, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49692 ms, ax = -0.6126, ay = -0.3668, az =  9.9603, gx = -0.0141 rad/s, gy = -0.5773 rad/s, gz = -0.0173 rad/s, rpm_pitch =  5.5895, rpm_roll = 30.5481, I_w_pitch = 17.7566 A, I_w_roll =  0.5270 A, theta_pitch = 74.71797mrad, theta_roll_comp = -28.2909 mrad, theta_setpoint = -41.9184 mrad, 
msg = 4970, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49702 ms, ax = -0.7420, ay = -0.1594, az =  9.8464, gx = -0.0162 rad/s, gy = -0.5845 rad/s, gz = -0.0370 rad/s, rpm_pitch = -19.4323, rpm_roll = 31.7179, I_w_pitch = -14.0771 A, I_w_roll = -0.2406 A, theta_pitch = 68.86823mrad, theta_roll_comp = -28.4192 mrad, theta_setpoint = -41.9919 mrad, 
msg = 4971, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49712 ms, ax = -0.9734, ay = -0.2709, az =  9.7840, gx = -0.0137 rad/s, gy = -0.5772 rad/s, gz = -0.0626 rad/s, rpm_pitch = -19.4323, rpm_roll = 31.7179, I_w_pitch = -13.5299 A, I_w_roll =  0.6104 A, theta_pitch = 63.26695mrad, theta_roll_comp = -28.5053 mrad, theta_setpoint = -41.9919 mrad, 
msg = 4972, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49722 ms, ax = -1.0213, ay = -0.2230, az =  9.7133, gx = -0.0111 rad/s, gy = -0.5589 rad/s, gz = -0.0634 rad/s, rpm_pitch = -19.4323, rpm_roll = 31.7179, I_w_pitch = -13.4693 A, I_w_roll =  1.4599 A, theta_pitch = 57.99878mrad, theta_roll_comp = -28.5953 mrad, theta_setpoint = -41.9919 mrad, 
msg = 4973, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49732 ms, ax = -0.8175, ay = -0.1654, az =  9.6450, gx = -0.0049 rad/s, gy = -0.5408 rad/s, gz = -0.0848 rad/s, rpm_pitch = -19.4323, rpm_roll = 31.7179, I_w_pitch = -13.4262 A, I_w_roll =  3.6534 A, theta_pitch = 52.88191mrad, theta_roll_comp = -28.5875 mrad, theta_setpoint = -41.9919 mrad, 
msg = 4974, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49742 ms, ax = -0.6317, ay = -0.2697, az =  9.6006, gx = -0.0014 rad/s, gy = -0.5410 rad/s, gz = -0.1003 rad/s, rpm_pitch = -19.6507, rpm_roll = 34.7928, I_w_pitch = -12.9331 A, I_w_roll =  4.9530 A, theta_pitch = 47.71041mrad, theta_roll_comp = -28.5608 mrad, theta_setpoint = -42.1850 mrad, 
msg = 4975, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49752 ms, ax = -0.5286, ay = -0.4315, az =  9.6534, gx = -0.0042 rad/s, gy = -0.5583 rad/s, gz = -0.0848 rad/s, rpm_pitch = -19.6507, rpm_roll = 34.7928, I_w_pitch = -11.4368 A, I_w_roll =  3.9302 A, theta_pitch = 42.35099mrad, theta_roll_comp = -28.6712 mrad, theta_setpoint = -42.1850 mrad, 
msg = 4976, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49762 ms, ax = -0.3512, ay = -0.2721, az =  9.6654, gx = -0.0071 rad/s, gy = -0.5846 rad/s, gz = -0.0876 rad/s, rpm_pitch = -21.3974, rpm_roll = 34.7928, I_w_pitch = -11.8346 A, I_w_roll =  2.8527 A, theta_pitch = 36.67647mrad, theta_roll_comp = -28.8016 mrad, theta_setpoint = -42.1850 mrad, 
msg = 4977, nerr =  240p/ 248r, time steps =    5, qsz =    3, switch = on, t =    49772 ms, ax = -0.2829, ay = -0.2565, az =  9.8476, gx = -0.0106 rad/s, gy = -0.6147 rad/s, gz = -0.1085 rad/s, rpm_pitch = -21.3974, rpm_roll = 34.7928, I_w_pitch = -9.7270 A, I_w_roll =  1.6123 A, theta_pitch = 30.65049mrad, theta_roll_comp = -28.8733 mrad, theta_setpoint = -42.1850 mrad, 
msg = 4978, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49782 ms, ax = -0.1403, ay = -0.3069, az =  9.9339, gx = -0.0122 rad/s, gy = -0.6581 rad/s, gz = -0.0961 rad/s, rpm_pitch = -21.3974, rpm_roll = 37.0989, I_w_pitch = -7.0238 A, I_w_roll =  1.0667 A, theta_pitch = 24.20492mrad, theta_roll_comp = -28.9841 mrad, theta_setpoint = -42.3298 mrad, 
msg = 4979, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49792 ms, ax =  0.0372, ay = -0.0659, az =  9.8715, gx = -0.0127 rad/s, gy = -0.7022 rad/s, gz = -0.1027 rad/s, rpm_pitch = -21.3974, rpm_roll = 37.0989, I_w_pitch = -4.2131 A, I_w_roll =  0.8735 A, theta_pitch = 17.21990mrad, theta_roll_comp = -29.0011 mrad, theta_setpoint = -42.3298 mrad, 
msg = 4980, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49802 ms, ax =  0.1642, ay = -0.1798, az =  9.7517, gx = -0.0119 rad/s, gy = -0.7520 rad/s, gz = -0.1288 rad/s, rpm_pitch = -23.9738, rpm_roll = 38.1684, I_w_pitch = -4.4886 A, I_w_roll =  1.1952 A, theta_pitch = 9.68471mrad, theta_roll_comp = -28.9631 mrad, theta_setpoint = -42.3970 mrad, 
msg = 4981, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49812 ms, ax =  0.0983, ay = -0.2553, az =  9.5874, gx = -0.0139 rad/s, gy = -0.8070 rad/s, gz = -0.1258 rad/s, rpm_pitch = -23.9738, rpm_roll = 38.1684, I_w_pitch = -1.0868 A, I_w_roll =  0.4692 A, theta_pitch = 1.67060mrad, theta_roll_comp = -29.0304 mrad, theta_setpoint = -42.3970 mrad, 
msg = 4982, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49822 ms, ax =  0.1570, ay = -0.0851, az =  9.4376, gx = -0.0163 rad/s, gy = -0.8529 rad/s, gz = -0.1377 rad/s, rpm_pitch = -23.9738, rpm_roll = 38.1684, I_w_pitch =  2.0157 A, I_w_roll = -0.3836 A, theta_pitch = -6.76250mrad, theta_roll_comp = -29.0654 mrad, theta_setpoint = -42.3970 mrad, 
msg = 4983, nerr =  240p/ 248r, time steps =    5, qsz =    3, switch = on, t =    49832 ms, ax =  0.1966, ay = -0.1954, az =  9.4220, gx = -0.0177 rad/s, gy = -0.8914 rad/s, gz = -0.1672 rad/s, rpm_pitch = -23.9738, rpm_roll = 38.1684, I_w_pitch =  4.8784 A, I_w_roll = -0.8621 A, theta_pitch = -15.58533mrad, theta_roll_comp = -29.0965 mrad, theta_setpoint = -42.3970 mrad, 
msg = 4984, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49842 ms, ax =  0.1642, ay = -0.2146, az =  9.4388, gx = -0.0198 rad/s, gy = -0.9302 rad/s, gz = -0.1718 rad/s, rpm_pitch = -27.9039, rpm_roll = 40.4746, I_w_pitch =  2.6135 A, I_w_roll = -1.5956 A, theta_pitch = -24.70679mrad, theta_roll_comp = -29.2108 mrad, theta_setpoint = -42.5418 mrad, 
msg = 4985, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49852 ms, ax =  0.1259, ay = -0.1043, az =  9.3980, gx = -0.0203 rad/s, gy = -0.9596 rad/s, gz = -0.1878 rad/s, rpm_pitch = -27.9039, rpm_roll = 40.4746, I_w_pitch =  5.1900 A, I_w_roll = -1.8120 A, theta_pitch = -34.03662mrad, theta_roll_comp = -29.2857 mrad, theta_setpoint = -42.5418 mrad, 
msg = 4986, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49862 ms, ax =  0.0479, ay = -0.1882, az =  9.4484, gx = -0.0206 rad/s, gy = -0.9824 rad/s, gz = -0.2213 rad/s, rpm_pitch = -29.3450, rpm_roll = 40.4746, I_w_pitch =  5.6152 A, I_w_roll = -1.9327 A, theta_pitch = -43.46909mrad, theta_roll_comp = -29.3546 mrad, theta_setpoint = -42.5418 mrad, 
msg = 4987, nerr =  240p/ 248r, time steps =    5, qsz =    3, switch = on, t =    49872 ms, ax =  0.1055, ay = -0.2649, az =  9.4892, gx = -0.0239 rad/s, gy = -1.0035 rad/s, gz = -0.2357 rad/s, rpm_pitch = -29.3450, rpm_roll = 40.4746, I_w_pitch =  7.8950 A, I_w_roll = -3.1659 A, theta_pitch = -53.02165mrad, theta_roll_comp = -29.5249 mrad, theta_setpoint = -42.5418 mrad, 
msg = 4988, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49882 ms, ax =  0.0983, ay = -0.2134, az =  9.4472, gx = -0.0277 rad/s, gy = -1.0209 rad/s, gz = -0.2527 rad/s, rpm_pitch = -29.3450, rpm_roll = 42.6805, I_w_pitch = 10.0377 A, I_w_roll = -4.5010 A, theta_pitch = -62.69027mrad, theta_roll_comp = -29.7388 mrad, theta_setpoint = -42.6803 mrad, 
msg = 4989, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49892 ms, ax =  0.1415, ay = -0.2457, az =  9.4484, gx = -0.0287 rad/s, gy = -1.0348 rad/s, gz = -0.2819 rad/s, rpm_pitch = -29.3450, rpm_roll = 42.6805, I_w_pitch = 12.0598 A, I_w_roll = -4.9649 A, theta_pitch = -72.44275mrad, theta_roll_comp = -29.9665 mrad, theta_setpoint = -42.6803 mrad, 
msg = 4990, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49902 ms, ax =  0.1415, ay = -0.2661, az =  9.4388, gx = -0.0303 rad/s, gy = -1.0479 rad/s, gz = -0.2920 rad/s, rpm_pitch = -32.6638, rpm_roll = 42.7139, I_w_pitch =  9.6757 A, I_w_roll = -5.6299 A, theta_pitch = -82.24757mrad, theta_roll_comp = -30.2328 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4991, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49912 ms, ax =  0.0839, ay = -0.3177, az =  9.4292, gx = -0.0296 rad/s, gy = -1.0547 rad/s, gz = -0.3008 rad/s, rpm_pitch = -32.6638, rpm_roll = 42.7139, I_w_pitch = 11.4144 A, I_w_roll = -5.5196 A, theta_pitch = -92.02814mrad, theta_roll_comp = -30.5398 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4992, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49922 ms, ax =  0.1115, ay = -0.2769, az =  9.4892, gx = -0.0300 rad/s, gy = -1.0532 rad/s, gz = -0.3205 rad/s, rpm_pitch = -33.1441, rpm_roll = 42.7139, I_w_pitch = 12.1752 A, I_w_roll = -5.7815 A, theta_pitch = -101.71396mrad, theta_roll_comp = -30.8449 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4993, nerr =  240p/ 248r, time steps =    5, qsz =    2, switch = on, t =    49932 ms, ax =  0.1690, ay = -0.5406, az =  9.5251, gx = -0.0316 rad/s, gy = -1.0478 rad/s, gz = -0.3265 rad/s, rpm_pitch = -33.1441, rpm_roll = 42.7139, I_w_pitch = 13.3974 A, I_w_roll = -6.5144 A, theta_pitch = -111.31754mrad, theta_roll_comp = -31.2791 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4994, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49942 ms, ax =  0.2589, ay = -0.3860, az =  9.5874, gx = -0.0367 rad/s, gy = -1.0375 rad/s, gz = -0.3276 rad/s, rpm_pitch = -33.1441, rpm_roll = 42.7139, I_w_pitch = 14.4129 A, I_w_roll = -8.4891 A, theta_pitch = -120.82175mrad, theta_roll_comp = -31.7883 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4995, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49952 ms, ax =  0.2901, ay = -0.4567, az =  9.6666, gx = -0.0386 rad/s, gy = -1.0266 rad/s, gz = -0.3348 rad/s, rpm_pitch = -33.1441, rpm_roll = 42.7139, I_w_pitch = 15.3810 A, I_w_roll = -9.3401 A, theta_pitch = -130.18777mrad, theta_roll_comp = -32.2848 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4996, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49962 ms, ax =  0.3416, ay = -0.4363, az =  9.7673, gx = -0.0391 rad/s, gy = -1.0141 rad/s, gz = -0.3360 rad/s, rpm_pitch = -31.7031, rpm_roll = 42.7139, I_w_pitch = 18.1592 A, I_w_roll = -9.7354 A, theta_pitch = -139.37666mrad, theta_roll_comp = -32.8070 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4997, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49972 ms, ax =  0.4016, ay = -0.4255, az =  9.8164, gx = -0.0372 rad/s, gy = -0.9986 rad/s, gz = -0.3362 rad/s, rpm_pitch = -31.7031, rpm_roll = 42.7139, I_w_pitch = 18.8942 A, I_w_roll = -9.2794 A, theta_pitch = -148.39598mrad, theta_roll_comp = -33.2982 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4998, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49982 ms, ax =  0.4339, ay = -0.4208, az =  9.8452, gx = -0.0343 rad/s, gy = -0.9830 rad/s, gz = -0.3402 rad/s, rpm_pitch = -31.7031, rpm_roll = 42.7139, I_w_pitch = 19.5930 A, I_w_roll = -8.4350 A, theta_pitch = -157.20877mrad, theta_roll_comp = -33.7504 mrad, theta_setpoint = -42.6824 mrad, 
msg = 4999, nerr =  240p/ 249r, time steps =    5, qsz =    2, switch = on, t =    49992 ms, ax =  0.4663, ay = -0.5562, az =  9.8572, gx = -0.0324 rad/s, gy = -0.9668 rad/s, gz = -0.3322 rad/s, rpm_pitch = -31.7031, rpm_roll = 42.7139, I_w_pitch = 20.2336 A, I_w_roll = -7.9798 A, theta_pitch = -165.81146mrad, theta_roll_comp = -34.2435 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5000, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50002 ms, ax =  0.5011, ay = -0.4903, az =  9.8799, gx = -0.0310 rad/s, gy = -0.9475 rad/s, gz = -0.3124 rad/s, rpm_pitch = -29.0393, rpm_roll = 42.7139, I_w_pitch = 24.2297 A, I_w_roll = -7.6675 A, theta_pitch = -174.18103mrad, theta_roll_comp = -34.7444 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5001, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50012 ms, ax =  0.5742, ay = -0.5238, az =  9.9075, gx = -0.0290 rad/s, gy = -0.9282 rad/s, gz = -0.2993 rad/s, rpm_pitch = -29.0393, rpm_roll = 42.7139, I_w_pitch = 24.6797 A, I_w_roll = -7.1537 A, theta_pitch = -182.32970mrad, theta_roll_comp = -35.2075 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5002, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50022 ms, ax =  0.6425, ay = -0.5394, az =  9.9423, gx = -0.0266 rad/s, gy = -0.9086 rad/s, gz = -0.2808 rad/s, rpm_pitch = -26.8122, rpm_roll = 42.7139, I_w_pitch = 28.0251 A, I_w_roll = -6.4985 A, theta_pitch = -190.27173mrad, theta_roll_comp = -35.6666 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5003, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50032 ms, ax =  0.7372, ay = -0.4999, az =  9.9399, gx = -0.0247 rad/s, gy = -0.8881 rad/s, gz = -0.2558 rad/s, rpm_pitch = -26.8122, rpm_roll = 42.7139, I_w_pitch = 28.3666 A, I_w_roll = -6.0137 A, theta_pitch = -198.01622mrad, theta_roll_comp = -36.0858 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5004, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50042 ms, ax =  0.8067, ay = -0.4675, az =  9.9770, gx = -0.0218 rad/s, gy = -0.8684 rad/s, gz = -0.2389 rad/s, rpm_pitch = -26.8122, rpm_roll = 42.7139, I_w_pitch = 28.7103 A, I_w_roll = -5.1300 A, theta_pitch = -205.56274mrad, theta_roll_comp = -36.4399 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5005, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50052 ms, ax =  0.9146, ay = -0.4471, az = 10.0106, gx = -0.0199 rad/s, gy = -0.8479 rad/s, gz = -0.2217 rad/s, rpm_pitch = -26.8122, rpm_roll = 42.7139, I_w_pitch = 28.9939 A, I_w_roll = -4.5974 A, theta_pitch = -212.92206mrad, theta_roll_comp = -36.7395 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5006, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50062 ms, ax =  0.9902, ay = -0.4040, az = 10.0502, gx = -0.0185 rad/s, gy = -0.8249 rad/s, gz = -0.2009 rad/s, rpm_pitch = -15.9389, rpm_roll = 42.7139, I_w_pitch = 43.4848 A, I_w_roll = -4.1832 A, theta_pitch = -220.07208mrad, theta_roll_comp = -36.9855 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5007, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50072 ms, ax =  1.1064, ay = -0.3356, az = 10.0801, gx = -0.0167 rad/s, gy = -0.8026 rad/s, gz = -0.1900 rad/s, rpm_pitch = -15.9389, rpm_roll = 42.7139, I_w_pitch = 43.6378 A, I_w_roll = -3.6456 A, theta_pitch = -227.02174mrad, theta_roll_comp = -37.1561 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5008, nerr =  240p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50082 ms, ax =  1.2083, ay = -0.3356, az = 10.1041, gx = -0.0149 rad/s, gy = -0.7794 rad/s, gz = -0.1803 rad/s, rpm_pitch = -15.9389, rpm_roll = 42.7139, I_w_pitch = 43.7240 A, I_w_roll = -3.0403 A, theta_pitch = -233.77478mrad, theta_roll_comp = -37.2740 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5009, nerr =  240p/ 250r, time steps =    5, qsz =    3, switch = on, t =    50092 ms, ax =  1.2850, ay = -0.2757, az = 10.1113, gx = -0.0143 rad/s, gy = -0.7527 rad/s, gz = -0.1680 rad/s, rpm_pitch = -15.9389, rpm_roll = 42.7139, I_w_pitch = 43.6320 A, I_w_roll = -2.8835 A, theta_pitch = -240.29883mrad, theta_roll_comp = -37.3481 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5010, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50102 ms, ax =  1.3953, ay = -0.2098, az = 10.0933, gx = -0.0135 rad/s, gy = -0.7270 rad/s, gz = -0.1640 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 52.9345 A, I_w_roll = -2.6057 A, theta_pitch = -246.58788mrad, theta_roll_comp = -37.3525 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5011, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50112 ms, ax =  1.4337, ay = -0.2553, az = 10.1149, gx = -0.0130 rad/s, gy = -0.7010 rad/s, gz = -0.1591 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 52.8020 A, I_w_roll = -2.4154 A, theta_pitch = -252.62833mrad, theta_roll_comp = -37.3428 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5012, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50122 ms, ax =  1.5116, ay = -0.1606, az = 10.1485, gx = -0.0135 rad/s, gy = -0.6728 rad/s, gz = -0.1538 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 52.5366 A, I_w_roll = -2.5867 A, theta_pitch = -258.38693mrad, theta_roll_comp = -37.3050 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5013, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50132 ms, ax =  1.6447, ay = -0.1786, az = 10.2000, gx = -0.0126 rad/s, gy = -0.6400 rad/s, gz = -0.1549 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 52.0509 A, I_w_roll = -2.2303 A, theta_pitch = -263.88345mrad, theta_roll_comp = -37.2298 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5014, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50142 ms, ax =  1.6914, ay = -0.1654, az = 10.2947, gx = -0.0126 rad/s, gy = -0.6105 rad/s, gz = -0.1514 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 51.6486 A, I_w_roll = -2.1989 A, theta_pitch = -269.08426mrad, theta_roll_comp = -37.1513 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5015, nerr =  241p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50152 ms, ax =  1.7801, ay = -0.2038, az = 10.3414, gx = -0.0125 rad/s, gy = -0.5791 rad/s, gz = -0.1463 rad/s, rpm_pitch = -8.8210, rpm_roll = 42.7139, I_w_pitch = 51.1267 A, I_w_roll = -2.1259 A, theta_pitch = -273.98480mrad, theta_roll_comp = -37.0851 mrad, theta_setpoint = -42.6824 mrad, 
msg = 5016, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50162 ms, ax =  1.8341, ay = -0.2074, az = 10.3894, gx = -0.0107 rad/s, gy = -0.5420 rad/s, gz = -0.1450 rad/s, rpm_pitch = -8.8210, rpm_roll = -2.2059, I_w_pitch = 50.3313 A, I_w_roll = -2.6257 A, theta_pitch = -278.55353mrad, theta_roll_comp = -37.0285 mrad, theta_setpoint = -39.8615 mrad, 
msg = 5017, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50172 ms, ax =  1.8676, ay = -0.3021, az = 10.3966, gx = -0.0095 rad/s, gy = -0.5074 rad/s, gz = -0.1372 rad/s, rpm_pitch = -8.8210, rpm_roll = -2.2059, I_w_pitch = 49.5768 A, I_w_roll = -2.1976 A, theta_pitch = -282.75562mrad, theta_roll_comp = -37.0067 mrad, theta_setpoint = -39.8615 mrad, 
msg = 5018, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50182 ms, ax =  1.9407, ay = -0.3129, az = 10.3654, gx = -0.0079 rad/s, gy = -0.4731 rad/s, gz = -0.1240 rad/s, rpm_pitch = -8.8210, rpm_roll = -3.0749, I_w_pitch = 48.7828 A, I_w_roll = -1.6655 A, theta_pitch = -286.62280mrad, theta_roll_comp = -37.0200 mrad, theta_setpoint = -39.8069 mrad, 
msg = 5019, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = on, t =    50192 ms, ax =  1.9767, ay = -0.3716, az = 10.3247, gx = -0.0046 rad/s, gy = -0.4364 rad/s, gz = -0.1104 rad/s, rpm_pitch = -8.8210, rpm_roll = -3.0749, I_w_pitch = 47.8480 A, I_w_roll = -0.5100 A, theta_pitch = -290.15530mrad, theta_roll_comp = -37.0440 mrad, theta_setpoint = -39.8069 mrad, 
msg = 5020, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = off, t =    50202 ms, ax =  1.9779, ay = -0.4507, az = 10.3175, gx = -0.0016 rad/s, gy = -0.4037 rad/s, gz = -0.0915 rad/s, rpm_pitch = -8.8210, rpm_roll = -3.0749, I_w_pitch = 47.0133 A, I_w_roll =  0.5380 A, theta_pitch = -293.32574mrad, theta_roll_comp = -37.1038 mrad, theta_setpoint = -39.8069 mrad, 
msg = 5021, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = off, t =    50212 ms, ax =  2.0618, ay = -0.4387, az = 10.3235, gx =  0.0026 rad/s, gy = -0.3703 rad/s, gz = -0.0711 rad/s, rpm_pitch = -8.8210, rpm_roll = -3.0749, I_w_pitch = 46.1043 A, I_w_roll =  1.9616 A, theta_pitch = -296.17825mrad, theta_roll_comp = -37.1565 mrad, theta_setpoint = -39.8069 mrad, 
msg = 5022, nerr =  242p/ 250r, time steps =    5, qsz =    2, switch = off, t =    50222 ms, ax =  2.1110, ay = -0.5238, az = 10.3414, gx =  0.0082 rad/s, gy = -0.3338 rad/s, gz = -0.0503 rad/s, rpm_pitch = -8.8210, rpm_roll = -1.0695, I_w_pitch = 45.0247 A, I_w_roll =  3.9530 A, theta_pitch = -298.70990mrad, theta_roll_comp = -37.1973 mrad, theta_setpoint = -39.9328 mrad, 
