picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1892 A, I_w_roll = -249.2544 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  191, nerr =   17p/  12r, time steps =    5, qsz =    2, switch = off, t =     1912 ms, ax =  0.4891, ay = -6.1243, az =  7.8841, gx = -0.0024 rad/s, gy = -0.0014 rad/s, gz = -0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0458 A, I_w_roll = -209.1727 A, theta_pitch = -56.59087mrad, theta_roll_comp = -560.8746 mrad, theta_setpoint = -40.0000 mrad, 
msg =  192, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1922 ms, ax =  0.4855, ay = -6.1279, az =  7.8900, gx = -0.0022 rad/s, gy = -0.0013 rad/s, gz = -0.0016 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0501 A, I_w_roll = -209.5317 A, theta_pitch = -56.65514mrad, theta_roll_comp = -561.8887 mrad, theta_setpoint = -40.0000 mrad, 
msg =  193, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1932 ms, ax =  0.4879, ay = -6.1327, az =  7.8936, gx = -0.0016 rad/s, gy = -0.0008 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0377 A, I_w_roll = -209.6990 A, theta_pitch = -56.71450mrad, theta_roll_comp = -562.8893 mrad, theta_setpoint = -40.0000 mrad, 
msg =  194, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1942 ms, ax =  0.4927, ay = -6.1327, az =  7.9008, gx = -0.0013 rad/s, gy =  0.0003 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0033 A, I_w_roll = -209.9995 A, theta_pitch = -56.76931mrad, theta_roll_comp = -563.8737 mrad, theta_setpoint = -40.0000 mrad, 
msg =  195, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1952 ms, ax =  0.4855, ay = -6.1279, az =  7.8900, gx = -0.0009 rad/s, gy =  0.0012 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9724 A, I_w_roll = -210.2482 A, theta_pitch = -56.81184mrad, theta_roll_comp = -564.8450 mrad, theta_setpoint = -40.0000 mrad, 
msg =  196, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1962 ms, ax =  0.4843, ay = -6.1255, az =  7.8924, gx = -0.0006 rad/s, gy =  0.0019 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9502 A, I_w_roll = -210.5378 A, theta_pitch = -56.84132mrad, theta_roll_comp = -565.8021 mrad, theta_setpoint = -40.0000 mrad, 
msg =  197, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1972 ms, ax =  0.4879, ay = -6.1147, az =  7.8936, gx = -0.0002 rad/s, gy =  0.0027 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9218 A, I_w_roll = -210.7731 A, theta_pitch = -56.86477mrad, theta_roll_comp = -566.7399 mrad, theta_setpoint = -40.0000 mrad, 
msg =  198, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1982 ms, ax =  0.4867, ay = -6.0979, az =  7.8888, gx = -0.0001 rad/s, gy =  0.0036 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.8869 A, I_w_roll = -211.0930 A, theta_pitch = -56.88074mrad, theta_roll_comp = -567.6559 mrad, theta_setpoint = -40.0000 mrad, 
msg =  199, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     1992 ms, ax =  0.4963, ay = -6.0955, az =  7.8960, gx = -0.0001 rad/s, gy =  0.0042 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.8677 A, I_w_roll = -211.4524 A, theta_pitch = -56.89507mrad, theta_roll_comp = -568.5544 mrad, theta_setpoint = -40.0000 mrad, 
msg =  200, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     2002 ms, ax =  0.4999, ay = -6.0860, az =  7.8924, gx = -0.0004 rad/s, gy =  0.0044 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.8598 A, I_w_roll = -211.8996 A, theta_pitch = -56.91327mrad, theta_roll_comp = -569.4393 mrad, theta_setpoint = -40.0000 mrad, 
msg =  201, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     2012 ms, ax =  0.4999, ay = -6.0824, az =  7.8912, gx = -0.0006 rad/s, gy =  0.0046 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.8572 A, I_w_roll = -212.3429 A, theta_pitch = -56.93163mrad, theta_roll_comp = -570.3146 mrad, theta_setpoint = -40.0000 mrad, 
msg =  202, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     2022 ms, ax =  0.5047, ay = -6.0776, az =  7.8888, gx = -0.0010 rad/s, gy =  0.0040 rad/s, gz = -0.0174 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.8821 A, I_w_roll = -212.8297 A, theta_pitch = -56.95529mrad, theta_roll_comp = -571.1821 mrad, theta_setpoint = -40.0000 mrad, 
msg =  203, nerr =   18p/  12r, time steps =    5, qsz =    2, switch = off, t =     2032 ms, ax =  0.4987, ay = -6.0812, az =  7.8841, gx = -0.0014 rad/s, gy =  0.0036 rad/s, gz = -0.0180 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9021 A, I_w_roll = -213.3156 A, theta_pitch = -56.98252mrad, theta_roll_comp = -572.0474 mrad, theta_setpoint = -40.0000 mrad, 
msg =  204, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2042 ms, ax =  0.4963, ay = -6.0872, az =  7.8805, gx = -0.0020 rad/s, gy =  0.0032 rad/s, gz = -0.0182 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9220 A, I_w_roll = -213.8488 A, theta_pitch = -57.00861mrad, theta_roll_comp = -572.9144 mrad, theta_setpoint = -40.0000 mrad, 
msg =  205, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2052 ms, ax =  0.4915, ay = -6.0955, az =  7.8841, gx = -0.0022 rad/s, gy =  0.0028 rad/s, gz = -0.0178 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9418 A, I_w_roll = -214.2893 A, theta_pitch = -57.03379mrad, theta_roll_comp = -573.7825 mrad, theta_setpoint = -40.0000 mrad, 
msg =  206, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2062 ms, ax =  0.4915, ay = -6.1003, az =  7.8829, gx = -0.0026 rad/s, gy =  0.0023 rad/s, gz = -0.0169 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9671 A, I_w_roll = -214.7761 A, theta_pitch = -57.06056mrad, theta_roll_comp = -574.6500 mrad, theta_setpoint = -40.0000 mrad, 
msg =  207, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2072 ms, ax =  0.4831, ay = -6.1099, az =  7.8805, gx = -0.0026 rad/s, gy =  0.0015 rad/s, gz = -0.0160 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0032 A, I_w_roll = -215.1232 A, theta_pitch = -57.08824mrad, theta_roll_comp = -575.5177 mrad, theta_setpoint = -40.0000 mrad, 
msg =  208, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2082 ms, ax =  0.4867, ay = -6.1243, az =  7.8793, gx = -0.0025 rad/s, gy =  0.0008 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0347 A, I_w_roll = -215.4241 A, theta_pitch = -57.12061mrad, theta_roll_comp = -576.3865 mrad, theta_setpoint = -40.0000 mrad, 
msg =  209, nerr =   19p/  13r, time steps =    5, qsz =    2, switch = off, t =     2092 ms, ax =  0.4831, ay = -6.1363, az =  7.8841, gx = -0.0022 rad/s, gy =  0.0006 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0508 A, I_w_roll = -215.6777 A, theta_pitch = -57.15660mrad, theta_roll_comp = -577.2537 mrad, theta_setpoint = -40.0000 mrad, 
msg =  210, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2102 ms, ax =  0.4831, ay = -6.1387, az =  7.8829, gx = -0.0020 rad/s, gy =  0.0004 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0614 A, I_w_roll = -215.9287 A, theta_pitch = -57.19197mrad, theta_roll_comp = -578.1141 mrad, theta_setpoint = -40.0000 mrad, 
msg =  211, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2112 ms, ax =  0.4759, ay = -6.1375, az =  7.8757, gx = -0.0014 rad/s, gy =  0.0003 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0715 A, I_w_roll = -216.0826 A, theta_pitch = -57.22381mrad, theta_roll_comp = -578.9650 mrad, theta_setpoint = -40.0000 mrad, 
msg =  212, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2122 ms, ax =  0.4807, ay = -6.1351, az =  7.8757, gx = -0.0008 rad/s, gy =  0.0003 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0762 A, I_w_roll = -216.1844 A, theta_pitch = -57.25526mrad, theta_roll_comp = -579.8020 mrad, theta_setpoint = -40.0000 mrad, 
msg =  213, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2132 ms, ax =  0.4819, ay = -6.1243, az =  7.8852, gx = -0.0005 rad/s, gy =  0.0004 rad/s, gz = -0.0041 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0759 A, I_w_roll = -216.4174 A, theta_pitch = -57.28887mrad, theta_roll_comp = -580.6175 mrad, theta_setpoint = -40.0000 mrad, 
msg =  214, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2142 ms, ax =  0.4807, ay = -6.1111, az =  7.8852, gx =  0.0000 rad/s, gy =  0.0007 rad/s, gz = -0.0029 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0699 A, I_w_roll = -216.5474 A, theta_pitch = -57.31962mrad, theta_roll_comp = -581.4086 mrad, theta_setpoint = -40.0000 mrad, 
msg =  215, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2152 ms, ax =  0.4831, ay = -6.1051, az =  7.8757, gx = -0.0002 rad/s, gy =  0.0010 rad/s, gz = -0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0636 A, I_w_roll = -216.9518 A, theta_pitch = -57.34876mrad, theta_roll_comp = -582.1865 mrad, theta_setpoint = -40.0000 mrad, 
msg =  216, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2162 ms, ax =  0.4819, ay = -6.0967, az =  7.8697, gx =  0.0000 rad/s, gy =  0.0010 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0679 A, I_w_roll = -217.1662 A, theta_pitch = -57.37756mrad, theta_roll_comp = -582.9554 mrad, theta_setpoint = -40.0000 mrad, 
msg =  217, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2172 ms, ax =  0.4843, ay = -6.0872, az =  7.8805, gx =  0.0000 rad/s, gy =  0.0011 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0669 A, I_w_roll = -217.4666 A, theta_pitch = -57.40605mrad, theta_roll_comp = -583.7064 mrad, theta_setpoint = -40.0000 mrad, 
msg =  218, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2182 ms, ax =  0.4867, ay = -6.0740, az =  7.8829, gx = -0.0004 rad/s, gy =  0.0011 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0714 A, I_w_roll = -217.8995 A, theta_pitch = -57.43620mrad, theta_roll_comp = -584.4391 mrad, theta_setpoint = -40.0000 mrad, 
msg =  219, nerr =   20p/  14r, time steps =    5, qsz =    2, switch = off, t =     2192 ms, ax =  0.4999, ay = -6.0704, az =  7.8757, gx = -0.0010 rad/s, gy =  0.0010 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.0829 A, I_w_roll = -218.4229 A, theta_pitch = -57.47717mrad, theta_roll_comp = -585.1653 mrad, theta_setpoint = -40.0000 mrad, 
msg =  220, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2202 ms, ax =  0.4855, ay = -6.0752, az =  7.8685, gx = -0.0017 rad/s, gy =  0.0004 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1106 A, I_w_roll = -218.9482 A, theta_pitch = -57.51986mrad, theta_roll_comp = -585.8960 mrad, theta_setpoint = -40.0000 mrad, 
msg =  221, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2212 ms, ax =  0.4735, ay = -6.0836, az =  7.8888, gx = -0.0022 rad/s, gy =  0.0007 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1038 A, I_w_roll = -219.4266 A, theta_pitch = -57.54597mrad, theta_roll_comp = -586.6259 mrad, theta_setpoint = -40.0000 mrad, 
msg =  222, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2222 ms, ax =  0.4771, ay = -6.1015, az =  7.8960, gx = -0.0022 rad/s, gy =  0.0004 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1176 A, I_w_roll = -219.7177 A, theta_pitch = -57.56652mrad, theta_roll_comp = -587.3537 mrad, theta_setpoint = -40.0000 mrad, 
msg =  223, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2232 ms, ax =  0.4711, ay = -6.1087, az =  7.8817, gx = -0.0025 rad/s, gy = -0.0002 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1477 A, I_w_roll = -220.1046 A, theta_pitch = -57.59000mrad, theta_roll_comp = -588.0879 mrad, theta_setpoint = -40.0000 mrad, 
msg =  224, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2242 ms, ax =  0.4771, ay = -6.1315, az =  7.8781, gx = -0.0024 rad/s, gy = -0.0001 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1464 A, I_w_roll = -220.3560 A, theta_pitch = -57.61684mrad, theta_roll_comp = -588.8329 mrad, theta_setpoint = -40.0000 mrad, 
msg =  225, nerr =   21p/  15r, time steps =    5, qsz =    2, switch = off, t =     2252 ms, ax =  0.4843, ay = -6.1267, az =  7.8829, gx = -0.0022 rad/s, gy = -0.0002 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1570 A, I_w_roll = -220.6062 A, theta_pitch = -57.65182mrad, theta_roll_comp = -589.5749 mrad, theta_setpoint = -40.0000 mrad, 
msg =  226, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2262 ms, ax =  0.4879, ay = -6.1375, az =  7.8769, gx = -0.0018 rad/s, gy = -0.0002 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1633 A, I_w_roll = -220.7605 A, theta_pitch = -57.69376mrad, theta_roll_comp = -590.3101 mrad, theta_setpoint = -40.0000 mrad, 
msg =  227, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2272 ms, ax =  0.4903, ay = -6.1375, az =  7.8852, gx = -0.0010 rad/s, gy = -0.0005 rad/s, gz = -0.0169 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1809 A, I_w_roll = -220.7708 A, theta_pitch = -57.74026mrad, theta_roll_comp = -591.0349 mrad, theta_setpoint = -40.0000 mrad, 
msg =  228, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2282 ms, ax =  0.4939, ay = -6.1387, az =  7.8793, gx = -0.0004 rad/s, gy = -0.0008 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.1994 A, I_w_roll = -220.8219 A, theta_pitch = -57.79278mrad, theta_roll_comp = -591.7452 mrad, theta_setpoint = -40.0000 mrad, 
msg =  229, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2292 ms, ax =  0.4819, ay = -6.1231, az =  7.8805, gx = -0.0004 rad/s, gy = -0.0008 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2065 A, I_w_roll = -221.1000 A, theta_pitch = -57.84009mrad, theta_roll_comp = -592.4405 mrad, theta_setpoint = -40.0000 mrad, 
msg =  230, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2302 ms, ax =  0.4843, ay = -6.1207, az =  7.8781, gx =  0.0000 rad/s, gy = -0.0008 rad/s, gz = -0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2128 A, I_w_roll = -221.2321 A, theta_pitch = -57.88167mrad, theta_roll_comp = -593.1204 mrad, theta_setpoint = -40.0000 mrad, 
msg =  231, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2312 ms, ax =  0.4831, ay = -6.1015, az =  7.8781, gx =  0.0000 rad/s, gy = -0.0008 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2191 A, I_w_roll = -221.4973 A, theta_pitch = -57.92348mrad, theta_roll_comp = -593.7833 mrad, theta_setpoint = -40.0000 mrad, 
msg =  232, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2322 ms, ax =  0.4843, ay = -6.0824, az =  7.8781, gx =  0.0003 rad/s, gy = -0.0006 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2198 A, I_w_roll = -221.6600 A, theta_pitch = -57.96429mrad, theta_roll_comp = -594.4230 mrad, theta_setpoint = -40.0000 mrad, 
msg =  233, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2332 ms, ax =  0.4735, ay = -6.0812, az =  7.8924, gx =  0.0000 rad/s, gy = -0.0009 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2356 A, I_w_roll = -222.0017 A, theta_pitch = -57.99827mrad, theta_roll_comp = -595.0444 mrad, theta_setpoint = -40.0000 mrad, 
msg =  234, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2342 ms, ax =  0.4771, ay = -6.0740, az =  7.8912, gx = -0.0005 rad/s, gy = -0.0010 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2456 A, I_w_roll = -222.4330 A, theta_pitch = -58.02962mrad, theta_roll_comp = -595.6564 mrad, theta_setpoint = -40.0000 mrad, 
msg =  235, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2352 ms, ax =  0.4759, ay = -6.0680, az =  7.8841, gx = -0.0010 rad/s, gy = -0.0017 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2778 A, I_w_roll = -222.8629 A, theta_pitch = -58.06636mrad, theta_roll_comp = -596.2652 mrad, theta_setpoint = -40.0000 mrad, 
msg =  236, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2362 ms, ax =  0.4819, ay = -6.0764, az =  7.8817, gx = -0.0014 rad/s, gy = -0.0021 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3005 A, I_w_roll = -223.2473 A, theta_pitch = -58.11165mrad, theta_roll_comp = -596.8766 mrad, theta_setpoint = -40.0000 mrad, 
msg =  237, nerr =   22p/  16r, time steps =    5, qsz =    2, switch = off, t =     2372 ms, ax =  0.4783, ay = -6.0788, az =  7.8829, gx = -0.0017 rad/s, gy = -0.0021 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3077 A, I_w_roll = -223.5859 A, theta_pitch = -58.15952mrad, theta_roll_comp = -597.4901 mrad, theta_setpoint = -40.0000 mrad, 
msg =  238, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2382 ms, ax =  0.4855, ay = -6.0896, az =  7.8829, gx = -0.0021 rad/s, gy = -0.0025 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3315 A, I_w_roll = -223.9718 A, theta_pitch = -58.21169mrad, theta_roll_comp = -598.1053 mrad, theta_setpoint = -40.0000 mrad, 
msg =  239, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2392 ms, ax =  0.4795, ay = -6.1123, az =  7.8733, gx = -0.0021 rad/s, gy = -0.0026 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3451 A, I_w_roll = -224.2230 A, theta_pitch = -58.26648mrad, theta_roll_comp = -598.7334 mrad, theta_setpoint = -40.0000 mrad, 
msg =  240, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2402 ms, ax =  0.4807, ay = -6.1219, az =  7.8733, gx = -0.0020 rad/s, gy = -0.0029 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3638 A, I_w_roll = -224.4309 A, theta_pitch = -58.32042mrad, theta_roll_comp = -599.3695 mrad, theta_setpoint = -40.0000 mrad, 
msg =  241, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2412 ms, ax =  0.4831, ay = -6.1207, az =  7.8709, gx = -0.0018 rad/s, gy = -0.0029 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3724 A, I_w_roll = -224.6372 A, theta_pitch = -58.37746mrad, theta_roll_comp = -600.0019 mrad, theta_setpoint = -40.0000 mrad, 
msg =  242, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2422 ms, ax =  0.4831, ay = -6.1339, az =  7.8685, gx = -0.0017 rad/s, gy = -0.0030 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3865 A, I_w_roll = -224.8430 A, theta_pitch = -58.43623mrad, theta_roll_comp = -600.6330 mrad, theta_setpoint = -40.0000 mrad, 
msg =  243, nerr =   23p/  16r, time steps =    5, qsz =    2, switch = off, t =     2432 ms, ax =  0.4831, ay = -6.1387, az =  7.8697, gx = -0.0012 rad/s, gy = -0.0029 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3899 A, I_w_roll = -224.9081 A, theta_pitch = -58.49437mrad, theta_roll_comp = -601.2617 mrad, theta_setpoint = -40.0000 mrad, 
msg =  244, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2442 ms, ax =  0.4771, ay = -6.1351, az =  7.8745, gx = -0.0008 rad/s, gy = -0.0025 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3815 A, I_w_roll = -225.0147 A, theta_pitch = -58.54485mrad, theta_roll_comp = -601.8778 mrad, theta_setpoint = -40.0000 mrad, 
msg =  245, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2452 ms, ax =  0.4771, ay = -6.1339, az =  7.8757, gx = -0.0005 rad/s, gy = -0.0026 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.3936 A, I_w_roll = -225.1628 A, theta_pitch = -58.58998mrad, theta_roll_comp = -602.4810 mrad, theta_setpoint = -40.0000 mrad, 
msg =  246, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2462 ms, ax =  0.4795, ay = -6.1171, az =  7.8733, gx = -0.0002 rad/s, gy = -0.0028 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4061 A, I_w_roll = -225.3046 A, theta_pitch = -58.63769mrad, theta_roll_comp = -603.0684 mrad, theta_setpoint = -40.0000 mrad, 
msg =  247, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2472 ms, ax =  0.4807, ay = -6.1039, az =  7.8721, gx = -0.0004 rad/s, gy = -0.0032 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4299 A, I_w_roll = -225.5793 A, theta_pitch = -58.69000mrad, theta_roll_comp = -603.6387 mrad, theta_setpoint = -40.0000 mrad, 
msg =  248, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2482 ms, ax =  0.4783, ay = -6.0931, az =  7.8793, gx = -0.0004 rad/s, gy = -0.0029 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4269 A, I_w_roll = -225.8008 A, theta_pitch = -58.74103mrad, theta_roll_comp = -604.1923 mrad, theta_setpoint = -40.0000 mrad, 
msg =  249, nerr =   24p/  16r, time steps =    5, qsz =    2, switch = off, t =     2492 ms, ax =  0.4771, ay = -6.0740, az =  7.8829, gx = -0.0004 rad/s, gy = -0.0034 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.4556 A, I_w_roll = -226.0140 A, theta_pitch = -58.79057mrad, theta_roll_comp = -604.7255 mrad, theta_setpoint = -40.0000 mrad, 
