picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.0485 A, I_w_roll =  2.9387 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  402, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8042 ms, ax =  0.6377, ay = -0.7900, az =  9.9435, gx =  0.0178 rad/s, gy =  0.0317 rad/s, gz = -0.0284 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.3774 A, I_w_roll =  4.7721 A, theta_pitch = -54.30947mrad, theta_roll_comp = -43.6054 mrad, theta_setpoint = -40.0000 mrad, 
msg =  403, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8062 ms, ax =  0.6245, ay = -0.7061, az =  9.9950, gx =  0.0265 rad/s, gy =  0.0356 rad/s, gz = -0.0233 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.1480 A, I_w_roll =  7.7827 A, theta_pitch = -53.80997mrad, theta_roll_comp = -43.7687 mrad, theta_setpoint = -40.0000 mrad, 
msg =  404, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8082 ms, ax =  0.6329, ay = -0.6102, az =  9.9746, gx =  0.0327 rad/s, gy =  0.0397 rad/s, gz = -0.0189 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.8986 A, I_w_roll =  9.9752 A, theta_pitch = -53.24839mrad, theta_roll_comp = -43.6469 mrad, theta_setpoint = -40.0000 mrad, 
msg =  405, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8102 ms, ax =  0.6317, ay = -0.5358, az =  9.9243, gx =  0.0356 rad/s, gy =  0.0454 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.5745 A, I_w_roll = 11.1748 A, theta_pitch = -52.61424mrad, theta_roll_comp = -43.2111 mrad, theta_setpoint = -40.0000 mrad, 
msg =  406, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8122 ms, ax =  0.6102, ay = -0.4567, az =  9.9279, gx =  0.0415 rad/s, gy =  0.0504 rad/s, gz =  0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.2622 A, I_w_roll = 13.4891 A, theta_pitch = -51.84637mrad, theta_roll_comp = -42.5518 mrad, theta_setpoint = -40.0000 mrad, 
msg =  407, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8142 ms, ax =  0.5718, ay = -0.3464, az =  9.9579, gx =  0.0429 rad/s, gy =  0.0550 rad/s, gz =  0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9399 A, I_w_roll = 14.3428 A, theta_pitch = -50.94030mrad, theta_roll_comp = -41.6991 mrad, theta_setpoint = -40.0000 mrad, 
msg =  408, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8162 ms, ax =  0.5358, ay = -0.2757, az =  9.9447, gx =  0.0381 rad/s, gy =  0.0604 rad/s, gz =  0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.5706 A, I_w_roll = 13.0751 A, theta_pitch = -49.89835mrad, theta_roll_comp = -40.6740 mrad, theta_setpoint = -40.0000 mrad, 
msg =  409, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8182 ms, ax =  0.4771, ay = -0.2050, az =  9.9315, gx =  0.0391 rad/s, gy =  0.0638 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.2491 A, I_w_roll = 13.8546 A, theta_pitch = -48.67861mrad, theta_roll_comp = -39.5409 mrad, theta_setpoint = -40.0000 mrad, 
msg =  410, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8202 ms, ax =  0.3812, ay = -0.1283, az =  9.9015, gx =  0.0353 rad/s, gy =  0.0659 rad/s, gz = -0.0214 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9498 A, I_w_roll = 13.0218 A, theta_pitch = -47.25136mrad, theta_roll_comp = -38.3607 mrad, theta_setpoint = -40.0000 mrad, 
msg =  411, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8222 ms, ax =  0.3189, ay = -0.0995, az =  9.9674, gx =  0.0267 rad/s, gy =  0.0674 rad/s, gz = -0.0273 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6563 A, I_w_roll = 10.4542 A, theta_pitch = -45.68536mrad, theta_roll_comp = -37.2064 mrad, theta_setpoint = -40.0000 mrad, 
msg =  412, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8242 ms, ax =  0.2889, ay = -0.1163, az = 10.0010, gx =  0.0229 rad/s, gy =  0.0678 rad/s, gz = -0.0334 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3931 A, I_w_roll =  9.5647 A, theta_pitch = -44.03726mrad, theta_roll_comp = -36.1680 mrad, theta_setpoint = -40.0000 mrad, 
msg =  413, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8262 ms, ax =  0.2338, ay = -0.1247, az =  9.9267, gx =  0.0163 rad/s, gy =  0.0691 rad/s, gz = -0.0366 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0813 A, I_w_roll =  7.5689 A, theta_pitch = -42.31353mrad, theta_roll_comp = -35.3319 mrad, theta_setpoint = -40.0000 mrad, 
msg =  414, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8282 ms, ax =  0.1738, ay = -0.1175, az =  9.9159, gx =  0.0080 rad/s, gy =  0.0706 rad/s, gz = -0.0352 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.7494 A, I_w_roll =  4.9557 A, theta_pitch = -40.49137mrad, theta_roll_comp = -34.6412 mrad, theta_setpoint = -40.0000 mrad, 
msg =  415, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8302 ms, ax =  0.1199, ay = -0.1175, az =  9.9818, gx =  0.0035 rad/s, gy =  0.0703 rad/s, gz = -0.0313 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4728 A, I_w_roll =  3.6018 A, theta_pitch = -38.57595mrad, theta_roll_comp = -34.0648 mrad, theta_setpoint = -40.0000 mrad, 
msg =  416, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8322 ms, ax =  0.0863, ay = -0.1055, az =  9.9974, gx = -0.0034 rad/s, gy =  0.0695 rad/s, gz = -0.0244 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.2113 A, I_w_roll =  1.3518 A, theta_pitch = -36.61968mrad, theta_roll_comp = -33.6311 mrad, theta_setpoint = -40.0000 mrad, 
msg =  417, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8342 ms, ax =  0.0731, ay = -0.1187, az =  9.9519, gx = -0.0113 rad/s, gy =  0.0663 rad/s, gz = -0.0178 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0519 A, I_w_roll = -1.2819 A, theta_pitch = -34.70478mrad, theta_roll_comp = -33.3414 mrad, theta_setpoint = -40.0000 mrad, 
msg =  418, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8362 ms, ax =  0.0935, ay = -0.1822, az =  9.9303, gx = -0.0154 rad/s, gy =  0.0625 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.9360 A, I_w_roll = -2.6836 A, theta_pitch = -32.90291mrad, theta_roll_comp = -33.2338 mrad, theta_setpoint = -40.0000 mrad, 
msg =  419, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8382 ms, ax =  0.0983, ay = -0.2278, az =  9.9291, gx = -0.0179 rad/s, gy =  0.0602 rad/s, gz = -0.0214 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.7742 A, I_w_roll = -3.6085 A, theta_pitch = -31.22061mrad, theta_roll_comp = -33.3323 mrad, theta_setpoint = -40.0000 mrad, 
msg =  420, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8402 ms, ax =  0.1127, ay = -0.2781, az =  9.9555, gx = -0.0218 rad/s, gy =  0.0582 rad/s, gz = -0.0290 rad/s, rpm_pitch =  1.5284, rpm_roll = -0.0000, I_w_pitch =  2.6338 A, I_w_roll = -5.0593 A, theta_pitch = -29.64763mrad, theta_roll_comp = -33.5805 mrad, theta_setpoint = -40.0000 mrad, 
msg =  421, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8422 ms, ax =  0.1271, ay = -0.3285, az =  9.9710, gx = -0.0215 rad/s, gy =  0.0582 rad/s, gz = -0.0385 rad/s, rpm_pitch =  5.0218, rpm_roll = -0.0000, I_w_pitch =  7.0163 A, I_w_roll = -5.1100 A, theta_pitch = -28.14952mrad, theta_roll_comp = -33.9405 mrad, theta_setpoint = -40.0000 mrad, 
msg =  422, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8442 ms, ax =  0.1319, ay = -0.3800, az =  9.9375, gx = -0.0197 rad/s, gy =  0.0596 rad/s, gz = -0.0475 rad/s, rpm_pitch =  5.0218, rpm_roll = -0.0000, I_w_pitch =  6.7432 A, I_w_roll = -4.6413 A, theta_pitch = -26.68394mrad, theta_roll_comp = -34.3998 mrad, theta_setpoint = -40.0000 mrad, 
msg =  423, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8462 ms, ax =  0.1319, ay = -0.4244, az =  9.9507, gx = -0.0191 rad/s, gy =  0.0628 rad/s, gz = -0.0549 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2283 A, I_w_roll = -4.6601 A, theta_pitch = -25.21146mrad, theta_roll_comp = -34.9128 mrad, theta_setpoint = -40.0000 mrad, 
msg =  424, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8482 ms, ax =  0.1319, ay = -0.4543, az =  9.9722, gx = -0.0161 rad/s, gy =  0.0659 rad/s, gz = -0.0582 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.5830 A, I_w_roll = -3.7975 A, theta_pitch = -23.69892mrad, theta_roll_comp = -35.4361 mrad, theta_setpoint = -40.0000 mrad, 
msg =  425, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8502 ms, ax =  0.1379, ay = -0.4759, az =  9.9567, gx = -0.0122 rad/s, gy =  0.0703 rad/s, gz = -0.0574 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9921 A, I_w_roll = -2.6493 A, theta_pitch = -22.14389mrad, theta_roll_comp = -35.9442 mrad, theta_setpoint = -40.0000 mrad, 
msg =  426, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8522 ms, ax =  0.1474, ay = -0.5095, az =  9.9603, gx = -0.0085 rad/s, gy =  0.0761 rad/s, gz = -0.0553 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4625 A, I_w_roll = -1.5349 A, theta_pitch = -20.53451mrad, theta_roll_comp = -36.4205 mrad, theta_setpoint = -40.0000 mrad, 
msg =  427, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8542 ms, ax =  0.1498, ay = -0.5238, az =  9.9686, gx = -0.0049 rad/s, gy =  0.0810 rad/s, gz = -0.0529 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.9100 A, I_w_roll = -0.4462 A, theta_pitch = -18.86478mrad, theta_roll_comp = -36.8446 mrad, theta_setpoint = -40.0000 mrad, 
msg =  428, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8562 ms, ax =  0.1355, ay = -0.5119, az =  9.9459, gx = -0.0012 rad/s, gy =  0.0851 rad/s, gz = -0.0462 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.3364 A, I_w_roll =  0.7168 A, theta_pitch = -17.12265mrad, theta_roll_comp = -37.1994 mrad, theta_setpoint = -40.0000 mrad, 
msg =  429, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8582 ms, ax =  0.1343, ay = -0.4831, az =  9.9459, gx =  0.0030 rad/s, gy =  0.0874 rad/s, gz = -0.0332 rad/s, rpm_pitch =  2.9258, rpm_roll = -0.0000, I_w_pitch =  1.1642 A, I_w_roll =  2.0759 A, theta_pitch = -15.34082mrad, theta_roll_comp = -37.4134 mrad, theta_setpoint = -40.0000 mrad, 
msg =  430, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8602 ms, ax =  0.1103, ay = -0.4639, az =  9.9722, gx =  0.0044 rad/s, gy =  0.0914 rad/s, gz = -0.0208 rad/s, rpm_pitch =  2.9258, rpm_roll = -0.0000, I_w_pitch =  0.7314 A, I_w_roll =  2.5629 A, theta_pitch = -13.52071mrad, theta_roll_comp = -37.4775 mrad, theta_setpoint = -40.0000 mrad, 
msg =  431, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8622 ms, ax =  0.1726, ay = -0.4531, az =  9.9171, gx =  0.0047 rad/s, gy =  0.0930 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.4367, rpm_roll = -0.0000, I_w_pitch = -2.8817 A, I_w_roll =  2.6624 A, theta_pitch = -11.74360mrad, theta_roll_comp = -37.4618 mrad, theta_setpoint = -40.0000 mrad, 
msg =  432, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8642 ms, ax =  0.1163, ay = -0.4004, az =  9.9842, gx =  0.0078 rad/s, gy =  0.0926 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.7157 A, I_w_roll =  3.7794 A, theta_pitch = -9.91634mrad, theta_roll_comp = -37.3490 mrad, theta_setpoint = -40.0000 mrad, 
msg =  433, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8662 ms, ax =  0.1007, ay = -0.3644, az =  9.9722, gx =  0.0076 rad/s, gy =  0.0918 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.9633 A, I_w_roll =  3.8135 A, theta_pitch = -8.05260mrad, theta_roll_comp = -37.1472 mrad, theta_setpoint = -40.0000 mrad, 
msg =  434, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8682 ms, ax =  0.0491, ay = -0.3656, az =  9.8524, gx =  0.0082 rad/s, gy =  0.0883 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.0923 A, I_w_roll =  4.0641 A, theta_pitch = -6.26942mrad, theta_roll_comp = -36.9867 mrad, theta_setpoint = -40.0000 mrad, 
msg =  435, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8702 ms, ax =  0.1235, ay = -0.2997, az =  9.9435, gx =  0.0096 rad/s, gy =  0.0861 rad/s, gz = -0.0201 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.2532 A, I_w_roll =  4.6879 A, theta_pitch = -4.59305mrad, theta_roll_comp = -36.7089 mrad, theta_setpoint = -40.0000 mrad, 
msg =  436, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8722 ms, ax =  0.0767, ay = -0.3093, az = 10.0118, gx =  0.0096 rad/s, gy =  0.0838 rad/s, gz = -0.0314 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.3990 A, I_w_roll =  4.8151 A, theta_pitch = -3.01698mrad, theta_roll_comp = -36.3909 mrad, theta_setpoint = -40.0000 mrad, 
msg =  437, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8742 ms, ax =  0.0659, ay = -0.3297, az =  9.9027, gx =  0.0074 rad/s, gy =  0.0817 rad/s, gz = -0.0378 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.5452 A, I_w_roll =  4.1143 A, theta_pitch = -1.47461mrad, theta_roll_comp = -36.1622 mrad, theta_setpoint = -40.0000 mrad, 
msg =  438, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8762 ms, ax =  0.0551, ay = -0.3045, az =  9.8835, gx =  0.0084 rad/s, gy =  0.0810 rad/s, gz = -0.0382 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.7453 A, I_w_roll =  4.5854 A, theta_pitch = 0.03715mrad, theta_roll_comp = -35.9166 mrad, theta_setpoint = -40.0000 mrad, 
msg =  439, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8782 ms, ax =  0.0755, ay = -0.3237, az =  9.9842, gx =  0.0091 rad/s, gy =  0.0818 rad/s, gz = -0.0302 rad/s, rpm_pitch =  5.8079, rpm_roll = -0.0000, I_w_pitch =  2.6605 A, I_w_roll =  4.9168 A, theta_pitch = 1.51497mrad, theta_roll_comp = -35.6706 mrad, theta_setpoint = -40.0000 mrad, 
msg =  440, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8802 ms, ax =  0.0432, ay = -0.3165, az = 10.0561, gx =  0.0078 rad/s, gy =  0.0827 rad/s, gz = -0.0204 rad/s, rpm_pitch =  5.8079, rpm_roll = -0.0000, I_w_pitch =  2.3980 A, I_w_roll =  4.5435 A, theta_pitch = 3.01638mrad, theta_roll_comp = -35.4389 mrad, theta_setpoint = -40.0000 mrad, 
msg =  441, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8822 ms, ax =  0.0240, ay = -0.3129, az =  9.9591, gx =  0.0067 rad/s, gy =  0.0823 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0437, rpm_roll = -0.0000, I_w_pitch = -5.4140 A, I_w_roll =  4.2611 A, theta_pitch = 4.52419mrad, theta_roll_comp = -35.2126 mrad, theta_setpoint = -40.0000 mrad, 
msg =  442, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8842 ms, ax =  0.0120, ay = -0.2973, az =  9.9075, gx =  0.0058 rad/s, gy =  0.0805 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.6208 A, I_w_roll =  4.0189 A, theta_pitch = 6.01576mrad, theta_roll_comp = -35.0027 mrad, theta_setpoint = -40.0000 mrad, 
msg =  443, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8862 ms, ax = -0.0012, ay = -0.2901, az =  9.9123, gx =  0.0062 rad/s, gy =  0.0767 rad/s, gz = -0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.6860 A, I_w_roll =  4.2501 A, theta_pitch = 7.44502mrad, theta_roll_comp = -34.7741 mrad, theta_setpoint = -40.0000 mrad, 
msg =  444, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8882 ms, ax = -0.0192, ay = -0.2961, az =  9.9579, gx =  0.0062 rad/s, gy =  0.0717 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.6850 A, I_w_roll =  4.3378 A, theta_pitch = 8.78700mrad, theta_roll_comp = -34.5548 mrad, theta_setpoint = -40.0000 mrad, 
msg =  445, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8902 ms, ax = -0.0300, ay = -0.3093, az =  9.9962, gx =  0.0056 rad/s, gy =  0.0662 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.6523 A, I_w_roll =  4.2318 A, theta_pitch = 10.02510mrad, theta_roll_comp = -34.3538 mrad, theta_setpoint = -40.0000 mrad, 
msg =  446, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8922 ms, ax = -0.0479, ay = -0.3392, az =  9.9531, gx =  0.0054 rad/s, gy =  0.0601 rad/s, gz = -0.0212 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.5757 A, I_w_roll =  4.1975 A, theta_pitch = 11.14749mrad, theta_roll_comp = -34.2067 mrad, theta_setpoint = -40.0000 mrad, 
msg =  447, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8942 ms, ax = -0.0647, ay = -0.3512, az =  9.9279, gx =  0.0068 rad/s, gy =  0.0529 rad/s, gz = -0.0277 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.4396 A, I_w_roll =  4.7505 A, theta_pitch = 12.15803mrad, theta_roll_comp = -34.1056 mrad, theta_setpoint = -40.0000 mrad, 
msg =  448, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8962 ms, ax = -0.0911, ay = -0.3836, az =  9.9615, gx =  0.0088 rad/s, gy =  0.0441 rad/s, gz = -0.0346 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -5.2186 A, I_w_roll =  5.4870 A, theta_pitch = 13.02808mrad, theta_roll_comp = -34.0122 mrad, theta_setpoint = -40.0000 mrad, 
msg =  449, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     8982 ms, ax = -0.1486, ay = -0.3692, az =  9.9818, gx =  0.0096 rad/s, gy =  0.0351 rad/s, gz = -0.0382 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.9698 A, I_w_roll =  5.8099 A, theta_pitch = 13.78394mrad, theta_roll_comp = -33.9040 mrad, theta_setpoint = -40.0000 mrad, 
msg =  450, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9002 ms, ax = -0.2110, ay = -0.3548, az =  9.9255, gx =  0.0104 rad/s, gy =  0.0241 rad/s, gz = -0.0337 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.6326 A, I_w_roll =  6.1504 A, theta_pitch = 14.44732mrad, theta_roll_comp = -33.7518 mrad, theta_setpoint = -40.0000 mrad, 
msg =  451, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9022 ms, ax = -0.2445, ay = -0.3584, az =  9.8835, gx =  0.0107 rad/s, gy =  0.0140 rad/s, gz = -0.0257 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.3087 A, I_w_roll =  6.3111 A, theta_pitch = 14.98717mrad, theta_roll_comp = -33.5831 mrad, theta_setpoint = -40.0000 mrad, 
msg =  452, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9042 ms, ax = -0.2733, ay = -0.3488, az =  9.9363, gx =  0.0114 rad/s, gy =  0.0059 rad/s, gz = -0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -4.0452 A, I_w_roll =  6.6167 A, theta_pitch = 15.39583mrad, theta_roll_comp = -33.4016 mrad, theta_setpoint = -40.0000 mrad, 
msg =  453, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9062 ms, ax = -0.2913, ay = -0.3308, az =  9.9626, gx =  0.0108 rad/s, gy =  0.0006 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.8792 A, I_w_roll =  6.5136 A, theta_pitch = 15.71000mrad, theta_roll_comp = -33.1933 mrad, theta_setpoint = -40.0000 mrad, 
msg =  454, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9082 ms, ax = -0.2949, ay = -0.3009, az =  9.9195, gx =  0.0100 rad/s, gy = -0.0022 rad/s, gz = -0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.8054 A, I_w_roll =  6.3260 A, theta_pitch = 15.96330mrad, theta_roll_comp = -32.9633 mrad, theta_setpoint = -40.0000 mrad, 
msg =  455, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9102 ms, ax = -0.3057, ay = -0.2769, az =  9.9423, gx =  0.0111 rad/s, gy = -0.0045 rad/s, gz =  0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.7471 A, I_w_roll =  6.8144 A, theta_pitch = 16.17860mrad, theta_roll_comp = -32.6743 mrad, theta_setpoint = -40.0000 mrad, 
msg =  456, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9122 ms, ax = -0.3129, ay = -0.2709, az =  9.9866, gx =  0.0111 rad/s, gy = -0.0045 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.7776 A, I_w_roll =  6.9468 A, theta_pitch = 16.38195mrad, theta_roll_comp = -32.3432 mrad, theta_setpoint = -40.0000 mrad, 
msg =  457, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9142 ms, ax = -0.3404, ay = -0.2697, az =  9.9495, gx =  0.0103 rad/s, gy = -0.0042 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.8246 A, I_w_roll =  6.7932 A, theta_pitch = 16.62426mrad, theta_roll_comp = -32.0284 mrad, theta_setpoint = -40.0000 mrad, 
msg =  458, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9162 ms, ax = -0.3620, ay = -0.2829, az =  9.9519, gx =  0.0118 rad/s, gy = -0.0040 rad/s, gz = -0.0301 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.8788 A, I_w_roll =  7.4274 A, theta_pitch = 16.91422mrad, theta_roll_comp = -31.7243 mrad, theta_setpoint = -40.0000 mrad, 
msg =  459, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9182 ms, ax = -0.4016, ay = -0.2985, az =  9.9770, gx =  0.0114 rad/s, gy = -0.0038 rad/s, gz = -0.0378 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.9365 A, I_w_roll =  7.3980 A, theta_pitch = 17.26365mrad, theta_roll_comp = -31.4482 mrad, theta_setpoint = -40.0000 mrad, 
msg =  460, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = off, t =     9202 ms, ax = -0.4315, ay = -0.3033, az =  9.9974, gx =  0.0115 rad/s, gy = -0.0045 rad/s, gz = -0.0350 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -3.9706 A, I_w_roll =  7.5439 A, theta_pitch = 17.66861mrad, theta_roll_comp = -31.2000 mrad, theta_setpoint = -40.0000 mrad, 
