picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 1226, nerr =    4p/  18r, time steps =   10, qsz =    2, switch = on, t =    24522 ms, ax =  0.0995, ay = -0.2517, az =  9.9567, gx = -0.0115 rad/s, gy =  0.0629 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.8062, I_w_pitch = -1.7833 A, I_w_roll =  0.6926 A, theta_pitch = -14.88018mrad, theta_roll_comp = -33.8120 mrad, theta_setpoint = -45.6398 mrad, 
msg = 1944, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38882 ms, ax =  0.0000, ay = -0.4136, az =  9.9111, gx =  0.0051 rad/s, gy =  0.0814 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -23.8971, I_w_pitch = -3.4215 A, I_w_roll = -0.6429 A, theta_pitch = -8.89466mrad, theta_roll_comp = -44.5740 mrad, theta_setpoint = -38.4993 mrad, 
msg = 1945, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38902 ms, ax =  0.0456, ay = -0.3716, az =  9.9267, gx =  0.0044 rad/s, gy =  0.0803 rad/s, gz = -0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -23.8971, I_w_pitch = -3.6405 A, I_w_roll = -0.7935 A, theta_pitch = -7.15038mrad, theta_roll_comp = -44.3679 mrad, theta_setpoint = -38.4993 mrad, 
msg = 1946, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38922 ms, ax =  0.0935, ay = -0.3980, az =  9.9039, gx =  0.0060 rad/s, gy =  0.0711 rad/s, gz =  0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.8021, I_w_pitch = -3.5000 A, I_w_roll = -0.2224 A, theta_pitch = -5.63756mrad, theta_roll_comp = -44.2186 mrad, theta_setpoint = -38.3796 mrad, 
msg = 1947, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38942 ms, ax =  0.1367, ay = -0.4028, az =  9.8584, gx = -0.0039 rad/s, gy =  0.0566 rad/s, gz =  0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.8021, I_w_pitch = -3.0886 A, I_w_roll = -3.7038 A, theta_pitch = -4.50960mrad, theta_roll_comp = -44.1839 mrad, theta_setpoint = -38.3796 mrad, 
msg = 1948, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38962 ms, ax =  0.1930, ay = -0.3680, az =  9.8871, gx = -0.0037 rad/s, gy =  0.0355 rad/s, gz =  0.0182 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.2340, I_w_pitch = -2.3385 A, I_w_roll = -3.5790 A, theta_pitch = -3.86452mrad, theta_roll_comp = -44.1404 mrad, theta_setpoint = -38.4153 mrad, 
msg = 1949, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    38982 ms, ax =  0.1942, ay = -0.4136, az =  9.9015, gx =  0.0028 rad/s, gy =  0.0126 rad/s, gz =  0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.2366, I_w_pitch = -1.4490 A, I_w_roll = -1.3174 A, theta_pitch = -3.68706mrad, theta_roll_comp = -44.1324 mrad, theta_setpoint = -38.3523 mrad, 
msg = 1950, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39002 ms, ax =  0.1678, ay = -0.4387, az =  9.8967, gx = -0.0021 rad/s, gy = -0.0074 rad/s, gz =  0.0019 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.2366, I_w_pitch = -0.6130 A, I_w_roll = -3.0717 A, theta_pitch = -3.93433mrad, theta_roll_comp = -44.2075 mrad, theta_setpoint = -38.3523 mrad, 
msg = 1951, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39022 ms, ax =  0.1151, ay = -0.3920, az =  9.9387, gx =  0.0002 rad/s, gy = -0.0238 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -27.8743, I_w_pitch =  0.1237 A, I_w_roll = -2.3001 A, theta_pitch = -4.47819mrad, theta_roll_comp = -44.1563 mrad, theta_setpoint = -38.2495 mrad, 
msg = 1952, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39042 ms, ax =  0.0707, ay = -0.4771, az =  9.9207, gx =  0.0076 rad/s, gy = -0.0335 rad/s, gz = -0.0234 rad/s, rpm_pitch =  0.0000, rpm_roll = -27.8743, I_w_pitch =  0.6134 A, I_w_roll =  0.3442 A, theta_pitch = -5.15104mrad, theta_roll_comp = -44.0701 mrad, theta_setpoint = -38.2495 mrad, 
msg = 1953, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39062 ms, ax =  0.0324, ay = -0.5274, az =  9.9039, gx =  0.0022 rad/s, gy = -0.0364 rad/s, gz = -0.0300 rad/s, rpm_pitch =  0.0000, rpm_roll = -30.8155, I_w_pitch =  0.8367 A, I_w_roll = -1.6411 A, theta_pitch = -5.85840mrad, theta_roll_comp = -44.0717 mrad, theta_setpoint = -38.0648 mrad, 
msg = 1954, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39082 ms, ax =  0.0144, ay = -0.4339, az =  9.9411, gx =  0.0018 rad/s, gy = -0.0359 rad/s, gz = -0.0317 rad/s, rpm_pitch =  0.0000, rpm_roll = -31.7513, I_w_pitch =  0.9146 A, I_w_roll = -1.7811 A, theta_pitch = -6.51992mrad, theta_roll_comp = -44.0133 mrad, theta_setpoint = -38.0060 mrad, 
msg = 1955, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39102 ms, ax = -0.0132, ay = -0.4747, az =  9.9255, gx =  0.0076 rad/s, gy = -0.0313 rad/s, gz = -0.0274 rad/s, rpm_pitch =  0.0000, rpm_roll = -31.7513, I_w_pitch =  0.8072 A, I_w_roll =  0.3138 A, theta_pitch = -7.04635mrad, theta_roll_comp = -43.9025 mrad, theta_setpoint = -38.0060 mrad, 
msg = 1956, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39122 ms, ax = -0.0252, ay = -0.4447, az =  9.9195, gx =  0.0003 rad/s, gy = -0.0249 rad/s, gz = -0.0206 rad/s, rpm_pitch =  0.0000, rpm_roll = -34.0575, I_w_pitch =  0.6080 A, I_w_roll = -2.3126 A, theta_pitch = -7.42291mrad, theta_roll_comp = -43.9157 mrad, theta_setpoint = -37.8612 mrad, 
msg = 1957, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39142 ms, ax =  0.0180, ay = -0.3105, az =  9.8943, gx = -0.0047 rad/s, gy = -0.0163 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -34.8930, I_w_pitch =  0.3063 A, I_w_roll = -4.0678 A, theta_pitch = -7.68421mrad, theta_roll_comp = -43.8238 mrad, theta_setpoint = -37.8087 mrad, 
msg = 1958, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39162 ms, ax =  0.0599, ay = -0.1295, az =  9.9015, gx = -0.0049 rad/s, gy = -0.0049 rad/s, gz =  0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -34.8930, I_w_pitch = -0.1319 A, I_w_roll = -4.0141 A, theta_pitch = -7.81611mrad, theta_roll_comp = -43.5731 mrad, theta_setpoint = -37.8087 mrad, 
msg = 1959, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39182 ms, ax =  0.0671, ay =  0.0468, az =  9.9483, gx = -0.0177 rad/s, gy =  0.0083 rad/s, gz =  0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -36.6310, I_w_pitch = -0.6684 A, I_w_roll = -8.3545 A, theta_pitch = -7.75527mrad, theta_roll_comp = -43.1299 mrad, theta_setpoint = -37.6996 mrad, 
msg = 1960, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39202 ms, ax =  0.1438, ay =  0.2361, az =  9.9626, gx = -0.0262 rad/s, gy =  0.0204 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -36.6310, I_w_pitch = -1.1879 A, I_w_roll = -11.0885 A, theta_pitch = -7.52283mrad, theta_roll_comp = -42.5084 mrad, theta_setpoint = -37.6996 mrad, 
msg = 1961, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39222 ms, ax =  0.1870, ay =  0.3776, az =  9.9483, gx = -0.0367 rad/s, gy =  0.0275 rad/s, gz = -0.0388 rad/s, rpm_pitch =  0.0000, rpm_roll = -40.1738, I_w_pitch = -1.5170 A, I_w_roll = -14.5768 A, theta_pitch = -7.21047mrad, theta_roll_comp = -41.8024 mrad, theta_setpoint = -37.4771 mrad, 
msg = 1962, nerr =    4p/  22r, time steps =   10, qsz =    2, switch = on, t =    39242 ms, ax =  0.1582, ay =  0.4579, az =  9.9579, gx = -0.0597 rad/s, gy =  0.0305 rad/s, gz = -0.0788 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.6982 A, I_w_roll = -22.5127 A, theta_pitch = -6.81951mrad, theta_roll_comp = -41.3158 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1963, nerr =    4p/  23r, time steps =   10, qsz =    2, switch = on, t =    39262 ms, ax =  0.0312, ay =  0.4327, az = 10.0130, gx = -0.0806 rad/s, gy =  0.0281 rad/s, gz = -0.1206 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.6751 A, I_w_roll = -29.7788 A, theta_pitch = -6.33419mrad, theta_roll_comp = -41.1890 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1964, nerr =    4p/  23r, time steps =   10, qsz =    2, switch = on, t =    39282 ms, ax =  0.0971, ay =  0.2314, az =  9.9531, gx = -0.0918 rad/s, gy =  0.0193 rad/s, gz = -0.1458 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.3883 A, I_w_roll = -33.9249 A, theta_pitch = -5.90266mrad, theta_roll_comp = -41.7676 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1965, nerr =    4p/  23r, time steps =   10, qsz =    2, switch = on, t =    39302 ms, ax =  0.0491, ay =  0.0408, az =  9.9219, gx = -0.1153 rad/s, gy =  0.0098 rad/s, gz = -0.1438 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.0436 A, I_w_roll = -42.6558 A, theta_pitch = -5.64450mrad, theta_roll_comp = -43.0891 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1966, nerr =    4p/  24r, time steps =   10, qsz =    2, switch = on, t =    39322 ms, ax =  0.0096, ay = -0.1498, az =  9.9495, gx = -0.1259 rad/s, gy = -0.0028 rad/s, gz = -0.1262 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -0.5596 A, I_w_roll = -47.1386 A, theta_pitch = -5.53350mrad, theta_roll_comp = -44.9753 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1967, nerr =    4p/  24r, time steps =   10, qsz =    2, switch = on, t =    39342 ms, ax = -0.0563, ay = -0.6305, az =  9.8727, gx = -0.1322 rad/s, gy = -0.0143 rad/s, gz = -0.0991 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -0.0992 A, I_w_roll = -50.3402 A, theta_pitch = -5.51312mrad, theta_roll_comp = -47.5034 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1968, nerr =    4p/  24r, time steps =   10, qsz =    2, switch = on, t =    39362 ms, ax = -0.1426, ay = -0.9314, az =  9.8284, gx = -0.1440 rad/s, gy = -0.0229 rad/s, gz = -0.0533 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch =  0.2509 A, I_w_roll = -55.7367 A, theta_pitch = -5.57491mrad, theta_roll_comp = -50.6251 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1969, nerr =    4p/  24r, time steps =   10, qsz =    2, switch = on, t =    39382 ms, ax = -0.1738, ay = -1.1052, az =  9.9219, gx = -0.1399 rad/s, gy = -0.0283 rad/s, gz =  0.0180 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch =  0.4891 A, I_w_roll = -55.7385 A, theta_pitch = -5.70683mrad, theta_roll_comp = -54.2414 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1970, nerr =    4p/  24r, time steps =   10, qsz =    2, switch = on, t =    39402 ms, ax = -0.0791, ay = -1.1604, az =  9.9387, gx = -0.1261 rad/s, gy = -0.0291 rad/s, gz =  0.0933 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch =  0.5553 A, I_w_roll = -52.3633 A, theta_pitch = -5.93553mrad, theta_roll_comp = -57.9206 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1971, nerr =    5p/  24r, time steps =   10, qsz =    2, switch = on, t =    39422 ms, ax = -0.0360, ay = -1.0153, az =  9.9495, gx = -0.1177 rad/s, gy = -0.0215 rad/s, gz =  0.1503 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch =  0.2838 A, I_w_roll = -50.8115 A, theta_pitch = -6.14935mrad, theta_roll_comp = -61.3811 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1972, nerr =    5p/  25r, time steps =   10, qsz =    2, switch = on, t =    39442 ms, ax = -0.0408, ay = -0.9662, az =  9.9986, gx = -0.0996 rad/s, gy = -0.0088 rad/s, gz =  0.1655 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -0.2160 A, I_w_roll = -45.7384 A, theta_pitch = -6.22598mrad, theta_roll_comp = -64.5438 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1973, nerr =    5p/  25r, time steps =   10, qsz =    2, switch = on, t =    39462 ms, ax = -0.0096, ay = -1.0237, az =  9.8859, gx = -0.0884 rad/s, gy =  0.0075 rad/s, gz =  0.1301 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -0.8844 A, I_w_roll = -42.9218 A, theta_pitch = -6.10166mrad, theta_roll_comp = -67.2891 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1974, nerr =    6p/  25r, time steps =   10, qsz =    2, switch = on, t =    39482 ms, ax =  0.0384, ay = -0.9854, az =  9.9758, gx = -0.0792 rad/s, gy =  0.0200 rad/s, gz =  0.0643 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.4350 A, I_w_roll = -40.6629 A, theta_pitch = -5.76880mrad, theta_roll_comp = -69.6810 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1975, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39502 ms, ax =  0.1031, ay = -1.0980, az =  9.9746, gx = -0.0580 rad/s, gy =  0.0281 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -1.8300 A, I_w_roll = -34.0232 A, theta_pitch = -5.30133mrad, theta_roll_comp = -71.6067 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1976, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39522 ms, ax =  0.0851, ay = -1.2299, az =  9.9327, gx = -0.0431 rad/s, gy =  0.0315 rad/s, gz = -0.0619 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -2.0402 A, I_w_roll = -29.5565 A, theta_pitch = -4.78821mrad, theta_roll_comp = -73.4892 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1977, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39542 ms, ax =  0.0539, ay = -1.0860, az =  9.9087, gx = -0.0261 rad/s, gy =  0.0327 rad/s, gz = -0.0832 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -2.1845 A, I_w_roll = -24.1554 A, theta_pitch = -4.14572mrad, theta_roll_comp = -74.8997 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1978, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39562 ms, ax =  0.0276, ay = -0.8175, az =  9.9303, gx = -0.0094 rad/s, gy =  0.0321 rad/s, gz = -0.1032 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -2.2472 A, I_w_roll = -18.6103 A, theta_pitch = -3.58542mrad, theta_roll_comp = -75.6006 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1979, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39582 ms, ax =  0.0444, ay = -1.0908, az =  9.9615, gx = -0.0094 rad/s, gy =  0.0293 rad/s, gz = -0.1063 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -2.2457 A, I_w_roll = -18.8689 A, theta_pitch = -2.84975mrad, theta_roll_comp = -76.2470 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1980, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39602 ms, ax =  0.0072, ay = -1.0717, az = 10.1005, gx = -0.0085 rad/s, gy =  0.0224 rad/s, gz = -0.0680 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.8810, I_w_pitch = -2.0388 A, I_w_roll = -18.8364 A, theta_pitch = -2.38256mrad, theta_roll_comp = -76.9813 mrad, theta_setpoint = -37.3071 mrad, 
msg = 1981, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39622 ms, ax =  0.0995, ay = -0.8703, az =  9.9207, gx =  0.0031 rad/s, gy =  0.0082 rad/s, gz = -0.0008 rad/s, rpm_pitch =  0.0000, rpm_roll = -330.6150, I_w_pitch = -1.5045 A, I_w_roll = -22.1771 A, theta_pitch = -2.14540mrad, theta_roll_comp = -77.3997 mrad, theta_setpoint = -19.2374 mrad, 
msg = 1982, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39642 ms, ax =  0.0755, ay = -0.6701, az =  9.6606, gx = -0.0058 rad/s, gy = -0.0024 rad/s, gz =  0.0410 rad/s, rpm_pitch =  0.0000, rpm_roll = -330.6150, I_w_pitch = -1.0736 A, I_w_roll = -25.3348 A, theta_pitch = -2.21298mrad, theta_roll_comp = -77.4881 mrad, theta_setpoint = -19.2374 mrad, 
msg = 1983, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39662 ms, ax =  0.1367, ay = -0.7444, az =  9.8967, gx = -0.0065 rad/s, gy = -0.0114 rad/s, gz =  0.0614 rad/s, rpm_pitch =  0.0000, rpm_roll = -356.8850, I_w_pitch = -0.6554 A, I_w_roll = -26.1992 A, theta_pitch = -2.58646mrad, theta_roll_comp = -77.4166 mrad, theta_setpoint = -17.5876 mrad, 
msg = 1984, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39682 ms, ax =  0.0971, ay = -0.6821, az = 10.1832, gx = -0.0028 rad/s, gy = -0.0185 rad/s, gz =  0.0806 rad/s, rpm_pitch =  0.0000, rpm_roll = -367.3797, I_w_pitch = -0.2978 A, I_w_roll = -25.1927 A, theta_pitch = -3.08830mrad, theta_roll_comp = -77.5035 mrad, theta_setpoint = -16.9286 mrad, 
msg = 1985, nerr =    6p/  26r, time steps =   10, qsz =    2, switch = on, t =    39702 ms, ax =  0.1415, ay = -0.5442, az =  9.8991, gx = -0.0010 rad/s, gy = -0.0203 rad/s, gz =  0.0835 rad/s, rpm_pitch =  0.0000, rpm_roll = -367.3797, I_w_pitch = -0.1425 A, I_w_roll = -24.5014 A, theta_pitch = -3.62666mrad, theta_roll_comp = -77.2901 mrad, theta_setpoint = -16.9286 mrad, 
msg = 1986, nerr =    6p/  27r, time steps =   10, qsz =    2, switch = on, t =    39722 ms, ax =  0.0731, ay = -0.3249, az =  9.6474, gx = -0.0102 rad/s, gy = -0.0167 rad/s, gz =  0.0482 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.2061 A, I_w_roll = -27.8811 A, theta_pitch = -4.16149mrad, theta_roll_comp = -76.7032 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1987, nerr =    6p/  27r, time steps =   10, qsz =    2, switch = on, t =    39742 ms, ax =  0.0312, ay = -0.4531, az =  9.9974, gx = -0.0177 rad/s, gy = -0.0125 rad/s, gz =  0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.3201 A, I_w_roll = -30.3605 A, theta_pitch = -4.53799mrad, theta_roll_comp = -76.3770 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1988, nerr =    6p/  27r, time steps =   10, qsz =    2, switch = on, t =    39762 ms, ax = -0.0156, ay = -0.4987, az = 10.2815, gx = -0.0214 rad/s, gy = -0.0102 rad/s, gz = -0.0150 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.3878 A, I_w_roll = -31.6245 A, theta_pitch = -4.69006mrad, theta_roll_comp = -76.2746 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1989, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39782 ms, ax = -0.0683, ay = -0.2517, az =  9.8799, gx = -0.0323 rad/s, gy = -0.0070 rad/s, gz = -0.0410 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.5101 A, I_w_roll = -35.3404 A, theta_pitch = -4.72720mrad, theta_roll_comp = -76.0105 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1990, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39802 ms, ax = -0.0180, ay = -0.3668, az =  9.5575, gx = -0.0476 rad/s, gy = -0.0030 rad/s, gz = -0.0710 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.6797 A, I_w_roll = -40.6999 A, theta_pitch = -4.66151mrad, theta_roll_comp = -76.0107 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1991, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39822 ms, ax =  0.0360, ay = -0.5083, az = 10.0238, gx = -0.0624 rad/s, gy = -0.0017 rad/s, gz = -0.0731 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.7438 A, I_w_roll = -46.0447 A, theta_pitch = -4.58933mrad, theta_roll_comp = -76.4403 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1992, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39842 ms, ax =  0.0324, ay = -0.4327, az = 10.2384, gx = -0.0579 rad/s, gy = -0.0061 rad/s, gz = -0.0422 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.5620 A, I_w_roll = -44.6993 A, theta_pitch = -4.62944mrad, theta_roll_comp = -77.0381 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1993, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39862 ms, ax =  0.0515, ay = -0.2949, az =  9.7433, gx = -0.0829 rad/s, gy = -0.0029 rad/s, gz = -0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.6852 A, I_w_roll = -53.6923 A, theta_pitch = -4.66025mrad, theta_roll_comp = -77.6167 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1994, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39882 ms, ax = -0.0252, ay = -0.4987, az =  9.7313, gx = -0.0913 rad/s, gy = -0.0033 rad/s, gz = -0.0174 rad/s, rpm_pitch =  0.0000, rpm_roll = -383.2553, I_w_pitch = -0.6680 A, I_w_roll = -56.9909 A, theta_pitch = -4.66819mrad, theta_roll_comp = -78.5230 mrad, theta_setpoint = -15.9316 mrad, 
msg = 1995, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39902 ms, ax = -0.0851, ay = -0.5958, az = 10.0897, gx = -0.0981 rad/s, gy = -0.0061 rad/s, gz =  0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -394.7527, I_w_pitch = -0.5684 A, I_w_roll = -60.2507 A, theta_pitch = -4.58687mrad, theta_roll_comp = -80.0086 mrad, theta_setpoint = -15.2095 mrad, 
msg = 1996, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39922 ms, ax =  0.0228, ay = -0.4483, az = 10.0825, gx = -0.1149 rad/s, gy = -0.0060 rad/s, gz =  0.0296 rad/s, rpm_pitch =  0.0000, rpm_roll = -394.7527, I_w_pitch = -0.5753 A, I_w_roll = -66.7239 A, theta_pitch = -4.57636mrad, theta_roll_comp = -81.5113 mrad, theta_setpoint = -15.2095 mrad, 
msg = 1997, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39942 ms, ax =  0.1079, ay = -0.3141, az =  9.6198, gx = -0.1274 rad/s, gy = -0.0046 rad/s, gz =  0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -392.5468, I_w_pitch = -0.6102 A, I_w_roll = -71.6708 A, theta_pitch = -4.69871mrad, theta_roll_comp = -83.0650 mrad, theta_setpoint = -15.3481 mrad, 
msg = 1998, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39962 ms, ax =  0.0623, ay = -0.4891, az =  9.7229, gx = -0.1427 rad/s, gy = -0.0038 rad/s, gz = -0.0007 rad/s, rpm_pitch =  0.0000, rpm_roll = -391.5775, I_w_pitch = -0.6285 A, I_w_roll = -77.7526 A, theta_pitch = -4.78948mrad, theta_roll_comp = -84.9319 mrad, theta_setpoint = -15.4089 mrad, 
msg = 1999, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    39982 ms, ax =  0.0132, ay = -0.5622, az = 10.1317, gx = -0.1500 rad/s, gy = -0.0068 rad/s, gz = -0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -391.5775, I_w_pitch = -0.5074 A, I_w_roll = -81.2453 A, theta_pitch = -4.81623mrad, theta_roll_comp = -87.2556 mrad, theta_setpoint = -15.4089 mrad, 
msg = 2000, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    40002 ms, ax =  0.1522, ay = -0.3992, az =  9.9543, gx = -0.1563 rad/s, gy = -0.0094 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -390.0401, I_w_pitch = -0.3764 A, I_w_roll = -84.3239 A, theta_pitch = -4.97882mrad, theta_roll_comp = -89.5726 mrad, theta_setpoint = -15.5055 mrad, 
msg = 2001, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    40022 ms, ax =  0.0192, ay = -0.3500, az =  9.6762, gx = -0.1794 rad/s, gy = -0.0090 rad/s, gz = -0.0281 rad/s, rpm_pitch =  0.0000, rpm_roll = -390.0401, I_w_pitch = -0.3407 A, I_w_roll = -93.3617 A, theta_pitch = -5.32341mrad, theta_roll_comp = -91.8946 mrad, theta_setpoint = -15.5055 mrad, 
msg = 2002, nerr =    6p/  28r, time steps =   10, qsz =    2, switch = on, t =    40042 ms, ax = -0.0456, ay = -0.6090, az =  9.8895, gx = -0.1976 rad/s, gy = -0.0101 rad/s, gz = -0.0395 rad/s, rpm_pitch =  0.0000, rpm_roll = -388.8369, I_w_pitch = -0.2793 A, I_w_roll = -100.8322 A, theta_pitch = -5.44899mrad, theta_roll_comp = -94.8008 mrad, theta_setpoint = -15.5810 mrad, 
