picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   82, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      822 ms, ax =  0.0611, ay = -6.4156, az =  7.6563, gx = -0.0010 rad/s, gy = -0.0162 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1531 A, I_w_roll = -137.3825 A, theta_pitch = -13.36477mrad, theta_roll_comp = -382.5641 mrad, theta_setpoint = -40.0000 mrad, 
msg =  538, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5382 ms, ax = -0.0192, ay = -6.4108, az =  7.6443, gx = -0.0017 rad/s, gy = -0.0068 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2797 A, I_w_roll = -262.5399 A, theta_pitch = 0.33273mrad, theta_roll_comp = -694.8750 mrad, theta_setpoint = -40.0000 mrad, 
msg =  539, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5392 ms, ax = -0.0156, ay = -6.4120, az =  7.6419, gx = -0.0016 rad/s, gy = -0.0068 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2725 A, I_w_roll = -262.5121 A, theta_pitch = 0.28459mrad, theta_roll_comp = -694.9221 mrad, theta_setpoint = -40.0000 mrad, 
msg =  540, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5402 ms, ax = -0.0204, ay = -6.4132, az =  7.6503, gx = -0.0014 rad/s, gy = -0.0066 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2709 A, I_w_roll = -262.4832 A, theta_pitch = 0.23886mrad, theta_roll_comp = -694.9663 mrad, theta_setpoint = -40.0000 mrad, 
msg =  541, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5412 ms, ax = -0.0156, ay = -6.4084, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0068 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2587 A, I_w_roll = -262.4048 A, theta_pitch = 0.19294mrad, theta_roll_comp = -695.0035 mrad, theta_setpoint = -40.0000 mrad, 
msg =  542, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5422 ms, ax = -0.0216, ay = -6.4120, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0069 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2466 A, I_w_roll = -262.4189 A, theta_pitch = 0.14751mrad, theta_roll_comp = -695.0386 mrad, theta_setpoint = -40.0000 mrad, 
msg =  543, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5432 ms, ax = -0.0216, ay = -6.4072, az =  7.6479, gx = -0.0014 rad/s, gy = -0.0069 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2403 A, I_w_roll = -262.5268 A, theta_pitch = 0.10550mrad, theta_roll_comp = -695.0753 mrad, theta_setpoint = -40.0000 mrad, 
msg =  544, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5442 ms, ax = -0.0228, ay = -6.4096, az =  7.6575, gx = -0.0014 rad/s, gy = -0.0070 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2287 A, I_w_roll = -262.5406 A, theta_pitch = 0.06403mrad, theta_roll_comp = -695.1100 mrad, theta_setpoint = -40.0000 mrad, 
msg =  545, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5452 ms, ax = -0.0228, ay = -6.4060, az =  7.6647, gx = -0.0014 rad/s, gy = -0.0070 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2226 A, I_w_roll = -262.5519 A, theta_pitch = 0.02305mrad, theta_roll_comp = -695.1382 mrad, theta_setpoint = -40.0000 mrad, 
msg =  546, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5462 ms, ax = -0.0156, ay = -6.4120, az =  7.6587, gx = -0.0017 rad/s, gy = -0.0070 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2157 A, I_w_roll = -262.6573 A, theta_pitch = -0.02261mrad, theta_roll_comp = -695.1688 mrad, theta_setpoint = -40.0000 mrad, 
msg =  547, nerr =   30p/  32r, time steps =    5, qsz =    2, switch = off, t =     5472 ms, ax = -0.0096, ay = -6.4120, az =  7.6623, gx = -0.0016 rad/s, gy = -0.0074 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1914 A, I_w_roll = -262.6242 A, theta_pitch = -0.07835mrad, theta_roll_comp = -695.2023 mrad, theta_setpoint = -40.0000 mrad, 
msg =  548, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5482 ms, ax = -0.0120, ay = -6.4120, az =  7.6587, gx = -0.0014 rad/s, gy = -0.0074 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1826 A, I_w_roll = -262.5903 A, theta_pitch = -0.13738mrad, theta_roll_comp = -695.2342 mrad, theta_setpoint = -40.0000 mrad, 
msg =  549, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5492 ms, ax = -0.0108, ay = -6.4012, az =  7.6563, gx = -0.0014 rad/s, gy = -0.0076 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1684 A, I_w_roll = -262.6017 A, theta_pitch = -0.19591mrad, theta_roll_comp = -695.2627 mrad, theta_setpoint = -40.0000 mrad, 
msg =  550, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5502 ms, ax = -0.0144, ay = -6.4072, az =  7.6527, gx = -0.0016 rad/s, gy = -0.0077 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1545 A, I_w_roll = -262.6601 A, theta_pitch = -0.25338mrad, theta_roll_comp = -695.2921 mrad, theta_setpoint = -40.0000 mrad, 
msg =  551, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5512 ms, ax = -0.0156, ay = -6.4048, az =  7.6563, gx = -0.0014 rad/s, gy = -0.0081 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1300 A, I_w_roll = -262.6255 A, theta_pitch = -0.31005mrad, theta_roll_comp = -695.3222 mrad, theta_setpoint = -40.0000 mrad, 
msg =  552, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5522 ms, ax = -0.0156, ay = -6.3940, az =  7.6587, gx = -0.0013 rad/s, gy = -0.0082 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1160 A, I_w_roll = -262.5874 A, theta_pitch = -0.36797mrad, theta_roll_comp = -695.3434 mrad, theta_setpoint = -40.0000 mrad, 
msg =  553, nerr =   30p/  33r, time steps =    5, qsz =    2, switch = off, t =     5532 ms, ax = -0.0156, ay = -6.3940, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0081 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1127 A, I_w_roll = -262.5479 A, theta_pitch = -0.42524mrad, theta_roll_comp = -695.3611 mrad, theta_setpoint = -40.0000 mrad, 
msg =  554, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5542 ms, ax = -0.0108, ay = -6.3964, az =  7.6539, gx = -0.0010 rad/s, gy = -0.0082 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0984 A, I_w_roll = -262.5086 A, theta_pitch = -0.48532mrad, theta_roll_comp = -695.3795 mrad, theta_setpoint = -40.0000 mrad, 
msg =  555, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5552 ms, ax = -0.0180, ay = -6.3964, az =  7.6419, gx = -0.0013 rad/s, gy = -0.0080 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1006 A, I_w_roll = -262.6111 A, theta_pitch = -0.54191mrad, theta_roll_comp = -695.4027 mrad, theta_setpoint = -40.0000 mrad, 
msg =  556, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5562 ms, ax = -0.0168, ay = -6.3952, az =  7.6419, gx = -0.0012 rad/s, gy = -0.0081 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0874 A, I_w_roll = -262.5752 A, theta_pitch = -0.59388mrad, theta_roll_comp = -695.4294 mrad, theta_setpoint = -40.0000 mrad, 
msg =  557, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5572 ms, ax = -0.0204, ay = -6.3988, az =  7.6455, gx = -0.0013 rad/s, gy = -0.0078 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0908 A, I_w_roll = -262.6324 A, theta_pitch = -0.64273mrad, theta_roll_comp = -695.4559 mrad, theta_setpoint = -40.0000 mrad, 
msg =  558, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5582 ms, ax = -0.0204, ay = -6.3940, az =  7.6479, gx = -0.0014 rad/s, gy = -0.0080 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0786 A, I_w_roll = -262.6890 A, theta_pitch = -0.68841mrad, theta_roll_comp = -695.4808 mrad, theta_setpoint = -40.0000 mrad, 
msg =  559, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5592 ms, ax = -0.0180, ay = -6.3988, az =  7.6527, gx = -0.0014 rad/s, gy = -0.0080 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0715 A, I_w_roll = -262.6982 A, theta_pitch = -0.73596mrad, theta_roll_comp = -695.5039 mrad, theta_setpoint = -40.0000 mrad, 
msg =  560, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5602 ms, ax = -0.0144, ay = -6.4036, az =  7.6467, gx = -0.0016 rad/s, gy = -0.0082 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0529 A, I_w_roll = -262.7560 A, theta_pitch = -0.78841mrad, theta_roll_comp = -695.5318 mrad, theta_setpoint = -40.0000 mrad, 
msg =  561, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5612 ms, ax = -0.0096, ay = -6.3952, az =  7.6491, gx = -0.0017 rad/s, gy = -0.0084 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0387 A, I_w_roll = -262.8138 A, theta_pitch = -0.84780mrad, theta_roll_comp = -695.5601 mrad, theta_setpoint = -40.0000 mrad, 
msg =  562, nerr =   30p/  34r, time steps =    5, qsz =    2, switch = off, t =     5622 ms, ax = -0.0144, ay = -6.4012, az =  7.6503, gx = -0.0018 rad/s, gy = -0.0086 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0190 A, I_w_roll = -262.8715 A, theta_pitch = -0.90814mrad, theta_roll_comp = -695.5876 mrad, theta_setpoint = -40.0000 mrad, 
msg =  563, nerr =   30p/  34r, time steps =    5, qsz =    3, switch = off, t =     5632 ms, ax = -0.0156, ay = -6.4072, az =  7.6611, gx = -0.0018 rad/s, gy = -0.0086 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0104 A, I_w_roll = -262.8829 A, theta_pitch = -0.96544mrad, theta_roll_comp = -695.6160 mrad, theta_setpoint = -40.0000 mrad, 
msg =  564, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5642 ms, ax = -0.0144, ay = -6.4084, az =  7.6635, gx = -0.0016 rad/s, gy = -0.0086 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0019 A, I_w_roll = -262.7997 A, theta_pitch = -1.02228mrad, theta_roll_comp = -695.6412 mrad, theta_setpoint = -40.0000 mrad, 
msg =  565, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5652 ms, ax = -0.0120, ay = -6.4096, az =  7.6647, gx = -0.0014 rad/s, gy = -0.0088 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9876 A, I_w_roll = -262.7623 A, theta_pitch = -1.08168mrad, theta_roll_comp = -695.6641 mrad, theta_setpoint = -40.0000 mrad, 
msg =  566, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5662 ms, ax = -0.0168, ay = -6.4096, az =  7.6551, gx = -0.0013 rad/s, gy = -0.0085 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9899 A, I_w_roll = -262.7256 A, theta_pitch = -1.13771mrad, theta_roll_comp = -695.6888 mrad, theta_setpoint = -40.0000 mrad, 
msg =  567, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5672 ms, ax = -0.0156, ay = -6.4108, az =  7.6563, gx = -0.0010 rad/s, gy = -0.0084 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9875 A, I_w_roll = -262.6425 A, theta_pitch = -1.18921mrad, theta_roll_comp = -695.7140 mrad, theta_setpoint = -40.0000 mrad, 
msg =  568, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5682 ms, ax = -0.0168, ay = -6.4048, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9745 A, I_w_roll = -262.6986 A, theta_pitch = -1.24019mrad, theta_roll_comp = -695.7379 mrad, theta_setpoint = -40.0000 mrad, 
msg =  569, nerr =   31p/  35r, time steps =    5, qsz =    2, switch = off, t =     5692 ms, ax = -0.0144, ay = -6.4096, az =  7.6539, gx = -0.0010 rad/s, gy = -0.0085 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9667 A, I_w_roll = -262.6616 A, theta_pitch = -1.29223mrad, theta_roll_comp = -695.7618 mrad, theta_setpoint = -40.0000 mrad, 
msg =  570, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5702 ms, ax = -0.0120, ay = -6.4084, az =  7.6479, gx = -0.0010 rad/s, gy = -0.0084 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9640 A, I_w_roll = -262.6718 A, theta_pitch = -1.34616mrad, theta_roll_comp = -695.7874 mrad, theta_setpoint = -40.0000 mrad, 
msg =  571, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5712 ms, ax = -0.0108, ay = -6.4108, az =  7.6431, gx = -0.0014 rad/s, gy = -0.0085 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9503 A, I_w_roll = -262.8242 A, theta_pitch = -1.40191mrad, theta_roll_comp = -695.8188 mrad, theta_setpoint = -40.0000 mrad, 
msg =  572, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5722 ms, ax = -0.0060, ay = -6.4144, az =  7.6443, gx = -0.0012 rad/s, gy = -0.0084 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9467 A, I_w_roll = -262.7450 A, theta_pitch = -1.46112mrad, theta_roll_comp = -695.8539 mrad, theta_setpoint = -40.0000 mrad, 
msg =  573, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5732 ms, ax = -0.0072, ay = -6.4144, az =  7.6503, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9323 A, I_w_roll = -262.7579 A, theta_pitch = -1.52186mrad, theta_roll_comp = -695.8861 mrad, theta_setpoint = -40.0000 mrad, 
msg =  574, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5742 ms, ax = -0.0084, ay = -6.4096, az =  7.6407, gx = -0.0013 rad/s, gy = -0.0085 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.9234 A, I_w_roll = -262.8174 A, theta_pitch = -1.58105mrad, theta_roll_comp = -695.9184 mrad, theta_setpoint = -40.0000 mrad, 
msg =  575, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5752 ms, ax = -0.0060, ay = -6.3988, az =  7.6491, gx = -0.0013 rad/s, gy = -0.0089 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8982 A, I_w_roll = -262.8279 A, theta_pitch = -1.64276mrad, theta_roll_comp = -695.9445 mrad, theta_setpoint = -40.0000 mrad, 
msg =  576, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5762 ms, ax = -0.0060, ay = -6.4000, az =  7.6539, gx = -0.0012 rad/s, gy = -0.0089 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8885 A, I_w_roll = -262.7884 A, theta_pitch = -1.70713mrad, theta_roll_comp = -695.9625 mrad, theta_setpoint = -40.0000 mrad, 
msg =  577, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5772 ms, ax = -0.0096, ay = -6.3976, az =  7.6563, gx = -0.0013 rad/s, gy = -0.0089 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8793 A, I_w_roll = -262.8409 A, theta_pitch = -1.76834mrad, theta_roll_comp = -695.9773 mrad, theta_setpoint = -40.0000 mrad, 
msg =  578, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5782 ms, ax = -0.0144, ay = -6.3964, az =  7.6599, gx = -0.0013 rad/s, gy = -0.0088 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8765 A, I_w_roll = -262.8458 A, theta_pitch = -1.82268mrad, theta_roll_comp = -695.9895 mrad, theta_setpoint = -40.0000 mrad, 
msg =  579, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5792 ms, ax = -0.0084, ay = -6.4012, az =  7.6563, gx = -0.0010 rad/s, gy = -0.0084 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8846 A, I_w_roll = -262.7575 A, theta_pitch = -1.87507mrad, theta_roll_comp = -696.0017 mrad, theta_setpoint = -40.0000 mrad, 
msg =  580, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5802 ms, ax = -0.0072, ay = -6.4060, az =  7.6551, gx = -0.0013 rad/s, gy = -0.0085 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8710 A, I_w_roll = -262.8577 A, theta_pitch = -1.93023mrad, theta_roll_comp = -696.0192 mrad, theta_setpoint = -40.0000 mrad, 
msg =  581, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5812 ms, ax =  0.0024, ay = -6.4084, az =  7.6587, gx = -0.0014 rad/s, gy = -0.0086 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8562 A, I_w_roll = -262.9127 A, theta_pitch = -1.99358mrad, theta_roll_comp = -696.0402 mrad, theta_setpoint = -40.0000 mrad, 
msg =  582, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5822 ms, ax =  0.0036, ay = -6.4048, az =  7.6551, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8511 A, I_w_roll = -262.8274 A, theta_pitch = -2.06284mrad, theta_roll_comp = -696.0599 mrad, theta_setpoint = -40.0000 mrad, 
msg =  583, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5832 ms, ax =  0.0036, ay = -6.4072, az =  7.6575, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8408 A, I_w_roll = -262.8347 A, theta_pitch = -2.13157mrad, theta_roll_comp = -696.0782 mrad, theta_setpoint = -40.0000 mrad, 
msg =  584, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5842 ms, ax =  0.0012, ay = -6.4048, az =  7.6527, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8309 A, I_w_roll = -262.8422 A, theta_pitch = -2.19787mrad, theta_roll_comp = -696.0969 mrad, theta_setpoint = -40.0000 mrad, 
msg =  585, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5852 ms, ax =  0.0096, ay = -6.4012, az =  7.6479, gx = -0.0012 rad/s, gy = -0.0088 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8095 A, I_w_roll = -262.8499 A, theta_pitch = -2.26937mrad, theta_roll_comp = -696.1163 mrad, theta_setpoint = -40.0000 mrad, 
msg =  586, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5862 ms, ax =  0.0108, ay = -6.4000, az =  7.6431, gx = -0.0012 rad/s, gy = -0.0085 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8087 A, I_w_roll = -262.8581 A, theta_pitch = -2.34589mrad, theta_roll_comp = -696.1367 mrad, theta_setpoint = -40.0000 mrad, 
msg =  587, nerr =   32p/  36r, time steps =    5, qsz =    2, switch = off, t =     5872 ms, ax =  0.0108, ay = -6.4024, az =  7.6395, gx = -0.0010 rad/s, gy = -0.0082 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8082 A, I_w_roll = -262.8206 A, theta_pitch = -2.41976mrad, theta_roll_comp = -696.1594 mrad, theta_setpoint = -40.0000 mrad, 
msg =  588, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5882 ms, ax =  0.0120, ay = -6.3940, az =  7.6491, gx = -0.0012 rad/s, gy = -0.0078 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8136 A, I_w_roll = -262.8744 A, theta_pitch = -2.49031mrad, theta_roll_comp = -696.1773 mrad, theta_setpoint = -40.0000 mrad, 
msg =  589, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5892 ms, ax =  0.0108, ay = -6.4012, az =  7.6599, gx = -0.0013 rad/s, gy = -0.0078 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8035 A, I_w_roll = -262.9258 A, theta_pitch = -2.55820mrad, theta_roll_comp = -696.1896 mrad, theta_setpoint = -40.0000 mrad, 
msg =  590, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5902 ms, ax =  0.0060, ay = -6.4024, az =  7.6563, gx = -0.0013 rad/s, gy = -0.0078 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7940 A, I_w_roll = -262.9314 A, theta_pitch = -2.62131mrad, theta_roll_comp = -696.2035 mrad, theta_setpoint = -40.0000 mrad, 
msg =  591, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5912 ms, ax =  0.0072, ay = -6.3976, az =  7.6527, gx = -0.0017 rad/s, gy = -0.0078 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7849 A, I_w_roll = -263.0779 A, theta_pitch = -2.68179mrad, theta_roll_comp = -696.2201 mrad, theta_setpoint = -40.0000 mrad, 
msg =  592, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5922 ms, ax =  0.0108, ay = -6.4060, az =  7.6575, gx = -0.0016 rad/s, gy = -0.0081 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7646 A, I_w_roll = -263.0388 A, theta_pitch = -2.74629mrad, theta_roll_comp = -696.2390 mrad, theta_setpoint = -40.0000 mrad, 
msg =  593, nerr =   33p/  36r, time steps =    5, qsz =    2, switch = off, t =     5932 ms, ax =  0.0120, ay = -6.4132, az =  7.6551, gx = -0.0014 rad/s, gy = -0.0078 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7652 A, I_w_roll = -263.0013 A, theta_pitch = -2.81300mrad, theta_roll_comp = -696.2617 mrad, theta_setpoint = -40.0000 mrad, 
msg =  594, nerr =   34p/  36r, time steps =    5, qsz =    2, switch = off, t =     5942 ms, ax =  0.0144, ay = -6.4000, az =  7.6575, gx = -0.0014 rad/s, gy = -0.0077 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7606 A, I_w_roll = -263.0088 A, theta_pitch = -2.87944mrad, theta_roll_comp = -696.2804 mrad, theta_setpoint = -40.0000 mrad, 
msg =  595, nerr =   34p/  36r, time steps =    5, qsz =    2, switch = off, t =     5952 ms, ax =  0.0132, ay = -6.4012, az =  7.6623, gx = -0.0016 rad/s, gy = -0.0074 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7616 A, I_w_roll = -263.0605 A, theta_pitch = -2.94382mrad, theta_roll_comp = -696.2932 mrad, theta_setpoint = -40.0000 mrad, 
msg =  596, nerr =   34p/  36r, time steps =    5, qsz =    2, switch = off, t =     5962 ms, ax =  0.0168, ay = -6.4120, az =  7.6635, gx = -0.0012 rad/s, gy = -0.0073 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.7574 A, I_w_roll = -262.9264 A, theta_pitch = -3.00737mrad, theta_roll_comp = -696.3074 mrad, theta_setpoint = -40.0000 mrad, 
