picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   86, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      862 ms, ax =  0.4447, ay =  1.3114, az =  9.7732, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7289 A, I_w_roll = 44.1117 A, theta_pitch = -27.38550mrad, theta_roll_comp = 74.3172 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1837, nerr =  130p/ 151r, time steps =    5, qsz =    2, switch = off, t =    18372 ms, ax =  0.4291, ay =  1.3186, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0038 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8670 A, I_w_roll = 66.6328 A, theta_pitch = -48.09332mrad, theta_roll_comp = 130.3868 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1838, nerr =  130p/ 151r, time steps =    5, qsz =    2, switch = off, t =    18382 ms, ax =  0.4255, ay =  1.3210, az =  9.7553, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8554 A, I_w_roll = 66.5849 A, theta_pitch = -48.08690mrad, theta_roll_comp = 130.3836 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1839, nerr =  130p/ 151r, time steps =    5, qsz =    2, switch = off, t =    18392 ms, ax =  0.4279, ay =  1.3210, az =  9.7649, gx = -0.0043 rad/s, gy = -0.0036 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8542 A, I_w_roll = 66.6304 A, theta_pitch = -48.07869mrad, theta_roll_comp = 130.3810 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1840, nerr =  130p/ 151r, time steps =    5, qsz =    2, switch = off, t =    18402 ms, ax =  0.4303, ay =  1.3222, az =  9.7577, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8533 A, I_w_roll = 66.5830 A, theta_pitch = -48.07298mrad, theta_roll_comp = 130.3788 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1841, nerr =  130p/ 151r, time steps =    5, qsz =    2, switch = off, t =    18412 ms, ax =  0.4351, ay =  1.3210, az =  9.7613, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8368 A, I_w_roll = 66.5819 A, theta_pitch = -48.06901mrad, theta_roll_comp = 130.3761 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1842, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18422 ms, ax =  0.4339, ay =  1.3162, az =  9.7637, gx = -0.0042 rad/s, gy = -0.0033 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8415 A, I_w_roll = 66.6732 A, theta_pitch = -48.06541mrad, theta_roll_comp = 130.3713 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1843, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18432 ms, ax =  0.4315, ay =  1.3198, az =  9.7673, gx = -0.0041 rad/s, gy = -0.0034 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8462 A, I_w_roll = 66.7184 A, theta_pitch = -48.06117mrad, theta_roll_comp = 130.3679 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1844, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18442 ms, ax =  0.4339, ay =  1.3150, az =  9.7792, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8511 A, I_w_roll = 66.5758 A, theta_pitch = -48.05811mrad, theta_roll_comp = 130.3609 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1845, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18452 ms, ax =  0.4363, ay =  1.3174, az =  9.7744, gx = -0.0046 rad/s, gy = -0.0036 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8511 A, I_w_roll = 66.5249 A, theta_pitch = -48.05800mrad, theta_roll_comp = 130.3501 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1846, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18462 ms, ax =  0.4423, ay =  1.3246, az =  9.7721, gx = -0.0046 rad/s, gy = -0.0036 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8517 A, I_w_roll = 66.5226 A, theta_pitch = -48.06246mrad, theta_roll_comp = 130.3443 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1847, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18472 ms, ax =  0.4435, ay =  1.3306, az =  9.7732, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8475 A, I_w_roll = 66.6167 A, theta_pitch = -48.06967mrad, theta_roll_comp = 130.3466 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1848, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18482 ms, ax =  0.4387, ay =  1.3342, az =  9.7732, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8536 A, I_w_roll = 66.5731 A, theta_pitch = -48.07480mrad, theta_roll_comp = 130.3540 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1849, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18492 ms, ax =  0.4363, ay =  1.3318, az =  9.7697, gx = -0.0045 rad/s, gy = -0.0041 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8757 A, I_w_roll = 66.5760 A, theta_pitch = -48.07988mrad, theta_roll_comp = 130.3614 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1850, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18502 ms, ax =  0.4327, ay =  1.3258, az =  9.7637, gx = -0.0043 rad/s, gy = -0.0038 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8655 A, I_w_roll = 66.6243 A, theta_pitch = -48.08305mrad, theta_roll_comp = 130.3657 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1851, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18512 ms, ax =  0.4387, ay =  1.3258, az =  9.7721, gx = -0.0045 rad/s, gy = -0.0038 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8660 A, I_w_roll = 66.5782 A, theta_pitch = -48.08645mrad, theta_roll_comp = 130.3668 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1852, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18522 ms, ax =  0.4375, ay =  1.3270, az =  9.7685, gx = -0.0045 rad/s, gy = -0.0038 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8668 A, I_w_roll = 66.5786 A, theta_pitch = -48.09194mrad, theta_roll_comp = 130.3677 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1853, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18532 ms, ax =  0.4399, ay =  1.3258, az =  9.7589, gx = -0.0047 rad/s, gy = -0.0036 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8569 A, I_w_roll = 66.4855 A, theta_pitch = -48.09699mrad, theta_roll_comp = 130.3681 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1854, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18542 ms, ax =  0.4411, ay =  1.3294, az =  9.7649, gx = -0.0046 rad/s, gy = -0.0034 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8523 A, I_w_roll = 66.5326 A, theta_pitch = -48.10190mrad, theta_roll_comp = 130.3694 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1855, nerr =  130p/ 152r, time steps =    5, qsz =    2, switch = off, t =    18552 ms, ax =  0.4339, ay =  1.3306, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8634 A, I_w_roll = 66.6283 A, theta_pitch = -48.10436mrad, theta_roll_comp = 130.3755 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1856, nerr =  130p/ 153r, time steps =    5, qsz =    2, switch = off, t =    18562 ms, ax =  0.4411, ay =  1.3246, az =  9.7529, gx = -0.0042 rad/s, gy = -0.0040 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8749 A, I_w_roll = 66.6773 A, theta_pitch = -48.11020mrad, theta_roll_comp = 130.3816 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1857, nerr =  130p/ 153r, time steps =    5, qsz =    2, switch = off, t =    18572 ms, ax =  0.4375, ay =  1.3234, az =  9.7517, gx = -0.0042 rad/s, gy = -0.0036 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8599 A, I_w_roll = 66.6786 A, theta_pitch = -48.11658mrad, theta_roll_comp = 130.3849 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1858, nerr =  130p/ 153r, time steps =    5, qsz =    2, switch = off, t =    18582 ms, ax =  0.4351, ay =  1.3234, az =  9.7541, gx = -0.0042 rad/s, gy = -0.0033 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8492 A, I_w_roll = 66.6797 A, theta_pitch = -48.11658mrad, theta_roll_comp = 130.3876 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1859, nerr =  130p/ 153r, time steps =    5, qsz =    2, switch = off, t =    18592 ms, ax =  0.4375, ay =  1.3186, az =  9.7637, gx = -0.0042 rad/s, gy = -0.0032 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8436 A, I_w_roll = 66.6794 A, theta_pitch = -48.11454mrad, theta_roll_comp = 130.3868 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1860, nerr =  130p/ 153r, time steps =    5, qsz =    2, switch = off, t =    18602 ms, ax =  0.4363, ay =  1.3186, az =  9.7577, gx = -0.0043 rad/s, gy = -0.0032 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8432 A, I_w_roll = 66.6312 A, theta_pitch = -48.11231mrad, theta_roll_comp = 130.3829 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1861, nerr =  130p/ 153r, time steps =    5, qsz =    3, switch = off, t =    18612 ms, ax =  0.4315, ay =  1.3234, az =  9.7613, gx = -0.0042 rad/s, gy = -0.0036 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8587 A, I_w_roll = 66.6774 A, theta_pitch = -48.10910mrad, theta_roll_comp = 130.3819 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1862, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18622 ms, ax =  0.4291, ay =  1.3258, az =  9.7601, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8526 A, I_w_roll = 66.6317 A, theta_pitch = -48.10343mrad, theta_roll_comp = 130.3842 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1863, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18632 ms, ax =  0.4279, ay =  1.3318, az =  9.7601, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8459 A, I_w_roll = 66.6341 A, theta_pitch = -48.09474mrad, theta_roll_comp = 130.3902 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1864, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18642 ms, ax =  0.4315, ay =  1.3342, az =  9.7625, gx = -0.0041 rad/s, gy = -0.0036 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8556 A, I_w_roll = 66.7319 A, theta_pitch = -48.08829mrad, theta_roll_comp = 130.4015 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1865, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18652 ms, ax =  0.4327, ay =  1.3306, az =  9.7577, gx = -0.0041 rad/s, gy = -0.0038 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8661 A, I_w_roll = 66.7366 A, theta_pitch = -48.08696mrad, theta_roll_comp = 130.4132 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1866, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18662 ms, ax =  0.4315, ay =  1.3234, az =  9.7625, gx = -0.0039 rad/s, gy = -0.0037 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8606 A, I_w_roll = 66.7859 A, theta_pitch = -48.08605mrad, theta_roll_comp = 130.4200 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1867, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18672 ms, ax =  0.4351, ay =  1.3210, az =  9.7685, gx = -0.0041 rad/s, gy = -0.0033 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8443 A, I_w_roll = 66.7398 A, theta_pitch = -48.08356mrad, theta_roll_comp = 130.4212 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1868, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18682 ms, ax =  0.4339, ay =  1.3186, az =  9.7756, gx = -0.0041 rad/s, gy = -0.0034 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8492 A, I_w_roll = 66.7387 A, theta_pitch = -48.08071mrad, theta_roll_comp = 130.4185 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1869, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18692 ms, ax =  0.4327, ay =  1.3174, az =  9.7756, gx = -0.0042 rad/s, gy = -0.0032 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8378 A, I_w_roll = 66.6898 A, theta_pitch = -48.07571mrad, theta_roll_comp = 130.4130 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1870, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18702 ms, ax =  0.4339, ay =  1.3174, az =  9.7661, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8586 A, I_w_roll = 66.6406 A, theta_pitch = -48.07272mrad, theta_roll_comp = 130.4063 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1871, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18712 ms, ax =  0.4387, ay =  1.3234, az =  9.7565, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8482 A, I_w_roll = 66.6863 A, theta_pitch = -48.07438mrad, theta_roll_comp = 130.4042 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1872, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18722 ms, ax =  0.4375, ay =  1.3258, az =  9.7493, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8594 A, I_w_roll = 66.6879 A, theta_pitch = -48.07821mrad, theta_roll_comp = 130.4080 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1873, nerr =  130p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18732 ms, ax =  0.4279, ay =  1.3234, az =  9.7481, gx = -0.0041 rad/s, gy = -0.0034 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8485 A, I_w_roll = 66.7364 A, theta_pitch = -48.07625mrad, theta_roll_comp = 130.4129 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1874, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18742 ms, ax =  0.4291, ay =  1.3210, az =  9.7469, gx = -0.0039 rad/s, gy = -0.0036 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8529 A, I_w_roll = 66.7846 A, theta_pitch = -48.06990mrad, theta_roll_comp = 130.4167 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1875, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18752 ms, ax =  0.4255, ay =  1.3210, az =  9.7505, gx = -0.0041 rad/s, gy = -0.0037 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8572 A, I_w_roll = 66.7390 A, theta_pitch = -48.06347mrad, theta_roll_comp = 130.4192 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1876, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18762 ms, ax =  0.4291, ay =  1.3210, az =  9.7565, gx = -0.0041 rad/s, gy = -0.0038 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8618 A, I_w_roll = 66.7394 A, theta_pitch = -48.05849mrad, theta_roll_comp = 130.4203 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1877, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18772 ms, ax =  0.4351, ay =  1.3162, az =  9.7493, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8456 A, I_w_roll = 66.6920 A, theta_pitch = -48.05707mrad, theta_roll_comp = 130.4184 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1878, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18782 ms, ax =  0.4375, ay =  1.3198, az =  9.7565, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8566 A, I_w_roll = 66.5971 A, theta_pitch = -48.05937mrad, theta_roll_comp = 130.4140 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1879, nerr =  131p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18792 ms, ax =  0.4363, ay =  1.3198, az =  9.7565, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8572 A, I_w_roll = 66.6422 A, theta_pitch = -48.06318mrad, theta_roll_comp = 130.4104 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1880, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18802 ms, ax =  0.4303, ay =  1.3198, az =  9.7613, gx = -0.0041 rad/s, gy = -0.0034 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8463 A, I_w_roll = 66.7346 A, theta_pitch = -48.06156mrad, theta_roll_comp = 130.4084 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1881, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18812 ms, ax =  0.4339, ay =  1.3186, az =  9.7673, gx = -0.0042 rad/s, gy = -0.0034 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8457 A, I_w_roll = 66.6869 A, theta_pitch = -48.05763mrad, theta_roll_comp = 130.4057 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1882, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18822 ms, ax =  0.4303, ay =  1.3234, az =  9.7625, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8559 A, I_w_roll = 66.6395 A, theta_pitch = -48.05488mrad, theta_roll_comp = 130.4036 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1883, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18832 ms, ax =  0.4291, ay =  1.3222, az =  9.7685, gx = -0.0046 rad/s, gy = -0.0037 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8554 A, I_w_roll = 66.5452 A, theta_pitch = -48.05099mrad, theta_roll_comp = 130.4010 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1884, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18842 ms, ax =  0.4399, ay =  1.3138, az =  9.7517, gx = -0.0043 rad/s, gy = -0.0036 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8502 A, I_w_roll = 66.6358 A, theta_pitch = -48.05209mrad, theta_roll_comp = 130.3943 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1885, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18852 ms, ax =  0.4459, ay =  1.3162, az =  9.7529, gx = -0.0045 rad/s, gy = -0.0038 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8624 A, I_w_roll = 66.5861 A, theta_pitch = -48.06264mrad, theta_roll_comp = 130.3866 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1886, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18862 ms, ax =  0.4447, ay =  1.3210, az =  9.7553, gx = -0.0045 rad/s, gy = -0.0040 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8699 A, I_w_roll = 66.5842 A, theta_pitch = -48.07712mrad, theta_roll_comp = 130.3818 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1887, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18872 ms, ax =  0.4423, ay =  1.3258, az =  9.7601, gx = -0.0043 rad/s, gy = -0.0042 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8827 A, I_w_roll = 66.6309 A, theta_pitch = -48.09146mrad, theta_roll_comp = 130.3820 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1888, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18882 ms, ax =  0.4375, ay =  1.3198, az =  9.7613, gx = -0.0045 rad/s, gy = -0.0042 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8845 A, I_w_roll = 66.5838 A, theta_pitch = -48.10301mrad, theta_roll_comp = 130.3809 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1889, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18892 ms, ax =  0.4339, ay =  1.3270, az =  9.7589, gx = -0.0047 rad/s, gy = -0.0042 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8855 A, I_w_roll = 66.4898 A, theta_pitch = -48.11026mrad, theta_roll_comp = 130.3788 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1890, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18902 ms, ax =  0.4339, ay =  1.3222, az =  9.7553, gx = -0.0047 rad/s, gy = -0.0040 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8755 A, I_w_roll = 66.4889 A, theta_pitch = -48.11443mrad, theta_roll_comp = 130.3767 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1891, nerr =  132p/ 154r, time steps =    5, qsz =    2, switch = off, t =    18912 ms, ax =  0.4339, ay =  1.3174, az =  9.7601, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8651 A, I_w_roll = 66.5799 A, theta_pitch = -48.11587mrad, theta_roll_comp = 130.3711 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1892, nerr =  132p/ 155r, time steps =    5, qsz =    2, switch = off, t =    18922 ms, ax =  0.4351, ay =  1.3222, az =  9.7673, gx = -0.0042 rad/s, gy = -0.0036 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8597 A, I_w_roll = 66.6718 A, theta_pitch = -48.11572mrad, theta_roll_comp = 130.3677 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1893, nerr =  132p/ 155r, time steps =    5, qsz =    2, switch = off, t =    18932 ms, ax =  0.4279, ay =  1.3162, az =  9.7756, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8645 A, I_w_roll = 66.5763 A, theta_pitch = -48.11196mrad, theta_roll_comp = 130.3622 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1894, nerr =  133p/ 155r, time steps =    5, qsz =    2, switch = off, t =    18942 ms, ax =  0.4315, ay =  1.3210, az =  9.7661, gx = -0.0043 rad/s, gy = -0.0038 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8693 A, I_w_roll = 66.6205 A, theta_pitch = -48.10819mrad, theta_roll_comp = 130.3561 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1895, nerr =  133p/ 155r, time steps =    5, qsz =    2, switch = off, t =    18952 ms, ax =  0.4351, ay =  1.3198, az =  9.7661, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8639 A, I_w_roll = 66.5723 A, theta_pitch = -48.10822mrad, theta_roll_comp = 130.3522 mrad, theta_setpoint = -40.0000 mrad, 
