picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -0.0000, rpm_roll =  0.0000, I_w_pitch =  0.0000 A, I_w_roll = 8893892.0000 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = 47223.9258 mrad, 
msg =  545, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    10902 ms, ax =  0.1391, ay = -0.2517, az =  9.9950, gx = -0.0013 rad/s, gy =  0.0119 rad/s, gz = -0.0466 rad/s, rpm_pitch =  0.0000, rpm_roll = -165.2406, I_w_pitch =  0.2213 A, I_w_roll =  0.1098 A, theta_pitch = -14.64486mrad, theta_roll_comp = -28.2234 mrad, theta_setpoint = -29.6229 mrad, 
msg =  546, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    10922 ms, ax =  0.0839, ay = -0.3153, az =  9.9710, gx = -0.0021 rad/s, gy =  0.0122 rad/s, gz = -0.0399 rad/s, rpm_pitch =  0.0000, rpm_roll = -165.2406, I_w_pitch =  0.1606 A, I_w_roll = -0.1956 A, theta_pitch = -14.31126mrad, theta_roll_comp = -28.2877 mrad, theta_setpoint = -29.6229 mrad, 
msg =  547, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    10942 ms, ax =  0.1462, ay = -0.3225, az =  9.9998, gx = -0.0014 rad/s, gy =  0.0120 rad/s, gz = -0.0226 rad/s, rpm_pitch =  0.0000, rpm_roll = -163.8703, I_w_pitch =  0.1171 A, I_w_roll =  0.0272 A, theta_pitch = -13.98607mrad, theta_roll_comp = -28.3994 mrad, theta_setpoint = -29.7089 mrad, 
msg =  548, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    10962 ms, ax =  0.1462, ay = -0.3608, az =  9.9626, gx = -0.0012 rad/s, gy =  0.0104 rad/s, gz =  0.0009 rad/s, rpm_pitch =  0.0000, rpm_roll = -163.8703, I_w_pitch =  0.1456 A, I_w_roll =  0.0658 A, theta_pitch = -13.74947mrad, theta_roll_comp = -28.5360 mrad, theta_setpoint = -29.7089 mrad, 
msg =  549, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    10982 ms, ax =  0.1175, ay = -0.3392, az =  9.9626, gx = -0.0006 rad/s, gy =  0.0084 rad/s, gz =  0.0206 rad/s, rpm_pitch =  0.0000, rpm_roll = -162.4666, I_w_pitch =  0.1977 A, I_w_roll =  0.2288 A, theta_pitch = -13.56469mrad, theta_roll_comp = -28.6825 mrad, theta_setpoint = -29.7971 mrad, 
msg =  550, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11002 ms, ax =  0.1822, ay = -0.2613, az =  9.9734, gx = -0.0006 rad/s, gy =  0.0059 rad/s, gz =  0.0262 rad/s, rpm_pitch =  0.0000, rpm_roll = -162.1992, I_w_pitch =  0.2771 A, I_w_roll =  0.2209 A, theta_pitch = -13.41892mrad, theta_roll_comp = -28.7190 mrad, theta_setpoint = -29.8139 mrad, 
msg =  551, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11022 ms, ax =  0.2182, ay = -0.2553, az =  9.9615, gx = -0.0005 rad/s, gy =  0.0031 rad/s, gz =  0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -162.1992, I_w_pitch =  0.3854 A, I_w_roll =  0.2800 A, theta_pitch = -13.39571mrad, theta_roll_comp = -28.6878 mrad, theta_setpoint = -29.8139 mrad, 
msg =  552, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11042 ms, ax =  0.1438, ay = -0.2038, az =  9.9926, gx = -0.0013 rad/s, gy =  0.0027 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll = -161.1631, I_w_pitch =  0.4152 A, I_w_roll =  0.0778 A, theta_pitch = -13.48769mrad, theta_roll_comp = -28.5593 mrad, theta_setpoint = -29.8790 mrad, 
msg =  553, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11062 ms, ax =  0.1079, ay = -0.2326, az =  9.9722, gx = -0.0018 rad/s, gy =  0.0027 rad/s, gz = -0.0281 rad/s, rpm_pitch =  0.0000, rpm_roll = -161.1631, I_w_pitch =  0.4148 A, I_w_roll = -0.0689 A, theta_pitch = -13.48532mrad, theta_roll_comp = -28.4600 mrad, theta_setpoint = -29.8790 mrad, 
msg =  554, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11082 ms, ax =  0.0683, ay = -0.2685, az = 10.0142, gx = -0.0016 rad/s, gy =  0.0044 rad/s, gz = -0.0429 rad/s, rpm_pitch =  0.0000, rpm_roll = -160.2607, I_w_pitch =  0.3238 A, I_w_roll =  0.0699 A, theta_pitch = -13.33998mrad, theta_roll_comp = -28.4027 mrad, theta_setpoint = -29.9356 mrad, 
msg =  555, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11102 ms, ax =  0.1139, ay = -0.2613, az =  9.9662, gx = -0.0021 rad/s, gy =  0.0058 rad/s, gz = -0.0431 rad/s, rpm_pitch =  0.0000, rpm_roll = -159.5254, I_w_pitch =  0.2465 A, I_w_roll = -0.1147 A, theta_pitch = -13.17992mrad, theta_roll_comp = -28.4445 mrad, theta_setpoint = -29.9818 mrad, 
msg =  556, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11122 ms, ax =  0.0611, ay = -0.3380, az =  9.9782, gx = -0.0018 rad/s, gy =  0.0079 rad/s, gz = -0.0297 rad/s, rpm_pitch =  0.0000, rpm_roll = -159.5254, I_w_pitch =  0.1301 A, I_w_roll = -0.0610 A, theta_pitch = -12.97165mrad, theta_roll_comp = -28.5431 mrad, theta_setpoint = -29.9818 mrad, 
msg =  557, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11142 ms, ax =  0.0024, ay = -0.3500, az =  9.9950, gx = -0.0005 rad/s, gy =  0.0106 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -158.4893, I_w_pitch = -0.0296 A, I_w_roll =  0.3697 A, theta_pitch = -12.61750mrad, theta_roll_comp = -28.6965 mrad, theta_setpoint = -30.0469 mrad, 
msg =  558, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11162 ms, ax =  0.0659, ay = -0.3057, az =  9.9842, gx =  0.0002 rad/s, gy =  0.0119 rad/s, gz =  0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -158.1885, I_w_pitch = -0.1388 A, I_w_roll =  0.5790 A, theta_pitch = -12.24439mrad, theta_roll_comp = -28.7748 mrad, theta_setpoint = -30.0658 mrad, 
msg =  559, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11182 ms, ax =  0.1474, ay = -0.3069, az =  9.9626, gx =  0.0004 rad/s, gy =  0.0124 rad/s, gz =  0.0216 rad/s, rpm_pitch =  0.0000, rpm_roll = -158.1885, I_w_pitch = -0.2015 A, I_w_roll =  0.6632 A, theta_pitch = -11.96820mrad, theta_roll_comp = -28.7972 mrad, theta_setpoint = -30.0658 mrad, 
msg =  560, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11202 ms, ax =  0.1786, ay = -0.2397, az =  9.9626, gx =  0.0003 rad/s, gy =  0.0127 rad/s, gz =  0.0165 rad/s, rpm_pitch =  0.0000, rpm_roll = -157.3529, I_w_pitch = -0.2460 A, I_w_roll =  0.6683 A, theta_pitch = -11.74270mrad, theta_roll_comp = -28.7204 mrad, theta_setpoint = -30.1182 mrad, 
msg =  561, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11222 ms, ax =  0.0875, ay = -0.2206, az =  9.9758, gx =  0.0000 rad/s, gy =  0.0112 rad/s, gz = -0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = -157.3529, I_w_pitch = -0.2210 A, I_w_roll =  0.6195 A, theta_pitch = -11.51850mrad, theta_roll_comp = -28.6095 mrad, theta_setpoint = -30.1182 mrad, 
msg =  562, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11242 ms, ax =  0.0216, ay = -0.2086, az =  9.9950, gx = -0.0012 rad/s, gy =  0.0099 rad/s, gz = -0.0205 rad/s, rpm_pitch =  0.0000, rpm_roll = -156.2500, I_w_pitch = -0.2060 A, I_w_roll =  0.2830 A, theta_pitch = -11.26397mrad, theta_roll_comp = -28.4713 mrad, theta_setpoint = -30.1875 mrad, 
msg =  563, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11262 ms, ax =  0.0767, ay = -0.2709, az =  9.9818, gx = -0.0021 rad/s, gy =  0.0080 rad/s, gz = -0.0377 rad/s, rpm_pitch =  0.0000, rpm_roll = -155.4479, I_w_pitch = -0.1666 A, I_w_roll =  0.0107 A, theta_pitch = -11.02939mrad, theta_roll_comp = -28.3870 mrad, theta_setpoint = -30.2379 mrad, 
msg =  564, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11282 ms, ax =  0.1007, ay = -0.2397, az =  9.9830, gx = -0.0026 rad/s, gy =  0.0071 rad/s, gz = -0.0391 rad/s, rpm_pitch =  0.0000, rpm_roll = -155.4479, I_w_pitch = -0.1508 A, I_w_roll = -0.1689 A, theta_pitch = -10.88582mrad, theta_roll_comp = -28.3699 mrad, theta_setpoint = -30.2379 mrad, 
msg =  565, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11302 ms, ax =  0.0707, ay = -0.3069, az =  9.9866, gx = -0.0029 rad/s, gy =  0.0076 rad/s, gz = -0.0290 rad/s, rpm_pitch =  0.0000, rpm_roll = -154.1110, I_w_pitch = -0.2002 A, I_w_roll = -0.2545 A, theta_pitch = -10.69912mrad, theta_roll_comp = -28.4347 mrad, theta_setpoint = -30.3218 mrad, 
msg =  566, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11322 ms, ax =  0.0647, ay = -0.3572, az =  9.9782, gx = -0.0021 rad/s, gy =  0.0094 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -154.1110, I_w_pitch = -0.3091 A, I_w_roll = -0.0330 A, theta_pitch = -10.43413mrad, theta_roll_comp = -28.5800 mrad, theta_setpoint = -30.3218 mrad, 
msg =  567, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11342 ms, ax =  0.0791, ay = -0.3177, az =  9.9926, gx = -0.0022 rad/s, gy =  0.0115 rad/s, gz =  0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.6069, I_w_pitch = -0.4392 A, I_w_roll = -0.0920 A, theta_pitch = -10.13541mrad, theta_roll_comp = -28.7056 mrad, theta_setpoint = -30.4163 mrad, 
msg =  568, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11362 ms, ax =  0.0827, ay = -0.2985, az =  9.9770, gx = -0.0018 rad/s, gy =  0.0149 rad/s, gz =  0.0178 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.0722, I_w_pitch = -0.6257 A, I_w_roll =  0.0302 A, theta_pitch = -9.81520mrad, theta_roll_comp = -28.7831 mrad, theta_setpoint = -30.4499 mrad, 
msg =  569, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11382 ms, ax =  0.1331, ay = -0.2158, az =  9.9818, gx = -0.0009 rad/s, gy =  0.0175 rad/s, gz =  0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -152.0722, I_w_pitch = -0.7754 A, I_w_roll =  0.3585 A, theta_pitch = -9.49198mrad, theta_roll_comp = -28.7780 mrad, theta_setpoint = -30.4499 mrad, 
msg =  570, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11402 ms, ax =  0.1738, ay = -0.2421, az =  9.9806, gx = -0.0010 rad/s, gy =  0.0184 rad/s, gz =  0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll = -151.4037, I_w_pitch = -0.8557 A, I_w_roll =  0.3604 A, theta_pitch = -9.20468mrad, theta_roll_comp = -28.6987 mrad, theta_setpoint = -30.4918 mrad, 
msg =  571, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11422 ms, ax =  0.1055, ay = -0.1462, az =  9.9650, gx = -0.0021 rad/s, gy =  0.0180 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -151.4037, I_w_pitch = -0.8768 A, I_w_roll =  0.0488 A, theta_pitch = -8.95748mrad, theta_roll_comp = -28.5458 mrad, theta_setpoint = -30.4918 mrad, 
msg =  572, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11442 ms, ax =  0.1223, ay = -0.2122, az =  9.9842, gx = -0.0020 rad/s, gy =  0.0169 rad/s, gz = -0.0356 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.6684, I_w_pitch = -0.8766 A, I_w_roll =  0.1581 A, theta_pitch = -8.67525mrad, theta_roll_comp = -28.4352 mrad, theta_setpoint = -30.5380 mrad, 
msg =  573, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11462 ms, ax =  0.0959, ay = -0.2050, az =  9.9770, gx = -0.0022 rad/s, gy =  0.0144 rad/s, gz = -0.0401 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.3008, I_w_pitch = -0.8116 A, I_w_roll =  0.0943 A, theta_pitch = -8.43351mrad, theta_roll_comp = -28.3847 mrad, theta_setpoint = -30.5611 mrad, 
msg =  574, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11482 ms, ax =  0.0396, ay = -0.3093, az =  9.9722, gx = -0.0031 rad/s, gy =  0.0132 rad/s, gz = -0.0352 rad/s, rpm_pitch =  0.0000, rpm_roll = -150.3008, I_w_pitch = -0.8115 A, I_w_roll = -0.2577 A, theta_pitch = -8.11468mrad, theta_roll_comp = -28.4490 mrad, theta_setpoint = -30.5611 mrad, 
msg =  575, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11502 ms, ax =  0.0240, ay = -0.2853, az =  9.9698, gx = -0.0030 rad/s, gy =  0.0118 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.1644, I_w_pitch = -0.8026 A, I_w_roll = -0.2316 A, theta_pitch = -7.78332mrad, theta_roll_comp = -28.5717 mrad, theta_setpoint = -30.6325 mrad, 
msg =  576, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11522 ms, ax =  0.0000, ay = -0.3644, az =  9.9626, gx = -0.0020 rad/s, gy =  0.0124 rad/s, gz =  0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -149.1644, I_w_pitch = -0.8785 A, I_w_roll =  0.0832 A, theta_pitch = -7.45487mrad, theta_roll_comp = -28.7168 mrad, theta_setpoint = -30.6325 mrad, 
msg =  577, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11542 ms, ax =  0.0228, ay = -0.3045, az =  9.9794, gx = -0.0013 rad/s, gy =  0.0145 rad/s, gz =  0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = -148.0615, I_w_pitch = -1.0185 A, I_w_roll =  0.3007 A, theta_pitch = -7.08956mrad, theta_roll_comp = -28.8249 mrad, theta_setpoint = -30.7017 mrad, 
msg =  578, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11562 ms, ax =  0.0252, ay = -0.2877, az =  9.9806, gx = -0.0005 rad/s, gy =  0.0184 rad/s, gz =  0.0210 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.7607, I_w_pitch = -1.2323 A, I_w_roll =  0.5752 A, theta_pitch = -6.69426mrad, theta_roll_comp = -28.8565 mrad, theta_setpoint = -30.7206 mrad, 
msg =  579, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11582 ms, ax =  0.0432, ay = -0.2194, az =  9.9866, gx = -0.0005 rad/s, gy =  0.0217 rad/s, gz =  0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -147.7607, I_w_pitch = -1.4281 A, I_w_roll =  0.5897 A, theta_pitch = -6.27679mrad, theta_roll_comp = -28.8204 mrad, theta_setpoint = -30.7206 mrad, 
msg =  580, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11602 ms, ax =  0.1139, ay = -0.2493, az = 10.0202, gx = -0.0013 rad/s, gy =  0.0249 rad/s, gz = -0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.9251, I_w_pitch = -1.6146 A, I_w_roll =  0.3639 A, theta_pitch = -5.88557mrad, theta_roll_comp = -28.7383 mrad, theta_setpoint = -30.7731 mrad, 
msg =  581, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11622 ms, ax =  0.0851, ay = -0.1486, az =  9.9866, gx = -0.0021 rad/s, gy =  0.0268 rad/s, gz = -0.0253 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.4572, I_w_pitch = -1.7432 A, I_w_roll =  0.1497 A, theta_pitch = -5.52492mrad, theta_roll_comp = -28.6041 mrad, theta_setpoint = -30.8025 mrad, 
msg =  582, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11642 ms, ax =  0.0863, ay = -0.2302, az =  9.9854, gx = -0.0022 rad/s, gy =  0.0268 rad/s, gz = -0.0422 rad/s, rpm_pitch =  0.0000, rpm_roll = -146.4572, I_w_pitch = -1.8189 A, I_w_roll =  0.1331 A, theta_pitch = -5.02082mrad, theta_roll_comp = -28.5291 mrad, theta_setpoint = -30.8025 mrad, 
msg =  583, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11662 ms, ax =  0.0623, ay = -0.2361, az =  9.9854, gx = -0.0030 rad/s, gy =  0.0245 rad/s, gz = -0.0433 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.2206, I_w_pitch = -1.7954 A, I_w_roll = -0.1082 A, theta_pitch = -4.57363mrad, theta_roll_comp = -28.5109 mrad, theta_setpoint = -30.8801 mrad, 
msg =  584, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11682 ms, ax = -0.0036, ay = -0.3428, az =  9.9734, gx = -0.0028 rad/s, gy =  0.0233 rad/s, gz = -0.0366 rad/s, rpm_pitch =  0.0000, rpm_roll = -145.2206, I_w_pitch = -1.8234 A, I_w_roll = -0.0602 A, theta_pitch = -4.06753mrad, theta_roll_comp = -28.6240 mrad, theta_setpoint = -30.8801 mrad, 
msg =  585, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11702 ms, ax =  0.0204, ay = -0.3165, az =  9.9758, gx = -0.0030 rad/s, gy =  0.0217 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -143.7500, I_w_pitch = -1.8330 A, I_w_roll = -0.1530 A, theta_pitch = -3.57697mrad, theta_roll_comp = -28.7154 mrad, theta_setpoint = -30.9725 mrad, 
msg =  586, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11722 ms, ax =  0.0072, ay = -0.3488, az =  9.9746, gx = -0.0026 rad/s, gy =  0.0219 rad/s, gz =  0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = -143.0481, I_w_pitch = -1.9114 A, I_w_roll = -0.0491 A, theta_pitch = -3.09040mrad, theta_roll_comp = -28.8491 mrad, theta_setpoint = -31.0166 mrad, 
msg =  587, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11742 ms, ax =  0.0336, ay = -0.3069, az =  9.9866, gx = -0.0024 rad/s, gy =  0.0233 rad/s, gz =  0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -143.0481, I_w_pitch = -2.0408 A, I_w_roll =  0.0108 A, theta_pitch = -2.61779mrad, theta_roll_comp = -28.9324 mrad, theta_setpoint = -31.0166 mrad, 
msg =  588, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11762 ms, ax =  0.0192, ay = -0.2961, az =  9.9734, gx = -0.0021 rad/s, gy =  0.0249 rad/s, gz =  0.0224 rad/s, rpm_pitch =  0.0000, rpm_roll = -142.1123, I_w_pitch = -2.1725 A, I_w_roll =  0.1008 A, theta_pitch = -2.16611mrad, theta_roll_comp = -28.9991 mrad, theta_setpoint = -31.0753 mrad, 
msg =  589, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11782 ms, ax = -0.0012, ay = -0.2254, az =  9.9998, gx = -0.0020 rad/s, gy =  0.0271 rad/s, gz =  0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -142.1123, I_w_pitch = -2.3313 A, I_w_roll =  0.1478 A, theta_pitch = -1.67587mrad, theta_roll_comp = -28.9982 mrad, theta_setpoint = -31.0753 mrad, 
msg =  590, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11802 ms, ax =  0.0216, ay = -0.1750, az = 10.0118, gx = -0.0016 rad/s, gy =  0.0300 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -141.9118, I_w_pitch = -2.5214 A, I_w_roll =  0.3285 A, theta_pitch = -1.18973mrad, theta_roll_comp = -28.9084 mrad, theta_setpoint = -31.0879 mrad, 
msg =  591, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11822 ms, ax =  0.0468, ay = -0.2278, az =  9.9842, gx = -0.0017 rad/s, gy =  0.0328 rad/s, gz = -0.0248 rad/s, rpm_pitch =  0.0000, rpm_roll = -141.2099, I_w_pitch = -2.7129 A, I_w_roll =  0.3339 A, theta_pitch = -0.65870mrad, theta_roll_comp = -28.8225 mrad, theta_setpoint = -31.1320 mrad, 
msg =  592, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11842 ms, ax =  0.1043, ay = -0.2182, az =  9.9591, gx = -0.0029 rad/s, gy =  0.0325 rad/s, gz = -0.0384 rad/s, rpm_pitch =  0.0000, rpm_roll = -141.2099, I_w_pitch = -2.7805 A, I_w_roll = -0.0569 A, theta_pitch = -0.13688mrad, theta_roll_comp = -28.7510 mrad, theta_setpoint = -31.1320 mrad, 
msg =  593, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11862 ms, ax =  0.0276, ay = -0.2889, az =  9.9746, gx = -0.0024 rad/s, gy =  0.0325 rad/s, gz = -0.0494 rad/s, rpm_pitch =  0.0000, rpm_roll = -140.3409, I_w_pitch = -2.8696 A, I_w_roll =  0.1410 A, theta_pitch = 0.45738mrad, theta_roll_comp = -28.7770 mrad, theta_setpoint = -31.1866 mrad, 
msg =  594, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11882 ms, ax =  0.0288, ay = -0.3273, az =  9.9615, gx = -0.0029 rad/s, gy =  0.0303 rad/s, gz = -0.0446 rad/s, rpm_pitch =  0.0000, rpm_roll = -140.3409, I_w_pitch = -2.8620 A, I_w_roll = -0.0588 A, theta_pitch = 1.01013mrad, theta_roll_comp = -28.8104 mrad, theta_setpoint = -31.1866 mrad, 
msg =  595, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11902 ms, ax =  0.0096, ay = -0.3177, az =  9.9650, gx = -0.0033 rad/s, gy =  0.0269 rad/s, gz = -0.0306 rad/s, rpm_pitch =  0.0000, rpm_roll = -139.4385, I_w_pitch = -2.8075 A, I_w_roll = -0.2343 A, theta_pitch = 1.53457mrad, theta_roll_comp = -28.9563 mrad, theta_setpoint = -31.2433 mrad, 
msg =  596, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11922 ms, ax =  0.0312, ay = -0.3332, az =  9.9770, gx = -0.0038 rad/s, gy =  0.0243 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -138.5695, I_w_pitch = -2.7690 A, I_w_roll = -0.4529 A, theta_pitch = 1.98831mrad, theta_roll_comp = -29.0913 mrad, theta_setpoint = -31.2978 mrad, 
msg =  597, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11942 ms, ax =  0.0348, ay = -0.2997, az =  9.9794, gx = -0.0037 rad/s, gy =  0.0217 rad/s, gz =  0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = -138.5695, I_w_pitch = -2.7232 A, I_w_roll = -0.4695 A, theta_pitch = 2.35732mrad, theta_roll_comp = -29.2493 mrad, theta_setpoint = -31.2978 mrad, 
msg =  598, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11962 ms, ax =  0.0204, ay = -0.3117, az =  9.9878, gx = -0.0025 rad/s, gy =  0.0195 rad/s, gz =  0.0197 rad/s, rpm_pitch = -3.9738, rpm_roll = -137.8008, I_w_pitch = -7.9212 A, I_w_roll = -0.0849 A, theta_pitch = 2.67682mrad, theta_roll_comp = -29.3846 mrad, theta_setpoint = -31.3461 mrad, 
msg =  599, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    11982 ms, ax =  0.0527, ay = -0.3189, az =  9.9698, gx = -0.0024 rad/s, gy =  0.0188 rad/s, gz =  0.0214 rad/s, rpm_pitch = -4.5415, rpm_roll = -137.2660, I_w_pitch = -8.6821 A, I_w_roll = -0.0531 A, theta_pitch = 2.93592mrad, theta_roll_comp = -29.4553 mrad, theta_setpoint = -31.3797 mrad, 
msg =  600, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    12002 ms, ax =  0.1774, ay = -0.2661, az =  9.9243, gx = -0.0014 rad/s, gy =  0.0035 rad/s, gz =  0.0125 rad/s, rpm_pitch = -4.5415, rpm_roll = -137.2660, I_w_pitch = -8.0449 A, I_w_roll =  0.2556 A, theta_pitch = 2.77109mrad, theta_roll_comp = -29.4990 mrad, theta_setpoint = -31.3797 mrad, 
msg =  601, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    12022 ms, ax =  0.2481, ay = -0.3297, az =  9.8943, gx = -0.0021 rad/s, gy = -0.0367 rad/s, gz =  0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = -136.8316, I_w_pitch = -0.3122 A, I_w_roll =  0.0111 A, theta_pitch = 1.87214mrad, theta_roll_comp = -29.5551 mrad, theta_setpoint = -31.4070 mrad, 
msg =  602, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    12042 ms, ax =  0.4052, ay = -0.2961, az =  9.8811, gx = -0.0045 rad/s, gy = -0.0977 rad/s, gz =  0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -136.8316, I_w_pitch =  2.4441 A, I_w_roll = -0.8588 A, theta_pitch = -0.24112mrad, theta_roll_comp = -29.6326 mrad, theta_setpoint = -31.4070 mrad, 
msg =  603, nerr =    0p/   6r, time steps =   10, qsz =    2, switch = on, t =    12062 ms, ax =  0.0180, ay = -0.2697, az =  9.9447, gx = -0.0057 rad/s, gy = -0.1426 rad/s, gz =  0.0229 rad/s, rpm_pitch =  0.0000, rpm_roll = -136.4305, I_w_pitch =  4.6410 A, I_w_roll = -1.3126 A, theta_pitch = -2.92037mrad, theta_roll_comp = -29.7438 mrad, theta_setpoint = -31.4322 mrad, 
