picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1004 A, I_w_roll = -12.4082 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  228, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4562 ms, ax =  0.1271, ay = -0.4531, az =  9.9806, gx =  0.0030 rad/s, gy = -0.0520 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.6832, I_w_pitch =  1.7641 A, I_w_roll = -0.5414 A, theta_pitch = -7.88682mrad, theta_roll_comp = -42.7834 mrad, theta_setpoint = -38.8267 mrad, 
msg =  229, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4582 ms, ax =  0.0971, ay = -0.4699, az =  9.9674, gx =  0.0020 rad/s, gy = -0.0522 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.6832, I_w_pitch =  1.9337 A, I_w_roll = -0.8788 A, theta_pitch = -8.98174mrad, theta_roll_comp = -42.8113 mrad, theta_setpoint = -38.8267 mrad, 
msg =  230, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4602 ms, ax =  0.0599, ay = -0.4663, az =  9.9866, gx =  0.0004 rad/s, gy = -0.0484 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -21.1898, I_w_pitch =  1.9306 A, I_w_roll = -1.4959 A, theta_pitch = -9.95513mrad, theta_roll_comp = -42.7986 mrad, theta_setpoint = -38.6693 mrad, 
msg =  231, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4622 ms, ax =  0.0719, ay = -0.5035, az =  9.9674, gx =  0.0050 rad/s, gy = -0.0411 rad/s, gz =  0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = -21.1898, I_w_pitch =  1.7593 A, I_w_roll =  0.0744 A, theta_pitch = -10.76631mrad, theta_roll_comp = -42.8341 mrad, theta_setpoint = -38.6693 mrad, 
msg =  232, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4642 ms, ax =  0.0851, ay = -0.5214, az =  9.9411, gx =  0.0018 rad/s, gy = -0.0303 rad/s, gz =  0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -22.6270, I_w_pitch =  1.4252 A, I_w_roll = -1.1184 A, theta_pitch = -11.41521mrad, theta_roll_comp = -42.9297 mrad, theta_setpoint = -38.5790 mrad, 
msg =  233, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4662 ms, ax =  0.1043, ay = -0.4244, az =  9.9926, gx =  0.0030 rad/s, gy = -0.0179 rad/s, gz =  0.0218 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.1671, I_w_pitch =  0.9949 A, I_w_roll = -0.7673 A, theta_pitch = -11.84864mrad, theta_roll_comp = -42.9410 mrad, theta_setpoint = -38.4195 mrad, 
msg =  234, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4682 ms, ax =  0.1271, ay = -0.4603, az =  9.9830, gx =  0.0086 rad/s, gy = -0.0049 rad/s, gz =  0.0201 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.1671, I_w_pitch =  0.5044 A, I_w_roll =  1.2159 A, theta_pitch = -12.05811mrad, theta_roll_comp = -42.8764 mrad, theta_setpoint = -38.4195 mrad, 
msg =  235, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4702 ms, ax =  0.1379, ay = -0.4519, az =  9.9483, gx =  0.0067 rad/s, gy =  0.0071 rad/s, gz =  0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.1671, I_w_pitch =  0.0252 A, I_w_roll =  0.6084 A, theta_pitch = -12.05929mrad, theta_roll_comp = -42.7640 mrad, theta_setpoint = -38.4195 mrad, 
msg =  236, nerr =    0p/   0r, time steps =   10, qsz =    3, switch = on, t =     4722 ms, ax =  0.1642, ay = -0.4052, az =  9.9686, gx =  0.0094 rad/s, gy =  0.0155 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -27.2059, I_w_pitch = -0.3362 A, I_w_roll =  1.5552 A, theta_pitch = -11.88741mrad, theta_roll_comp = -42.5993 mrad, theta_setpoint = -38.2915 mrad, 
msg =  237, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4742 ms, ax =  0.1630, ay = -0.4064, az =  9.9471, gx =  0.0116 rad/s, gy =  0.0208 rad/s, gz = -0.0224 rad/s, rpm_pitch =  0.0000, rpm_roll = -27.7741, I_w_pitch = -0.5921 A, I_w_roll =  2.4310 A, theta_pitch = -11.60171mrad, theta_roll_comp = -42.3546 mrad, theta_setpoint = -38.2558 mrad, 
msg =  238, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = on, t =     4762 ms, ax =  0.1774, ay = -0.4267, az =  9.9399, gx =  0.0098 rad/s, gy =  0.0233 rad/s, gz = -0.0336 rad/s, rpm_pitch =  0.0000, rpm_roll = -29.2112, I_w_pitch = -0.7410 A, I_w_roll =  1.8392 A, theta_pitch = -11.28327mrad, theta_roll_comp = -42.1128 mrad, theta_setpoint = -38.1655 mrad, 
msg =  239, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4782 ms, ax =  0.1606, ay = -0.3800, az =  9.9579, gx =  0.0107 rad/s, gy =  0.0229 rad/s, gz = -0.0409 rad/s, rpm_pitch =  0.0000, rpm_roll = -29.0107, I_w_pitch = -0.7776 A, I_w_roll =  2.2668 A, theta_pitch = -10.93254mrad, theta_roll_comp = -41.8719 mrad, theta_setpoint = -38.1781 mrad, 
msg =  240, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4802 ms, ax =  0.1355, ay = -0.3560, az =  9.9507, gx =  0.0095 rad/s, gy =  0.0195 rad/s, gz = -0.0415 rad/s, rpm_pitch =  0.0000, rpm_roll = -29.0107, I_w_pitch = -0.6912 A, I_w_roll =  1.9684 A, theta_pitch = -10.58561mrad, theta_roll_comp = -41.5694 mrad, theta_setpoint = -38.1781 mrad, 
msg =  241, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4822 ms, ax =  0.1175, ay = -0.3980, az =  9.9483, gx =  0.0074 rad/s, gy =  0.0151 rad/s, gz = -0.0361 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.8048, I_w_pitch = -0.5600 A, I_w_roll =  1.3761 A, theta_pitch = -10.28849mrad, theta_roll_comp = -41.3245 mrad, theta_setpoint = -38.3167 mrad, 
msg =  242, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4842 ms, ax =  0.1187, ay = -0.3596, az =  9.9674, gx =  0.0075 rad/s, gy =  0.0120 rad/s, gz = -0.0257 rad/s, rpm_pitch =  0.0000, rpm_roll = -26.8048, I_w_pitch = -0.4714 A, I_w_roll =  1.4946 A, theta_pitch = -10.06236mrad, theta_roll_comp = -41.1446 mrad, theta_setpoint = -38.3167 mrad, 
msg =  243, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4862 ms, ax =  0.0911, ay = -0.3752, az =  9.9638, gx =  0.0079 rad/s, gy =  0.0096 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -25.5348, I_w_pitch = -0.4055 A, I_w_roll =  1.7369 A, theta_pitch = -9.86272mrad, theta_roll_comp = -40.9683 mrad, theta_setpoint = -38.3964 mrad, 
msg =  244, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4882 ms, ax =  0.0755, ay = -0.3788, az =  9.9758, gx =  0.0072 rad/s, gy =  0.0084 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -24.8329, I_w_pitch = -0.3884 A, I_w_roll =  1.6001 A, theta_pitch = -9.65710mrad, theta_roll_comp = -40.7719 mrad, theta_setpoint = -38.4405 mrad, 
msg =  245, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4902 ms, ax =  0.0695, ay = -0.3728, az =  9.9603, gx =  0.0067 rad/s, gy =  0.0094 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -24.8329, I_w_pitch = -0.4587 A, I_w_roll =  1.4930 A, theta_pitch = -9.43708mrad, theta_roll_comp = -40.5734 mrad, theta_setpoint = -38.4405 mrad, 
msg =  246, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4922 ms, ax =  0.0491, ay = -0.3728, az =  9.9650, gx =  0.0063 rad/s, gy =  0.0111 rad/s, gz = -0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -23.1283, I_w_pitch = -0.5684 A, I_w_roll =  1.4651 A, theta_pitch = -9.16738mrad, theta_roll_comp = -40.4007 mrad, theta_setpoint = -38.5475 mrad, 
msg =  247, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4942 ms, ax =  0.0575, ay = -0.3944, az =  9.9662, gx =  0.0034 rad/s, gy =  0.0145 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll = -23.1283, I_w_pitch = -0.7557 A, I_w_roll =  0.4880 A, theta_pitch = -8.84209mrad, theta_roll_comp = -40.2803 mrad, theta_setpoint = -38.5475 mrad, 
msg =  248, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4962 ms, ax =  0.0707, ay = -0.4172, az =  9.9746, gx =  0.0059 rad/s, gy =  0.0187 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -22.0254, I_w_pitch = -0.9775 A, I_w_roll =  1.4428 A, theta_pitch = -8.46418mrad, theta_roll_comp = -40.1762 mrad, theta_setpoint = -38.6168 mrad, 
msg =  249, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     4982 ms, ax =  0.0659, ay = -0.4076, az =  9.9698, gx =  0.0082 rad/s, gy =  0.0225 rad/s, gz = -0.0049 rad/s, rpm_pitch =  0.0000, rpm_roll = -21.7914, I_w_pitch = -1.2003 A, I_w_roll =  2.2834 A, theta_pitch = -8.00862mrad, theta_roll_comp = -40.0701 mrad, theta_setpoint = -38.6315 mrad, 
msg =  250, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5002 ms, ax =  0.0827, ay = -0.4016, az =  9.9758, gx =  0.0056 rad/s, gy =  0.0268 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -21.7914, I_w_pitch = -1.4464 A, I_w_roll =  1.4423 A, theta_pitch = -7.50385mrad, theta_roll_comp = -39.9591 mrad, theta_setpoint = -38.6315 mrad, 
msg =  251, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5022 ms, ax =  0.0839, ay = -0.4028, az =  9.9674, gx =  0.0074 rad/s, gy =  0.0296 rad/s, gz = -0.0028 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.9893, I_w_pitch = -1.6405 A, I_w_roll =  2.1167 A, theta_pitch = -6.95546mrad, theta_roll_comp = -39.8381 mrad, theta_setpoint = -38.6819 mrad, 
msg =  252, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5042 ms, ax =  0.0803, ay = -0.4040, az =  9.9459, gx =  0.0091 rad/s, gy =  0.0316 rad/s, gz = -0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.9893, I_w_pitch = -1.8082 A, I_w_roll =  2.7765 A, theta_pitch = -6.37006mrad, theta_roll_comp = -39.7032 mrad, theta_setpoint = -38.6819 mrad, 
msg =  253, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5062 ms, ax =  0.0779, ay = -0.3800, az =  9.9591, gx =  0.0067 rad/s, gy =  0.0333 rad/s, gz =  0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.1203, I_w_pitch = -1.9674 A, I_w_roll =  2.0264 A, theta_pitch = -5.77063mrad, theta_roll_comp = -39.5360 mrad, theta_setpoint = -38.7364 mrad, 
msg =  254, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5082 ms, ax =  0.0815, ay = -0.3464, az =  9.9818, gx =  0.0079 rad/s, gy =  0.0345 rad/s, gz =  0.0016 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.0535, I_w_pitch = -2.1092 A, I_w_roll =  2.5342 A, theta_pitch = -5.14474mrad, theta_roll_comp = -39.3191 mrad, theta_setpoint = -38.7406 mrad, 
msg =  255, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5102 ms, ax =  0.0791, ay = -0.3297, az =  9.9591, gx =  0.0076 rad/s, gy =  0.0357 rad/s, gz =  0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -20.0535, I_w_pitch = -2.2535 A, I_w_roll =  2.5395 A, theta_pitch = -4.50221mrad, theta_roll_comp = -39.0729 mrad, theta_setpoint = -38.7406 mrad, 
msg =  256, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5122 ms, ax =  0.0791, ay = -0.3392, az =  9.9471, gx =  0.0047 rad/s, gy =  0.0372 rad/s, gz = -0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -19.2513, I_w_pitch = -2.4097 A, I_w_roll =  1.6233 A, theta_pitch = -3.85126mrad, theta_roll_comp = -38.8505 mrad, theta_setpoint = -38.7910 mrad, 
msg =  257, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5142 ms, ax =  0.0803, ay = -0.3560, az =  9.9746, gx =  0.0046 rad/s, gy =  0.0393 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.4826, I_w_pitch = -2.5970 A, I_w_roll =  1.6646 A, theta_pitch = -3.17068mrad, theta_roll_comp = -38.6792 mrad, theta_setpoint = -38.8393 mrad, 
msg =  258, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5162 ms, ax =  0.0719, ay = -0.3812, az =  9.9603, gx =  0.0046 rad/s, gy =  0.0420 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll = -18.4826, I_w_pitch = -2.8111 A, I_w_roll =  1.7120 A, theta_pitch = -2.45390mrad, theta_roll_comp = -38.5605 mrad, theta_setpoint = -38.8393 mrad, 
msg =  259, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5182 ms, ax =  0.0611, ay = -0.3740, az =  9.9579, gx =  0.0035 rad/s, gy =  0.0454 rad/s, gz = -0.0017 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.9813, I_w_pitch = -3.0668 A, I_w_roll =  1.3889 A, theta_pitch = -1.67209mrad, theta_roll_comp = -38.4678 mrad, theta_setpoint = -38.8708 mrad, 
msg =  260, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5202 ms, ax =  0.0575, ay = -0.3608, az =  9.9555, gx =  0.0043 rad/s, gy =  0.0496 rad/s, gz = -0.0028 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.9813, I_w_pitch = -3.3611 A, I_w_roll =  1.7167 A, theta_pitch = -0.81136mrad, theta_roll_comp = -38.3474 mrad, theta_setpoint = -38.8708 mrad, 
msg =  261, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5222 ms, ax =  0.0444, ay = -0.3608, az =  9.9519, gx =  0.0050 rad/s, gy =  0.0536 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.2126, I_w_pitch = -3.6620 A, I_w_roll =  2.0207 A, theta_pitch = 0.12985mrad, theta_roll_comp = -38.2181 mrad, theta_setpoint = -38.9191 mrad, 
msg =  262, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5242 ms, ax =  0.0300, ay = -0.3476, az =  9.9603, gx =  0.0038 rad/s, gy =  0.0582 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -16.9118, I_w_pitch = -4.0039 A, I_w_roll =  1.6629 A, theta_pitch = 1.16628mrad, theta_roll_comp = -38.0830 mrad, theta_setpoint = -38.9379 mrad, 
msg =  263, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5262 ms, ax =  0.0048, ay = -0.3368, az =  9.9650, gx =  0.0047 rad/s, gy =  0.0637 rad/s, gz = -0.0210 rad/s, rpm_pitch =  0.0000, rpm_roll = -16.9118, I_w_pitch = -4.3964 A, I_w_roll =  2.0581 A, theta_pitch = 2.32710mrad, theta_roll_comp = -37.9106 mrad, theta_setpoint = -38.9379 mrad, 
msg =  264, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5282 ms, ax = -0.0252, ay = -0.3368, az =  9.9531, gx =  0.0051 rad/s, gy =  0.0689 rad/s, gz = -0.0296 rad/s, rpm_pitch =  0.0000, rpm_roll = -16.1430, I_w_pitch = -4.7993 A, I_w_roll =  2.2902 A, theta_pitch = 3.62813mrad, theta_roll_comp = -37.7280 mrad, theta_setpoint = -38.9862 mrad, 
msg =  265, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5302 ms, ax = -0.0551, ay = -0.3225, az =  9.9615, gx =  0.0039 rad/s, gy =  0.0743 rad/s, gz = -0.0378 rad/s, rpm_pitch =  0.0000, rpm_roll = -16.1430, I_w_pitch = -5.2321 A, I_w_roll =  1.9428 A, theta_pitch = 5.05752mrad, theta_roll_comp = -37.5480 mrad, theta_setpoint = -38.9862 mrad, 
msg =  266, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5322 ms, ax = -0.0863, ay = -0.3237, az =  9.9674, gx =  0.0036 rad/s, gy =  0.0793 rad/s, gz = -0.0457 rad/s, rpm_pitch =  0.0000, rpm_roll = -15.3075, I_w_pitch = -5.6643 A, I_w_roll =  1.9420 A, theta_pitch = 6.62560mrad, theta_roll_comp = -37.3696 mrad, theta_setpoint = -39.0387 mrad, 
msg =  267, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5342 ms, ax = -0.1259, ay = -0.3141, az =  9.9579, gx =  0.0027 rad/s, gy =  0.0841 rad/s, gz = -0.0507 rad/s, rpm_pitch =  0.0000, rpm_roll = -14.2045, I_w_pitch = -6.1130 A, I_w_roll =  1.7119 A, theta_pitch = 8.33818mrad, theta_roll_comp = -37.1984 mrad, theta_setpoint = -39.1080 mrad, 
msg =  268, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5362 ms, ax = -0.1594, ay = -0.3069, az =  9.9650, gx = -0.0008 rad/s, gy =  0.0890 rad/s, gz = -0.0507 rad/s, rpm_pitch =  0.0000, rpm_roll = -14.2045, I_w_pitch = -6.5858 A, I_w_roll =  0.5557 A, theta_pitch = 10.17676mrad, theta_roll_comp = -37.0596 mrad, theta_setpoint = -39.1080 mrad, 
msg =  269, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5382 ms, ax = -0.1750, ay = -0.3428, az =  9.9758, gx = -0.0038 rad/s, gy =  0.0954 rad/s, gz = -0.0397 rad/s, rpm_pitch =  0.0000, rpm_roll = -13.6029, I_w_pitch = -7.1362 A, I_w_roll = -0.4850 A, theta_pitch = 12.14135mrad, theta_roll_comp = -37.0195 mrad, theta_setpoint = -39.1457 mrad, 
msg =  270, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5402 ms, ax = -0.1678, ay = -0.3728, az =  9.9531, gx = -0.0079 rad/s, gy =  0.1023 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -13.6029, I_w_pitch = -7.7233 A, I_w_roll = -1.9728 A, theta_pitch = 14.20888mrad, theta_roll_comp = -37.1272 mrad, theta_setpoint = -39.1457 mrad, 
msg =  271, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5422 ms, ax = -0.1714, ay = -0.3572, az =  9.9447, gx = -0.0109 rad/s, gy =  0.1110 rad/s, gz =  0.0285 rad/s, rpm_pitch =  0.0000, rpm_roll = -19.6858, I_w_pitch = -8.3954 A, I_w_roll = -3.2247 A, theta_pitch = 16.38198mrad, theta_roll_comp = -37.3117 mrad, theta_setpoint = -38.7637 mrad, 
msg =  272, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5442 ms, ax = -0.2493, ay = -0.5970, az =  9.9615, gx = -0.0085 rad/s, gy =  0.1205 rad/s, gz =  0.0513 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.6471, I_w_pitch = -9.1349 A, I_w_roll = -2.4687 A, theta_pitch = 18.75539mrad, theta_roll_comp = -37.6468 mrad, theta_setpoint = -38.8918 mrad, 
msg =  273, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5462 ms, ax = -0.4519, ay = -0.6833, az =  9.8967, gx = -0.0031 rad/s, gy =  0.1241 rad/s, gz =  0.0702 rad/s, rpm_pitch =  0.0000, rpm_roll = -17.6471, I_w_pitch = -9.7018 A, I_w_roll = -0.9001 A, theta_pitch = 21.57591mrad, theta_roll_comp = -38.3857 mrad, theta_setpoint = -38.8918 mrad, 
msg =  274, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5482 ms, ax = -0.5226, ay = -0.4975, az =  9.8979, gx = -0.0055 rad/s, gy =  0.1235 rad/s, gz =  0.0828 rad/s, rpm_pitch =  0.9607, rpm_roll = -13.5361, I_w_pitch = -8.8576 A, I_w_roll = -1.8245 A, theta_pitch = 24.57217mrad, theta_roll_comp = -38.8579 mrad, theta_setpoint = -39.1499 mrad, 
msg =  275, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5502 ms, ax = -0.5682, ay = -0.4028, az =  9.9519, gx =  0.0051 rad/s, gy =  0.1187 rad/s, gz =  0.0696 rad/s, rpm_pitch =  5.2838, rpm_roll = -13.5361, I_w_pitch = -3.4154 A, I_w_roll =  1.8878 A, theta_pitch = 27.57802mrad, theta_roll_comp = -38.8977 mrad, theta_setpoint = -39.1499 mrad, 
msg =  276, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5522 ms, ax = -0.5694, ay = -0.3356, az =  9.9531, gx =  0.0104 rad/s, gy =  0.1122 rad/s, gz =  0.0342 rad/s, rpm_pitch =  5.2838, rpm_roll = -11.8984, I_w_pitch = -3.5882 A, I_w_roll =  3.8603 A, theta_pitch = 30.46971mrad, theta_roll_comp = -38.7298 mrad, theta_setpoint = -39.2528 mrad, 
msg =  277, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5542 ms, ax = -0.5490, ay = -0.2541, az =  9.9411, gx =  0.0055 rad/s, gy =  0.1075 rad/s, gz = -0.0039 rad/s, rpm_pitch =  0.0437, rpm_roll = -10.9960, I_w_pitch = -10.7122 A, I_w_roll =  2.2887 A, theta_pitch = 33.13421mrad, theta_roll_comp = -38.4047 mrad, theta_setpoint = -39.3094 mrad, 
msg =  278, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5562 ms, ax = -0.5682, ay = -0.2565, az =  9.9615, gx =  0.0088 rad/s, gy =  0.1018 rad/s, gz = -0.0325 rad/s, rpm_pitch =  0.0437, rpm_roll = -10.9960, I_w_pitch = -10.8610 A, I_w_roll =  3.6337 A, theta_pitch = 35.65315mrad, theta_roll_comp = -37.9550 mrad, theta_setpoint = -39.3094 mrad, 
msg =  279, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5582 ms, ax = -0.6281, ay = -0.2913, az =  9.9495, gx =  0.0078 rad/s, gy =  0.0923 rad/s, gz = -0.0450 rad/s, rpm_pitch =  0.0000, rpm_roll = -9.9933, I_w_pitch = -10.9031 A, I_w_roll =  3.4261 A, theta_pitch = 38.07088mrad, theta_roll_comp = -37.6047 mrad, theta_setpoint = -39.3724 mrad, 
msg =  280, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5602 ms, ax = -0.6713, ay = -0.2865, az =  9.9099, gx = -0.0008 rad/s, gy =  0.0794 rad/s, gz = -0.0264 rad/s, rpm_pitch =  0.0000, rpm_roll = -9.0241, I_w_pitch = -10.7229 A, I_w_roll =  0.5508 A, theta_pitch = 40.31373mrad, theta_roll_comp = -37.3971 mrad, theta_setpoint = -39.4333 mrad, 
msg =  281, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5622 ms, ax = -0.6785, ay = -0.2721, az =  9.8656, gx = -0.0039 rad/s, gy =  0.0638 rad/s, gz =  0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -9.0241, I_w_pitch = -10.3940 A, I_w_roll = -0.5038 A, theta_pitch = 42.27579mrad, theta_roll_comp = -37.2375 mrad, theta_setpoint = -39.4333 mrad, 
msg =  282, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5642 ms, ax = -0.6749, ay = -0.2242, az =  9.8632, gx = -0.0087 rad/s, gy =  0.0456 rad/s, gz =  0.0386 rad/s, rpm_pitch =  0.0000, rpm_roll = -7.1858, I_w_pitch = -9.9038 A, I_w_roll = -2.0892 A, theta_pitch = 43.87185mrad, theta_roll_comp = -37.1220 mrad, theta_setpoint = -39.5487 mrad, 
msg =  283, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5662 ms, ax = -0.6857, ay = -0.1474, az =  9.9027, gx = -0.0162 rad/s, gy =  0.0252 rad/s, gz =  0.0594 rad/s, rpm_pitch =  0.0000, rpm_roll = -7.1858, I_w_pitch = -9.2654 A, I_w_roll = -4.6612 A, theta_pitch = 45.04888mrad, theta_roll_comp = -37.0276 mrad, theta_setpoint = -39.5487 mrad, 
msg =  284, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5682 ms, ax = -0.6629, ay = -0.1415, az =  9.9303, gx = -0.0238 rad/s, gy =  0.0050 rad/s, gz =  0.0666 rad/s, rpm_pitch =  0.0000, rpm_roll = -2.6404, I_w_pitch = -8.5659 A, I_w_roll = -7.1818 A, theta_pitch = 45.78276mrad, theta_roll_comp = -36.9734 mrad, theta_setpoint = -39.8342 mrad, 
msg =  285, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5702 ms, ax = -0.6509, ay = -0.1307, az =  9.9099, gx = -0.0303 rad/s, gy = -0.0159 rad/s, gz =  0.0602 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.2005, I_w_pitch = -7.7698 A, I_w_roll = -9.4316 A, theta_pitch = 46.04991mrad, theta_roll_comp = -37.0422 mrad, theta_setpoint = -39.9874 mrad, 
msg =  286, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =     5722 ms, ax = -0.6149, ay = -0.1127, az =  9.8751, gx = -0.0363 rad/s, gy = -0.0335 rad/s, gz =  0.0481 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.2005, I_w_pitch = -7.0452 A, I_w_roll = -11.6008 A, theta_pitch = 45.90619mrad, theta_roll_comp = -37.2221 mrad, theta_setpoint = -39.9874 mrad, 
