picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =    6, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = on, t =      122 ms, ax =  0.1558, ay =  0.0060, az =  9.9483, gx = -0.0138 rad/s, gy = -0.0050 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1111 A, I_w_roll = 10.6286 A, theta_pitch = -1.25275mrad, theta_roll_comp = -1.3514 mrad, theta_setpoint = -40.0000 mrad, 
msg =  965, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19302 ms, ax = -0.1007, ay = -0.3225, az =  9.9387, gx =  0.0006 rad/s, gy = -0.0607 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.0909, I_w_pitch =  2.9730 A, I_w_roll =  0.4658 A, theta_pitch = -13.63814mrad, theta_roll_comp = -35.6307 mrad, theta_setpoint = -36.2891 mrad, 
msg =  966, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19322 ms, ax = -0.1942, ay = -0.3740, az =  9.9147, gx = -0.0029 rad/s, gy = -0.0685 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.0909, I_w_pitch =  3.3933 A, I_w_roll = -0.7339 A, theta_pitch = -14.34522mrad, theta_roll_comp = -35.6006 mrad, theta_setpoint = -36.2891 mrad, 
msg =  967, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19342 ms, ax = -0.2433, ay = -0.3201, az =  9.9327, gx = -0.0063 rad/s, gy = -0.0775 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.1217, I_w_pitch =  3.8548 A, I_w_roll = -1.9229 A, theta_pitch = -15.04292mrad, theta_roll_comp = -35.6047 mrad, theta_setpoint = -36.3500 mrad, 
msg =  968, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19362 ms, ax = -0.2469, ay = -0.2793, az =  9.9531, gx = -0.0054 rad/s, gy = -0.0840 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.1217, I_w_pitch =  4.2350 A, I_w_roll = -1.5885 A, theta_pitch = -15.83723mrad, theta_roll_comp = -35.5843 mrad, theta_setpoint = -36.3500 mrad, 
msg =  969, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19382 ms, ax = -0.2385, ay = -0.2026, az =  9.9830, gx = -0.0071 rad/s, gy = -0.0825 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -57.0187, I_w_pitch =  4.3034 A, I_w_roll = -2.1537 A, theta_pitch = -16.68414mrad, theta_roll_comp = -35.5519 mrad, theta_setpoint = -36.4192 mrad, 
msg =  970, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19402 ms, ax = -0.2218, ay = -0.2781, az =  9.9950, gx = -0.0069 rad/s, gy = -0.0741 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.9519, I_w_pitch =  4.0828 A, I_w_roll = -2.0776 A, theta_pitch = -17.45055mrad, theta_roll_comp = -35.5989 mrad, theta_setpoint = -36.4234 mrad, 
msg =  971, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19422 ms, ax = -0.2146, ay = -0.3740, az = 10.0106, gx = -0.0038 rad/s, gy = -0.0599 rad/s, gz = -0.0249 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.8182, I_w_pitch =  3.5934 A, I_w_roll = -1.0342 A, theta_pitch = -17.98700mrad, theta_roll_comp = -35.6786 mrad, theta_setpoint = -36.4318 mrad, 
msg =  972, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19442 ms, ax = -0.1187, ay = -0.4315, az = 10.0094, gx = -0.0078 rad/s, gy = -0.0400 rad/s, gz = -0.0333 rad/s, rpm_pitch =  5.5022, rpm_roll = -56.8182, I_w_pitch = 10.1026 A, I_w_roll = -2.4958 A, theta_pitch = -18.29717mrad, theta_roll_comp = -35.8373 mrad, theta_setpoint = -36.4318 mrad, 
msg =  973, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19462 ms, ax = -0.0635, ay = -0.4471, az = 10.0118, gx = -0.0069 rad/s, gy = -0.0175 rad/s, gz = -0.0407 rad/s, rpm_pitch =  5.5022, rpm_roll = -57.2861, I_w_pitch =  9.2056 A, I_w_roll = -2.2335 A, theta_pitch = -18.31776mrad, theta_roll_comp = -35.9677 mrad, theta_setpoint = -36.4024 mrad, 
msg =  974, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19482 ms, ax = -0.1762, ay = -0.4052, az = 10.0298, gx = -0.0147 rad/s, gy =  0.0231 rad/s, gz = -0.0415 rad/s, rpm_pitch =  0.1747, rpm_roll = -57.2861, I_w_pitch =  0.4435 A, I_w_roll = -5.0906 A, theta_pitch = -17.57347mrad, theta_roll_comp = -36.2363 mrad, theta_setpoint = -36.4024 mrad, 
msg =  975, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19502 ms, ax = -0.2625, ay = -0.3944, az = 10.1508, gx =  0.0020 rad/s, gy =  0.0839 rad/s, gz = -0.0561 rad/s, rpm_pitch =  0.1747, rpm_roll = -57.2861, I_w_pitch = -2.2654 A, I_w_roll =  0.7345 A, theta_pitch = -15.74121mrad, theta_roll_comp = -36.3538 mrad, theta_setpoint = -36.4024 mrad, 
msg =  976, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19522 ms, ax = -0.0132, ay = -0.4363, az = 10.0777, gx =  0.0078 rad/s, gy =  0.1413 rad/s, gz = -0.0651 rad/s, rpm_pitch =  5.3275, rpm_roll = -60.6618, I_w_pitch =  1.8240 A, I_w_roll =  2.6310 A, theta_pitch = -13.00353mrad, theta_roll_comp = -36.4104 mrad, theta_setpoint = -36.1904 mrad, 
msg =  977, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19542 ms, ax =  0.0911, ay = -0.4267, az = 10.0118, gx = -0.0026 rad/s, gy =  0.1649 rad/s, gz = -0.0594 rad/s, rpm_pitch =  4.4105, rpm_roll = -60.6618, I_w_pitch = -0.8061 A, I_w_roll = -1.0451 A, theta_pitch = -9.81722mrad, theta_roll_comp = -36.5130 mrad, theta_setpoint = -36.1904 mrad, 
msg =  978, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19562 ms, ax =  0.0623, ay = -0.3692, az =  9.9770, gx = -0.0005 rad/s, gy =  0.1709 rad/s, gz = -0.0553 rad/s, rpm_pitch =  4.4105, rpm_roll = -61.3636, I_w_pitch = -1.5527 A, I_w_roll = -0.3352 A, theta_pitch = -6.43750mrad, theta_roll_comp = -36.5583 mrad, theta_setpoint = -36.1464 mrad, 
msg =  979, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19582 ms, ax =  0.1307, ay = -0.4196, az =  9.8104, gx = -0.0026 rad/s, gy =  0.1735 rad/s, gz = -0.0454 rad/s, rpm_pitch =  3.3188, rpm_roll = -61.3636, I_w_pitch = -3.5973 A, I_w_roll = -1.1417 A, theta_pitch = -3.11525mrad, theta_roll_comp = -36.7104 mrad, theta_setpoint = -36.1464 mrad, 
msg =  980, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19602 ms, ax =  0.1786, ay = -0.4064, az =  9.8200, gx = -0.0081 rad/s, gy =  0.1718 rad/s, gz = -0.0272 rad/s, rpm_pitch =  5.5459, rpm_roll = -62.2660, I_w_pitch = -1.0605 A, I_w_roll = -3.1430 A, theta_pitch = 0.01484mrad, theta_roll_comp = -36.8801 mrad, theta_setpoint = -36.0897 mrad, 
msg =  981, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19622 ms, ax =  0.1486, ay = -0.3968, az =  9.9782, gx =  0.0010 rad/s, gy =  0.1629 rad/s, gz = -0.0152 rad/s, rpm_pitch =  5.5459, rpm_roll = -61.9652, I_w_pitch = -1.1563 A, I_w_roll = -0.0165 A, theta_pitch = 3.03220mrad, theta_roll_comp = -37.0055 mrad, theta_setpoint = -36.1086 mrad, 
msg =  982, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19642 ms, ax =  0.1115, ay = -0.4148, az =  9.9483, gx =  0.0018 rad/s, gy =  0.1520 rad/s, gz = -0.0004 rad/s, rpm_pitch =  0.4803, rpm_roll = -61.9652, I_w_pitch = -7.8251 A, I_w_roll =  0.2136 A, theta_pitch = 5.86676mrad, theta_roll_comp = -37.1291 mrad, theta_setpoint = -36.1086 mrad, 
msg =  983, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19662 ms, ax =  0.1019, ay = -0.3956, az =  9.9339, gx = -0.0070 rad/s, gy =  0.1457 rad/s, gz =  0.0108 rad/s, rpm_pitch =  0.4803, rpm_roll = -63.1684, I_w_pitch = -7.9669 A, I_w_roll = -2.9281 A, theta_pitch = 8.48104mrad, theta_roll_comp = -37.2183 mrad, theta_setpoint = -36.0330 mrad, 
msg =  984, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19682 ms, ax =  0.2817, ay = -0.3884, az =  9.8991, gx =  0.0040 rad/s, gy =  0.1312 rad/s, gz =  0.0073 rad/s, rpm_pitch =  1.8777, rpm_roll = -63.1684, I_w_pitch = -5.8740 A, I_w_roll =  0.9279 A, theta_pitch = 10.68440mrad, theta_roll_comp = -37.2487 mrad, theta_setpoint = -36.0330 mrad, 
msg =  985, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19702 ms, ax =  0.2841, ay = -0.3500, az =  9.8608, gx =  0.0046 rad/s, gy =  0.0994 rad/s, gz =  0.0097 rad/s, rpm_pitch =  4.9782, rpm_roll = -63.1684, I_w_pitch = -0.7461 A, I_w_roll =  1.1272 A, theta_pitch = 12.24357mrad, theta_roll_comp = -37.2162 mrad, theta_setpoint = -36.0330 mrad, 
msg =  986, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19722 ms, ax =  0.2985, ay = -0.3800, az =  9.9255, gx = -0.0017 rad/s, gy =  0.0620 rad/s, gz =  0.0104 rad/s, rpm_pitch =  4.9782, rpm_roll = -63.1684, I_w_pitch =  0.6364 A, I_w_roll = -1.0601 A, theta_pitch = 13.00465mrad, theta_roll_comp = -37.2087 mrad, theta_setpoint = -36.0330 mrad, 
msg =  987, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19742 ms, ax =  0.1858, ay = -0.4196, az =  9.9615, gx =  0.0078 rad/s, gy =  0.0280 rad/s, gz =  0.0013 rad/s, rpm_pitch =  0.2183, rpm_roll = -66.6444, I_w_pitch = -4.3138 A, I_w_roll =  2.1581 A, theta_pitch = 13.21239mrad, theta_roll_comp = -37.2170 mrad, theta_setpoint = -35.8147 mrad, 
msg =  988, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19762 ms, ax =  0.0971, ay = -0.4435, az =  9.8799, gx =  0.0078 rad/s, gy =  0.0114 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.2183, rpm_roll = -66.6444, I_w_pitch = -3.6246 A, I_w_roll =  2.1939 A, theta_pitch = 13.05588mrad, theta_roll_comp = -37.1276 mrad, theta_setpoint = -35.8147 mrad, 
msg =  989, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19782 ms, ax =  0.1594, ay = -0.3716, az =  9.9243, gx =  0.0071 rad/s, gy =  0.0008 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -68.0147, I_w_pitch = -3.4234 A, I_w_roll =  2.0205 A, theta_pitch = 12.59994mrad, theta_roll_comp = -36.8925 mrad, theta_setpoint = -35.7287 mrad, 
msg =  990, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19802 ms, ax =  0.1822, ay = -0.3584, az =  9.9519, gx =  0.0148 rad/s, gy = -0.0146 rad/s, gz = -0.0214 rad/s, rpm_pitch =  1.1354, rpm_roll = -68.0147, I_w_pitch = -1.1999 A, I_w_roll =  4.8335 A, theta_pitch = 11.87762mrad, theta_roll_comp = -36.6175 mrad, theta_setpoint = -35.7287 mrad, 
msg =  991, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19822 ms, ax =  0.1594, ay = -0.3788, az =  9.8955, gx =  0.0098 rad/s, gy = -0.0305 rad/s, gz = -0.0210 rad/s, rpm_pitch =  1.1354, rpm_roll = -67.8476, I_w_pitch = -0.4148 A, I_w_roll =  3.2032 A, theta_pitch = 10.86897mrad, theta_roll_comp = -36.2764 mrad, theta_setpoint = -35.7392 mrad, 
msg =  992, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19842 ms, ax =  0.1199, ay = -0.1954, az =  9.9303, gx =  0.0024 rad/s, gy = -0.0450 rad/s, gz = -0.0186 rad/s, rpm_pitch =  0.9170, rpm_roll = -67.8476, I_w_pitch =  0.0655 A, I_w_roll =  0.7790 A, theta_pitch = 9.61829mrad, theta_roll_comp = -35.9288 mrad, theta_setpoint = -35.7392 mrad, 
msg =  993, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19862 ms, ax =  0.0779, ay = -0.1918, az =  9.9758, gx =  0.0096 rad/s, gy = -0.0584 rad/s, gz = -0.0178 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.8422, I_w_pitch = -0.3929 A, I_w_roll =  3.4868 A, theta_pitch = 8.19806mrad, theta_roll_comp = -35.5767 mrad, theta_setpoint = -35.8651 mrad, 
msg =  994, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19882 ms, ax =  0.0815, ay = -0.2481, az =  9.9459, gx =  0.0062 rad/s, gy = -0.0668 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -64.0040, I_w_pitch =  0.1776 A, I_w_roll =  2.4550 A, theta_pitch = 6.63154mrad, theta_roll_comp = -35.2425 mrad, theta_setpoint = -35.9805 mrad, 
msg =  995, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19902 ms, ax =  0.1043, ay = -0.2457, az =  9.9531, gx = -0.0017 rad/s, gy = -0.0736 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -64.0040, I_w_pitch =  0.7143 A, I_w_roll = -0.1909 A, theta_pitch = 4.86398mrad, theta_roll_comp = -34.9831 mrad, theta_setpoint = -35.9805 mrad, 
msg =  996, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19922 ms, ax =  0.0947, ay = -0.2829, az =  9.9722, gx =  0.0026 rad/s, gy = -0.0820 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.8596, I_w_pitch =  1.3286 A, I_w_roll =  1.5005 A, theta_pitch = 3.00620mrad, theta_roll_comp = -34.7433 mrad, theta_setpoint = -36.2408 mrad, 
msg =  997, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19942 ms, ax =  0.1295, ay = -0.3536, az =  9.8979, gx = -0.0022 rad/s, gy = -0.0876 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.8596, I_w_pitch =  1.8491 A, I_w_roll = -0.1262 A, theta_pitch = 1.02732mrad, theta_roll_comp = -34.6157 mrad, theta_setpoint = -36.2408 mrad, 
msg =  998, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19962 ms, ax =  0.1438, ay = -0.3332, az =  9.9255, gx = -0.0045 rad/s, gy = -0.0933 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.6818, I_w_pitch =  2.3935 A, I_w_roll = -0.7916 A, theta_pitch = -1.07550mrad, theta_roll_comp = -34.5609 mrad, theta_setpoint = -36.5032 mrad, 
msg =  999, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    19982 ms, ax =  0.0995, ay = -0.2577, az =  9.9782, gx = -0.0016 rad/s, gy = -0.0932 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.5120, I_w_pitch =  2.6954 A, I_w_roll =  0.2853 A, theta_pitch = -3.12313mrad, theta_roll_comp = -34.5052 mrad, theta_setpoint = -36.5766 mrad, 
msg = 1000, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20002 ms, ax =  0.0767, ay = -0.3093, az =  9.9603, gx = -0.0039 rad/s, gy = -0.0886 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.5120, I_w_pitch =  2.7995 A, I_w_roll = -0.5540 A, theta_pitch = -5.02482mrad, theta_roll_comp = -34.5064 mrad, theta_setpoint = -36.5766 mrad, 
msg = 1001, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20022 ms, ax =  0.0563, ay = -0.2577, az =  9.9746, gx = -0.0054 rad/s, gy = -0.0811 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.5120, I_w_pitch =  2.7512 A, I_w_roll = -1.1084 A, theta_pitch = -6.72644mrad, theta_roll_comp = -34.6106 mrad, theta_setpoint = -36.5766 mrad, 
msg = 1002, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20042 ms, ax =  0.0444, ay = -0.3332, az =  9.9650, gx = -0.0018 rad/s, gy = -0.0715 rad/s, gz = -0.0212 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.6350, I_w_pitch =  2.5884 A, I_w_roll =  0.2162 A, theta_pitch = -8.19780mrad, theta_roll_comp = -34.6884 mrad, theta_setpoint = -36.8201 mrad, 
msg = 1003, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20062 ms, ax =  0.0384, ay = -0.3644, az =  9.9555, gx = -0.0034 rad/s, gy = -0.0621 rad/s, gz = -0.0206 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.7019, I_w_pitch =  2.4024 A, I_w_roll = -0.3857 A, theta_pitch = -9.44363mrad, theta_roll_comp = -34.7910 mrad, theta_setpoint = -36.8159 mrad, 
msg = 1004, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20082 ms, ax =  0.0587, ay = -0.3920, az =  9.9519, gx = -0.0038 rad/s, gy = -0.0535 rad/s, gz = -0.0197 rad/s, rpm_pitch =  0.0000, rpm_roll = -49.9332, I_w_pitch =  2.2146 A, I_w_roll = -0.5342 A, theta_pitch = -10.49940mrad, theta_roll_comp = -34.8608 mrad, theta_setpoint = -36.8642 mrad, 
msg = 1005, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20102 ms, ax =  0.0755, ay = -0.3896, az =  9.9507, gx = -0.0006 rad/s, gy = -0.0464 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -49.9332, I_w_pitch =  2.0693 A, I_w_roll =  0.5637 A, theta_pitch = -11.41284mrad, theta_roll_comp = -34.9123 mrad, theta_setpoint = -36.8642 mrad, 
msg = 1006, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20122 ms, ax =  0.0923, ay = -0.3944, az =  9.9459, gx = -0.0021 rad/s, gy = -0.0394 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -48.8971, I_w_pitch =  1.9052 A, I_w_roll =  0.0611 A, theta_pitch = -12.20078mrad, theta_roll_comp = -34.9522 mrad, theta_setpoint = -36.9293 mrad, 
msg = 1007, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20142 ms, ax =  0.1067, ay = -0.3428, az =  9.9902, gx = -0.0017 rad/s, gy = -0.0329 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -48.7299, I_w_pitch =  1.7445 A, I_w_roll =  0.1906 A, theta_pitch = -12.86916mrad, theta_roll_comp = -34.9886 mrad, theta_setpoint = -36.9398 mrad, 
msg = 1008, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20162 ms, ax =  0.1031, ay = -0.3476, az =  9.9926, gx =  0.0010 rad/s, gy = -0.0275 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -48.7299, I_w_pitch =  1.6128 A, I_w_roll =  1.1269 A, theta_pitch = -13.41128mrad, theta_roll_comp = -34.9779 mrad, theta_setpoint = -36.9398 mrad, 
msg = 1009, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20182 ms, ax =  0.1091, ay = -0.3356, az =  9.9818, gx = -0.0012 rad/s, gy = -0.0225 rad/s, gz = -0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = -49.1979, I_w_pitch =  1.4766 A, I_w_roll =  0.3652 A, theta_pitch = -13.85268mrad, theta_roll_comp = -34.9888 mrad, theta_setpoint = -36.9104 mrad, 
msg = 1010, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20202 ms, ax =  0.1211, ay = -0.3177, az =  9.9818, gx = -0.0006 rad/s, gy = -0.0179 rad/s, gz = -0.0068 rad/s, rpm_pitch =  0.0000, rpm_roll = -49.1979, I_w_pitch =  1.3462 A, I_w_roll =  0.5609 A, theta_pitch = -14.19072mrad, theta_roll_comp = -34.9655 mrad, theta_setpoint = -36.9104 mrad, 
msg = 1011, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20222 ms, ax =  0.1199, ay = -0.3440, az =  9.9746, gx =  0.0022 rad/s, gy = -0.0143 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -47.6604, I_w_pitch =  1.2423 A, I_w_roll =  1.5990 A, theta_pitch = -14.45679mrad, theta_roll_comp = -34.9137 mrad, theta_setpoint = -37.0069 mrad, 
msg = 1012, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20242 ms, ax =  0.1450, ay = -0.3500, az =  9.9591, gx = -0.0009 rad/s, gy = -0.0110 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -46.6578, I_w_pitch =  1.1423 A, I_w_roll =  0.5775 A, theta_pitch = -14.67750mrad, theta_roll_comp = -34.8505 mrad, theta_setpoint = -37.0699 mrad, 
msg = 1013, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20262 ms, ax =  0.1582, ay = -0.3308, az =  9.9794, gx = -0.0006 rad/s, gy = -0.0089 rad/s, gz = -0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = -46.6578, I_w_pitch =  1.0880 A, I_w_roll =  0.6875 A, theta_pitch = -14.88415mrad, theta_roll_comp = -34.8087 mrad, theta_setpoint = -37.0699 mrad, 
msg = 1014, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20282 ms, ax =  0.1774, ay = -0.3105, az =  9.9686, gx =  0.0011 rad/s, gy = -0.0076 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.9198, I_w_pitch =  1.0628 A, I_w_roll =  1.3625 A, theta_pitch = -15.07092mrad, theta_roll_comp = -34.7448 mrad, theta_setpoint = -37.1790 mrad, 
msg = 1015, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20302 ms, ax =  0.1426, ay = -0.3273, az =  9.9698, gx = -0.0016 rad/s, gy = -0.0048 rad/s, gz = -0.0035 rad/s, rpm_pitch =  3.3188, rpm_roll = -44.9198, I_w_pitch =  5.3481 A, I_w_roll =  0.4396 A, theta_pitch = -15.20637mrad, theta_roll_comp = -34.7220 mrad, theta_setpoint = -37.1790 mrad, 
msg = 1016, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20322 ms, ax =  0.1486, ay = -0.2973, az =  9.9878, gx = -0.0016 rad/s, gy = -0.0001 rad/s, gz = -0.0032 rad/s, rpm_pitch =  4.7598, rpm_roll = -43.7166, I_w_pitch =  7.0663 A, I_w_roll =  0.4680 A, theta_pitch = -15.23411mrad, theta_roll_comp = -34.7265 mrad, theta_setpoint = -37.2546 mrad, 
msg = 1017, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20342 ms, ax = -0.0695, ay = -0.2733, az = 10.0286, gx = -0.0054 rad/s, gy =  0.0184 rad/s, gz = -0.0003 rad/s, rpm_pitch =  4.7598, rpm_roll = -41.7781, I_w_pitch =  6.2559 A, I_w_roll = -0.8205 A, theta_pitch = -14.76741mrad, theta_roll_comp = -34.6907 mrad, theta_setpoint = -37.3763 mrad, 
msg = 1018, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20362 ms, ax = -0.1834, ay = -0.3105, az = 10.0813, gx = -0.0035 rad/s, gy =  0.0621 rad/s, gz = -0.0051 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.7781, I_w_pitch = -1.9761 A, I_w_roll = -0.1530 A, theta_pitch = -13.38242mrad, theta_roll_comp = -34.6532 mrad, theta_setpoint = -37.3763 mrad, 
msg = 1019, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20382 ms, ax = -0.1702, ay = -0.3320, az = 10.1029, gx =  0.0011 rad/s, gy =  0.1211 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -40.4078, I_w_pitch = -4.7073 A, I_w_roll =  1.5264 A, theta_pitch = -10.90406mrad, theta_roll_comp = -34.6185 mrad, theta_setpoint = -37.4624 mrad, 
msg = 1020, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20402 ms, ax =  0.0791, ay = -0.4244, az = 10.0118, gx =  0.0039 rad/s, gy =  0.1639 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -40.4078, I_w_pitch = -6.8898 A, I_w_roll =  2.5087 A, theta_pitch = -7.78733mrad, theta_roll_comp = -34.6094 mrad, theta_setpoint = -37.4624 mrad, 
msg = 1021, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20422 ms, ax =  0.0707, ay = -0.3980, az =  9.9543, gx = -0.0021 rad/s, gy =  0.1795 rad/s, gz = -0.0071 rad/s, rpm_pitch =  4.6288, rpm_roll = -39.1043, I_w_pitch = -1.9240 A, I_w_roll =  0.4150 A, theta_pitch = -4.35061mrad, theta_roll_comp = -34.6826 mrad, theta_setpoint = -37.5443 mrad, 
msg = 1022, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20442 ms, ax =  0.1606, ay = -0.3380, az =  9.9195, gx = -0.0037 rad/s, gy =  0.1754 rad/s, gz =  0.0047 rad/s, rpm_pitch =  4.6288, rpm_roll = -37.5334, I_w_pitch = -2.2628 A, I_w_roll = -0.1247 A, theta_pitch = -0.99108mrad, theta_roll_comp = -34.7323 mrad, theta_setpoint = -37.6429 mrad, 
msg = 1023, nerr =    6p/   6r, time steps =   10, qsz =    2, switch = on, t =    20462 ms, ax =  0.1438, ay = -0.3021, az =  9.9027, gx = -0.0035 rad/s, gy =  0.1604 rad/s, gz =  0.0196 rad/s, rpm_pitch =  2.4891, rpm_roll = -37.5334, I_w_pitch = -4.9465 A, I_w_roll = -0.0956 A, theta_pitch = 2.09978mrad, theta_roll_comp = -34.7761 mrad, theta_setpoint = -37.6429 mrad, 
