picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0020 A, I_w_roll =  0.0000 A, theta_roll_comp =  0.0000 mrad, theta_setpoint = 1221724868382616705607437123584.0000 mrad, 
msg =  238, time steps =   10, qsz =    2, switch = on, t =     4762 ms, ax =  0.6485, ay =  0.0108, az =  9.8320, gx =  0.0397 rad/s, gy =  0.0054 rad/s, gz = -0.0162 rad/s, erpm_pitch =    0, erpm_roll = -11730, I_w_pitch = -0.0000 A, I_w_roll = -9.6032 A, theta_roll_comp = -24.6715 mrad, theta_setpoint = -40.0000 mrad, 
msg =  239, time steps =   10, qsz =    2, switch = on, t =     4782 ms, ax =  0.5946, ay = -0.0767, az =  9.9495, gx =  0.0377 rad/s, gy =  0.0019 rad/s, gz = -0.0487 rad/s, erpm_pitch =    0, erpm_roll = -11731, I_w_pitch = -0.0000 A, I_w_roll = -9.4449 A, theta_roll_comp = -23.4140 mrad, theta_setpoint = -40.0000 mrad, 
msg =  240, time steps =   10, qsz =    2, switch = on, t =     4802 ms, ax =  0.4279, ay = -0.2170, az = 10.0214, gx =  0.0380 rad/s, gy =  0.0026 rad/s, gz =  0.0168 rad/s, erpm_pitch =    0, erpm_roll = -11731, I_w_pitch = -0.0000 A, I_w_roll = -9.6301 A, theta_roll_comp = -22.5560 mrad, theta_setpoint = -40.0000 mrad, 
msg =  241, time steps =   10, qsz =    2, switch = on, t =     4822 ms, ax =  0.5370, ay =  0.0144, az =  9.9015, gx =  0.0353 rad/s, gy =  0.0039 rad/s, gz =  0.0395 rad/s, erpm_pitch =    0, erpm_roll = -11726, I_w_pitch = -0.0000 A, I_w_roll = -9.3020 A, theta_roll_comp = -21.6108 mrad, theta_setpoint = -40.0000 mrad, 
msg =  242, time steps =   10, qsz =    2, switch = on, t =     4842 ms, ax =  0.6209, ay =  0.1498, az =  9.8656, gx =  0.0293 rad/s, gy =  0.0023 rad/s, gz = -0.0270 rad/s, erpm_pitch =    0, erpm_roll = -11726, I_w_pitch = -0.0000 A, I_w_roll = -8.4291 A, theta_roll_comp = -20.3249 mrad, theta_setpoint = -40.0000 mrad, 
msg =  243, time steps =   10, qsz =    2, switch = on, t =     4862 ms, ax =  0.5286, ay = -0.0791, az =  9.9243, gx =  0.0276 rad/s, gy =  0.0004 rad/s, gz = -0.0389 rad/s, erpm_pitch =    0, erpm_roll = -11724, I_w_pitch = -0.0000 A, I_w_roll = -8.2873 A, theta_roll_comp = -19.2640 mrad, theta_setpoint = -40.0000 mrad, 
msg =  244, time steps =   10, qsz =    2, switch = on, t =     4882 ms, ax =  0.5574, ay = -0.0791, az =  9.9878, gx =  0.0264 rad/s, gy =  0.0015 rad/s, gz =  0.0312 rad/s, erpm_pitch =    0, erpm_roll = -11722, I_w_pitch = -0.0000 A, I_w_roll = -8.1895 A, theta_roll_comp = -18.5274 mrad, theta_setpoint = -40.0000 mrad, 
msg =  245, time steps =   10, qsz =    2, switch = on, t =     4902 ms, ax =  0.6281, ay =  0.1067, az =  9.8883, gx =  0.0204 rad/s, gy =  0.0035 rad/s, gz =  0.0304 rad/s, erpm_pitch =    0, erpm_roll = -11722, I_w_pitch = -0.0000 A, I_w_roll = -7.2484 A, theta_roll_comp = -17.6680 mrad, theta_setpoint = -40.0000 mrad, 
msg =  246, time steps =   10, qsz =    2, switch = on, t =     4922 ms, ax =  0.6893, ay =  0.1930, az =  9.8883, gx =  0.0123 rad/s, gy =  0.0018 rad/s, gz = -0.0364 rad/s, erpm_pitch =    0, erpm_roll = -11716, I_w_pitch = -0.0000 A, I_w_roll = -5.9491 A, theta_roll_comp = -16.6510 mrad, theta_setpoint = -40.0000 mrad, 
msg =  247, time steps =   10, qsz =    2, switch = on, t =     4942 ms, ax =  0.5394, ay = -0.0420, az =  9.9531, gx =  0.0092 rad/s, gy =  0.0007 rad/s, gz = -0.0232 rad/s, erpm_pitch =    0, erpm_roll = -11716, I_w_pitch = -0.0000 A, I_w_roll = -5.5090 A, theta_roll_comp = -15.9563 mrad, theta_setpoint = -40.0000 mrad, 
msg =  248, time steps =   10, qsz =    2, switch = on, t =     4962 ms, ax =  0.4184, ay = -0.0228, az =  9.9411, gx =  0.0068 rad/s, gy =  0.0036 rad/s, gz =  0.0389 rad/s, erpm_pitch =    0, erpm_roll = -11712, I_w_pitch = -0.0000 A, I_w_roll = -5.1424 A, theta_roll_comp = -15.5514 mrad, theta_setpoint = -40.0000 mrad, 
msg =  249, time steps =   10, qsz =    2, switch = on, t =     4982 ms, ax =  0.6018, ay =  0.1726, az =  9.8871, gx = -0.0022 rad/s, gy =  0.0040 rad/s, gz =  0.0097 rad/s, erpm_pitch =    0, erpm_roll = -11709, I_w_pitch = -0.0000 A, I_w_roll = -3.6022 A, theta_roll_comp = -14.9913 mrad, theta_setpoint = -40.0000 mrad, 
msg =  250, time steps =   10, qsz =    2, switch = on, t =     5002 ms, ax =  0.6161, ay =  0.1906, az =  9.9363, gx = -0.0093 rad/s, gy =  0.0015 rad/s, gz = -0.0422 rad/s, erpm_pitch =    0, erpm_roll = -11709, I_w_pitch = -0.0000 A, I_w_roll = -2.4291 A, theta_roll_comp = -14.3839 mrad, theta_setpoint = -40.0000 mrad, 
msg =  251, time steps =   10, qsz =    2, switch = on, t =     5022 ms, ax =  0.4100, ay = -0.0372, az = 10.0070, gx = -0.0115 rad/s, gy =  0.0011 rad/s, gz = -0.0029 rad/s, erpm_pitch =    0, erpm_roll = -11703, I_w_pitch = -0.0000 A, I_w_roll = -2.0520 A, theta_roll_comp = -14.1940 mrad, theta_setpoint = -40.0000 mrad, 
msg =  252, time steps =   10, qsz =    2, switch = on, t =     5042 ms, ax =  0.5167, ay =  0.0168, az =  9.9315, gx = -0.0170 rad/s, gy =  0.0028 rad/s, gz =  0.0445 rad/s, erpm_pitch =    0, erpm_roll = -11703, I_w_pitch = -0.0000 A, I_w_roll = -1.0692 A, theta_roll_comp = -14.1945 mrad, theta_setpoint = -40.0000 mrad, 
msg =  253, time steps =   10, qsz =    2, switch = on, t =     5062 ms, ax =  0.6233, ay =  0.1678, az =  9.8404, gx = -0.0274 rad/s, gy =  0.0023 rad/s, gz = -0.0068 rad/s, erpm_pitch =    0, erpm_roll = -11695, I_w_pitch = -0.0000 A, I_w_roll =  0.7805 A, theta_roll_comp = -14.0713 mrad, theta_setpoint = -40.0000 mrad, 
msg =  254, time steps =   10, qsz =    2, switch = on, t =     5082 ms, ax =  0.6054, ay =  0.0971, az =  9.9818, gx = -0.0327 rad/s, gy = -0.0001 rad/s, gz = -0.0414 rad/s, erpm_pitch =    0, erpm_roll = -11689, I_w_pitch = -0.0000 A, I_w_roll =  1.7334 A, theta_roll_comp = -14.0351 mrad, theta_setpoint = -40.0000 mrad, 
msg =  255, time steps =   10, qsz =    2, switch = on, t =     5102 ms, ax =  0.4687, ay = -0.0587, az = 10.0178, gx = -0.0347 rad/s, gy =  0.0006 rad/s, gz =  0.0161 rad/s, erpm_pitch =    0, erpm_roll = -11689, I_w_pitch = -0.0000 A, I_w_roll =  2.1551 A, theta_roll_comp = -14.4235 mrad, theta_setpoint = -40.0000 mrad, 
msg =  256, time steps =   10, qsz =    2, switch = on, t =     5122 ms, ax =  0.5442, ay =  0.0983, az =  9.9171, gx = -0.0400 rad/s, gy =  0.0020 rad/s, gz =  0.0411 rad/s, erpm_pitch =    0, erpm_roll = -11672, I_w_pitch = -0.0000 A, I_w_roll =  3.1907 A, theta_roll_comp = -14.9042 mrad, theta_setpoint = -40.0000 mrad, 
msg =  257, time steps =   10, qsz =    2, switch = on, t =     5142 ms, ax =  0.6485, ay =  0.1798, az =  9.8931, gx = -0.0479 rad/s, gy =  0.0007 rad/s, gz = -0.0209 rad/s, erpm_pitch =    0, erpm_roll = -11605, I_w_pitch = -0.0000 A, I_w_roll =  4.6580 A, theta_roll_comp = -15.2365 mrad, theta_setpoint = -40.0000 mrad, 
msg =  258, time steps =   10, qsz =    2, switch = on, t =     5162 ms, ax =  0.5191, ay =  0.0156, az =  9.9914, gx = -0.0496 rad/s, gy = -0.0012 rad/s, gz = -0.0336 rad/s, erpm_pitch =    0, erpm_roll = -11605, I_w_pitch = -0.0000 A, I_w_roll =  5.0554 A, theta_roll_comp = -15.7731 mrad, theta_setpoint = -40.0000 mrad, 
msg =  259, time steps =   10, qsz =    2, switch = on, t =     5182 ms, ax =  0.4627, ay = -0.1978, az =  9.9734, gx = -0.0491 rad/s, gy = -0.0006 rad/s, gz =  0.0325 rad/s, erpm_pitch =    0, erpm_roll = -11534, I_w_pitch = -0.0000 A, I_w_roll =  5.1134 A, theta_roll_comp = -16.7344 mrad, theta_setpoint = -40.0000 mrad, 
msg =  260, time steps =   10, qsz =    2, switch = on, t =     5202 ms, ax =  0.6209, ay = -0.0707, az =  9.8691, gx = -0.0533 rad/s, gy =  0.0018 rad/s, gz =  0.0332 rad/s, erpm_pitch =    0, erpm_roll = -11534, I_w_pitch = -0.0000 A, I_w_roll =  6.0450 A, theta_roll_comp = -17.7634 mrad, theta_setpoint = -40.0000 mrad, 
msg =  261, time steps =   10, qsz =    2, switch = on, t =     5222 ms, ax =  0.6629, ay = -0.0084, az =  9.8787, gx = -0.0559 rad/s, gy = -0.0006 rad/s, gz = -0.0316 rad/s, erpm_pitch =    0, erpm_roll = -11297, I_w_pitch = -0.0000 A, I_w_roll =  6.6306 A, theta_roll_comp = -18.5775 mrad, theta_setpoint = -40.0000 mrad, 
msg =  262, time steps =   10, qsz =    2, switch = on, t =     5242 ms, ax =  0.4915, ay = -0.2673, az =  9.9866, gx = -0.0524 rad/s, gy = -0.0009 rad/s, gz = -0.0256 rad/s, erpm_pitch =    0, erpm_roll = -11132, I_w_pitch = -0.0000 A, I_w_roll =  6.1680 A, theta_roll_comp = -19.5811 mrad, theta_setpoint = -40.0000 mrad, 
msg =  263, time steps =   10, qsz =    2, switch = on, t =     5262 ms, ax =  0.4735, ay = -0.3129, az =  9.9435, gx = -0.0523 rad/s, gy =  0.0011 rad/s, gz =  0.0390 rad/s, erpm_pitch =    0, erpm_roll = -11132, I_w_pitch = -0.0000 A, I_w_roll =  6.3429 A, theta_roll_comp = -20.8238 mrad, theta_setpoint = -40.0000 mrad, 
msg =  264, time steps =   10, qsz =    2, switch = on, t =     5282 ms, ax =  0.6425, ay = -0.1091, az =  9.9015, gx = -0.0545 rad/s, gy =  0.0028 rad/s, gz =  0.0330 rad/s, erpm_pitch =    0, erpm_roll = -10713, I_w_pitch = -0.0000 A, I_w_roll =  6.9349 A, theta_roll_comp = -21.9774 mrad, theta_setpoint = -40.0000 mrad, 
msg =  265, time steps =   10, qsz =    2, switch = on, t =     5302 ms, ax =  0.6617, ay = -0.1151, az =  9.9327, gx = -0.0508 rad/s, gy = -0.0006 rad/s, gz = -0.0362 rad/s, erpm_pitch =    0, erpm_roll = -10713, I_w_pitch = -0.0000 A, I_w_roll =  6.4080 A, theta_roll_comp = -22.8785 mrad, theta_setpoint = -40.0000 mrad, 
msg =  266, time steps =   10, qsz =    2, switch = on, t =     5322 ms, ax =  0.5214, ay = -0.3560, az =  9.9638, gx = -0.0474 rad/s, gy = -0.0010 rad/s, gz = -0.0353 rad/s, erpm_pitch =    0, erpm_roll = -10196, I_w_pitch = -0.0000 A, I_w_roll =  5.9504 A, theta_roll_comp = -23.9132 mrad, theta_setpoint = -40.0000 mrad, 
msg =  267, time steps =   10, qsz =    2, switch = on, t =     5342 ms, ax =  0.4795, ay = -0.3488, az =  9.9650, gx = -0.0482 rad/s, gy =  0.0022 rad/s, gz =  0.0345 rad/s, erpm_pitch =    0, erpm_roll = -9904, I_w_pitch = -0.0000 A, I_w_roll =  6.2961 A, theta_roll_comp = -25.1750 mrad, theta_setpoint = -40.0000 mrad, 
msg =  268, time steps =   10, qsz =    2, switch = on, t =     5362 ms, ax =  0.5550, ay = -0.2421, az =  9.9387, gx = -0.0462 rad/s, gy =  0.0030 rad/s, gz =  0.0469 rad/s, erpm_pitch =    0, erpm_roll = -9904, I_w_pitch = -0.0000 A, I_w_roll =  6.1011 A, theta_roll_comp = -26.2034 mrad, theta_setpoint = -40.0000 mrad, 
msg =  269, time steps =   10, qsz =    2, switch = on, t =     5382 ms, ax =  0.6653, ay = -0.1894, az =  9.8871, gx = -0.0419 rad/s, gy = -0.0008 rad/s, gz = -0.0172 rad/s, erpm_pitch =    0, erpm_roll = -9264, I_w_pitch = -0.0000 A, I_w_roll =  5.4574 A, theta_roll_comp = -26.9739 mrad, theta_setpoint = -40.0000 mrad, 
msg =  270, time steps =   10, qsz =    2, switch = on, t =     5402 ms, ax =  0.5454, ay = -0.3584, az =  9.9363, gx = -0.0402 rad/s, gy = -0.0022 rad/s, gz = -0.0437 rad/s, erpm_pitch =    0, erpm_roll = -9264, I_w_pitch = -0.0000 A, I_w_roll =  5.2992 A, theta_roll_comp = -27.9325 mrad, theta_setpoint = -40.0000 mrad, 
msg =  271, time steps =   10, qsz =    2, switch = on, t =     5422 ms, ax =  0.5226, ay = -0.4423, az = 10.0022, gx = -0.0384 rad/s, gy =  0.0006 rad/s, gz =  0.0076 rad/s, erpm_pitch =    0, erpm_roll = -8564, I_w_pitch = -0.0000 A, I_w_roll =  5.1664 A, theta_roll_comp = -29.0495 mrad, theta_setpoint = -40.0000 mrad, 
msg =  272, time steps =   10, qsz =    2, switch = on, t =     5442 ms, ax =  0.5910, ay = -0.3416, az =  9.9543, gx = -0.0352 rad/s, gy =  0.0027 rad/s, gz =  0.0403 rad/s, erpm_pitch =    0, erpm_roll = -8198, I_w_pitch = -0.0000 A, I_w_roll =  4.7313 A, theta_roll_comp = -29.9257 mrad, theta_setpoint = -40.0000 mrad, 
msg =  273, time steps =   10, qsz =    2, switch = on, t =     5462 ms, ax =  0.6030, ay = -0.3069, az =  9.9051, gx = -0.0338 rad/s, gy =  0.0019 rad/s, gz =  0.0125 rad/s, erpm_pitch =    0, erpm_roll = -8198, I_w_pitch = -0.0000 A, I_w_roll =  4.5682 A, theta_roll_comp = -30.5541 mrad, theta_setpoint = -40.0000 mrad, 
msg =  274, time steps =   10, qsz =    2, switch = on, t =     5482 ms, ax =  0.6018, ay = -0.3932, az =  9.8895, gx = -0.0336 rad/s, gy =  0.0003 rad/s, gz = -0.0230 rad/s, erpm_pitch =    0, erpm_roll = -7442, I_w_pitch = -0.0000 A, I_w_roll =  4.6606 A, theta_roll_comp = -31.2815 mrad, theta_setpoint = -40.0000 mrad, 
msg =  275, time steps =   10, qsz =    2, switch = on, t =     5502 ms, ax =  0.5071, ay = -0.4172, az =  9.9830, gx = -0.0304 rad/s, gy =  0.0007 rad/s, gz = -0.0095 rad/s, erpm_pitch =    0, erpm_roll = -7442, I_w_pitch = -0.0000 A, I_w_roll =  4.2162 A, theta_roll_comp = -32.0991 mrad, theta_setpoint = -40.0000 mrad, 
msg =  276, time steps =   10, qsz =    2, switch = on, t =     5522 ms, ax =  0.4927, ay = -0.3368, az =  9.9866, gx = -0.0277 rad/s, gy =  0.0018 rad/s, gz =  0.0136 rad/s, erpm_pitch =    0, erpm_roll = -6663, I_w_pitch = -0.0000 A, I_w_roll =  3.8325 A, theta_roll_comp = -32.8465 mrad, theta_setpoint = -40.0000 mrad, 
msg =  277, time steps =   10, qsz =    2, switch = on, t =     5542 ms, ax =  0.6377, ay = -0.2421, az =  9.9267, gx = -0.0279 rad/s, gy =  0.0010 rad/s, gz =  0.0061 rad/s, erpm_pitch =    0, erpm_roll = -6268, I_w_pitch = -0.0000 A, I_w_roll =  3.9562 A, theta_roll_comp = -33.3202 mrad, theta_setpoint = -40.0000 mrad, 
msg =  278, time steps =   10, qsz =    2, switch = on, t =     5562 ms, ax =  0.5862, ay = -0.3213, az =  9.9075, gx = -0.0278 rad/s, gy =  0.0006 rad/s, gz = -0.0095 rad/s, erpm_pitch =    0, erpm_roll = -6268, I_w_pitch = -0.0000 A, I_w_roll =  3.9924 A, theta_roll_comp = -33.6960 mrad, theta_setpoint = -40.0000 mrad, 
msg =  279, time steps =   10, qsz =    2, switch = on, t =     5582 ms, ax =  0.5634, ay = -0.3045, az =  9.9471, gx = -0.0274 rad/s, gy =  0.0014 rad/s, gz =  0.0012 rad/s, erpm_pitch =    0, erpm_roll = -5456, I_w_pitch = -0.0000 A, I_w_roll =  3.9940 A, theta_roll_comp = -34.1556 mrad, theta_setpoint = -40.0000 mrad, 
msg =  280, time steps =   10, qsz =    2, switch = on, t =     5602 ms, ax =  0.5538, ay = -0.2781, az =  9.9195, gx = -0.0266 rad/s, gy =  0.0020 rad/s, gz =  0.0106 rad/s, erpm_pitch =    0, erpm_roll = -5042, I_w_pitch = -0.0000 A, I_w_roll =  3.9306 A, theta_roll_comp = -34.6580 mrad, theta_setpoint = -40.0000 mrad, 
msg =  281, time steps =   10, qsz =    2, switch = on, t =     5622 ms, ax =  0.5802, ay = -0.2973, az =  9.9267, gx = -0.0263 rad/s, gy =  0.0016 rad/s, gz =  0.0051 rad/s, erpm_pitch =    0, erpm_roll = -5042, I_w_pitch = -0.0000 A, I_w_roll =  3.9448 A, theta_roll_comp = -35.0462 mrad, theta_setpoint = -40.0000 mrad, 
msg =  282, time steps =   10, qsz =    2, switch = on, t =     5642 ms, ax =  0.5874, ay = -0.3728, az =  9.9171, gx = -0.0255 rad/s, gy =  0.0010 rad/s, gz = -0.0043 rad/s, erpm_pitch =    0, erpm_roll = -4197, I_w_pitch = -0.0000 A, I_w_roll =  3.8695 A, theta_roll_comp = -35.4742 mrad, theta_setpoint = -40.0000 mrad, 
msg =  283, time steps =   10, qsz =    2, switch = on, t =     5662 ms, ax =  0.5898, ay = -0.4088, az =  9.9411, gx = -0.0250 rad/s, gy =  0.0006 rad/s, gz =  0.0011 rad/s, erpm_pitch =    0, erpm_roll = -4197, I_w_pitch = -0.0000 A, I_w_roll =  3.8538 A, theta_roll_comp = -35.9757 mrad, theta_setpoint = -40.0000 mrad, 
msg =  284, time steps =   10, qsz =    2, switch = on, t =     5682 ms, ax =  0.5682, ay = -0.3764, az =  9.9543, gx = -0.0246 rad/s, gy =  0.0008 rad/s, gz =  0.0064 rad/s, erpm_pitch =    0, erpm_roll = -3318, I_w_pitch = -0.0000 A, I_w_roll =  3.8680 A, theta_roll_comp = -36.5135 mrad, theta_setpoint = -40.0000 mrad, 
msg =  285, time steps =   10, qsz =    2, switch = on, t =     5702 ms, ax =  0.5826, ay = -0.3548, az =  9.9291, gx = -0.0239 rad/s, gy =  0.0004 rad/s, gz =  0.0016 rad/s, erpm_pitch =    0, erpm_roll = -2899, I_w_pitch = -0.0000 A, I_w_roll =  3.8151 A, theta_roll_comp = -36.9323 mrad, theta_setpoint = -40.0000 mrad, 
msg =  286, time steps =   10, qsz =    2, switch = on, t =     5722 ms, ax =  0.5778, ay = -0.4339, az =  9.8835, gx = -0.0261 rad/s, gy =  0.0008 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -2899, I_w_pitch = -0.0000 A, I_w_roll =  4.2790 A, theta_roll_comp = -37.4347 mrad, theta_setpoint = -40.0000 mrad, 
msg =  287, time steps =   10, qsz =    2, switch = on, t =     5742 ms, ax =  0.6114, ay =  0.3716, az =  9.9171, gx = -0.0456 rad/s, gy =  0.0026 rad/s, gz =  0.0080 rad/s, erpm_pitch =    0, erpm_roll = -1839, I_w_pitch = -0.0000 A, I_w_roll =  7.8586 A, theta_roll_comp = -37.7870 mrad, theta_setpoint = -40.0000 mrad, 
msg =  288, time steps =   10, qsz =    2, switch = on, t =     5762 ms, ax =  0.5898, ay =  0.1990, az = 10.0753, gx = -0.0382 rad/s, gy =  0.0044 rad/s, gz =  0.0023 rad/s, erpm_pitch =    0, erpm_roll = -1839, I_w_pitch = -0.0000 A, I_w_roll =  6.4764 A, theta_roll_comp = -37.5370 mrad, theta_setpoint = -40.0000 mrad, 
msg =  289, time steps =   10, qsz =    2, switch = on, t =     5782 ms, ax =  0.5538, ay = -0.3656, az =  9.8955, gx = -0.0113 rad/s, gy = -0.0021 rad/s, gz =  0.0013 rad/s, erpm_pitch =    0, erpm_roll = -873, I_w_pitch = -0.0000 A, I_w_roll =  1.6333 A, theta_roll_comp = -37.5269 mrad, theta_setpoint = -40.0000 mrad, 
msg =  290, time steps =   10, qsz =    2, switch = on, t =     5802 ms, ax =  0.4591, ay = -0.7384, az =  9.8524, gx = -0.0270 rad/s, gy = -0.0041 rad/s, gz =  0.0104 rad/s, erpm_pitch =    0, erpm_roll = -617, I_w_pitch = -0.0000 A, I_w_roll =  4.5934 A, theta_roll_comp = -38.3512 mrad, theta_setpoint = -40.0000 mrad, 
msg =  291, time steps =   10, qsz =    2, switch = on, t =     5822 ms, ax =  0.5550, ay = -0.3680, az =  9.9674, gx = -0.0528 rad/s, gy =  0.0034 rad/s, gz =  0.0153 rad/s, erpm_pitch =    0, erpm_roll = -617, I_w_pitch = -0.0000 A, I_w_roll =  9.4289 A, theta_roll_comp = -39.5121 mrad, theta_setpoint = -40.0000 mrad, 
msg =  292, time steps =   10, qsz =    2, switch = on, t =     5842 ms, ax =  0.6773, ay = -0.1894, az = 10.0178, gx = -0.0343 rad/s, gy =  0.0007 rad/s, gz =  0.0126 rad/s, erpm_pitch =    0, erpm_roll =  -60, I_w_pitch = -0.0000 A, I_w_roll =  6.2023 A, theta_roll_comp = -40.1678 mrad, theta_setpoint = -40.0000 mrad, 
msg =  293, time steps =   10, qsz =    2, switch = on, t =     5862 ms, ax =  0.5562, ay = -0.5430, az =  9.8955, gx = -0.0135 rad/s, gy = -0.0046 rad/s, gz =  0.0037 rad/s, erpm_pitch =    0, erpm_roll =  -60, I_w_pitch = -0.0000 A, I_w_roll =  2.5220 A, theta_roll_comp = -40.5346 mrad, theta_setpoint = -40.0000 mrad, 
msg =  294, time steps =   10, qsz =    2, switch = on, t =     5882 ms, ax =  0.5514, ay = -0.7252, az =  9.8212, gx = -0.0294 rad/s, gy =  0.0007 rad/s, gz = -0.0012 rad/s, erpm_pitch =    0, erpm_roll =  480, I_w_pitch = -0.0000 A, I_w_roll =  5.5099 A, theta_roll_comp = -41.3829 mrad, theta_setpoint = -40.0000 mrad, 
msg =  295, time steps =   10, qsz =    2, switch = on, t =     5902 ms, ax =  0.6473, ay = -0.4196, az = 10.0370, gx = -0.0374 rad/s, gy =  0.0036 rad/s, gz =  0.0080 rad/s, erpm_pitch =    0, erpm_roll =  768, I_w_pitch = -0.0000 A, I_w_roll =  7.1062 A, theta_roll_comp = -42.3720 mrad, theta_setpoint = -40.0000 mrad, 
msg =  296, time steps =   10, qsz =    2, switch = on, t =     5922 ms, ax =  0.6233, ay = -0.4196, az = 10.0729, gx = -0.0134 rad/s, gy =  0.0027 rad/s, gz =  0.0055 rad/s, erpm_pitch =    0, erpm_roll =  768, I_w_pitch = -0.0000 A, I_w_roll =  2.8596 A, theta_roll_comp = -42.7941 mrad, theta_setpoint = -40.0000 mrad, 
msg =  297, time steps =   10, qsz =    2, switch = on, t =     5942 ms, ax =  0.5406, ay = -0.7348, az =  9.8332, gx = -0.0053 rad/s, gy =  0.0008 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll = 1325, I_w_pitch = -0.0000 A, I_w_roll =  1.4632 A, theta_roll_comp = -43.2045 mrad, theta_setpoint = -40.0000 mrad, 
msg =  298, time steps =   10, qsz =    2, switch = on, t =     5962 ms, ax =  0.5466, ay = -0.6653, az =  9.8440, gx = -0.0215 rad/s, gy =  0.0032 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = 1325, I_w_pitch = -0.0000 A, I_w_roll =  4.4990 A, theta_roll_comp = -43.9027 mrad, theta_setpoint = -40.0000 mrad, 
msg =  299, time steps =   10, qsz =    2, switch = on, t =     5982 ms, ax =  0.6341, ay = -0.3944, az = 10.0454, gx = -0.0155 rad/s, gy =  0.0040 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll = 1803, I_w_pitch = -0.0000 A, I_w_roll =  3.4859 A, theta_roll_comp = -44.3119 mrad, theta_setpoint = -40.0000 mrad, 
msg =  300, time steps =   10, qsz =    2, switch = on, t =     6002 ms, ax =  0.5862, ay = -0.4507, az =  9.9782, gx =  0.0038 rad/s, gy =  0.0004 rad/s, gz =  0.0036 rad/s, erpm_pitch =    0, erpm_roll = 2000, I_w_pitch = -0.0000 A, I_w_roll =  0.0125 A, theta_roll_comp = -44.3241 mrad, theta_setpoint = -40.0000 mrad, 
msg =  301, time steps =   10, qsz =    2, switch = on, t =     6022 ms, ax =  0.5226, ay = -0.6449, az =  9.8512, gx = -0.0012 rad/s, gy =  0.0010 rad/s, gz =  0.0003 rad/s, erpm_pitch =    0, erpm_roll = 2000, I_w_pitch = -0.0000 A, I_w_roll =  0.9159 A, theta_roll_comp = -44.4279 mrad, theta_setpoint = -40.0000 mrad, 
msg =  302, time steps =   10, qsz =    2, switch = on, t =     6042 ms, ax =  0.6090, ay = -0.4555, az =  9.9375, gx = -0.0122 rad/s, gy =  0.0026 rad/s, gz = -0.0012 rad/s, erpm_pitch =    0, erpm_roll = 2307, I_w_pitch = -0.0000 A, I_w_roll =  2.9383 A, theta_roll_comp = -44.6346 mrad, theta_setpoint = -40.0000 mrad, 
msg =  303, time steps =   10, qsz =    2, switch = on, t =     6062 ms, ax =  0.5910, ay = -0.3201, az = 10.0358, gx =  0.0008 rad/s, gy =  0.0018 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = 2397, I_w_pitch = -0.0000 A, I_w_roll =  0.5644 A, theta_roll_comp = -44.4776 mrad, theta_setpoint = -40.0000 mrad, 
msg =  304, time steps =   10, qsz =    2, switch = on, t =     6082 ms, ax =  0.5634, ay = -0.5023, az =  9.8883, gx =  0.0079 rad/s, gy =  0.0010 rad/s, gz =  0.0032 rad/s, erpm_pitch =    0, erpm_roll = 2397, I_w_pitch = -0.0000 A, I_w_roll = -0.7463 A, theta_roll_comp = -44.2254 mrad, theta_setpoint = -40.0000 mrad, 
msg =  305, time steps =   10, qsz =    2, switch = on, t =     6102 ms, ax =  0.5502, ay = -0.4471, az =  9.8656, gx = -0.0049 rad/s, gy =  0.0022 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = 2537, I_w_pitch = -0.0000 A, I_w_roll =  1.5670 A, theta_roll_comp = -44.3027 mrad, theta_setpoint = -40.0000 mrad, 
msg =  306, time steps =   10, qsz =    2, switch = on, t =     6122 ms, ax =  0.6461, ay = -0.1942, az =  9.9734, gx = -0.0061 rad/s, gy =  0.0024 rad/s, gz = -0.0013 rad/s, erpm_pitch =    0, erpm_roll = 2537, I_w_pitch = -0.0000 A, I_w_roll =  1.7645 A, theta_roll_comp = -44.1887 mrad, theta_setpoint = -40.0000 mrad, 
